INN,known_inn,actual_2023,P50_proxy,P10_empirical,P90_empirical,growth_2024,share_change_12m,opportunity_probability,predicted_share_change_6m,action,supply_watch,reason
BETAHISTINE,True,1355422.79,1230469.0591666205,851199.8004564276,1461795.3903926825,-0.0921880108223499,-0.005509092127509,0.2499769617057911,0.0,Defend,False,已知INN规模位于前25%，但同类份额下降
VIRIDE NITENS*,True,1333125.86,1427391.665539401,1054361.449122877,1654912.6401988198,0.0707103570396578,-0.017233808837038,0.6346642130408462,0.0,Defend,False,已知INN规模位于前25%，但同类份额下降
LIDOCAINUM+PHENAZONUM,True,1330911.9799999995,1540501.978917504,1168091.2419967277,1767645.1166820785,0.157478482474479,0.0107183189357391,0.2330758637532557,0.0,Monitor,False,常规跟踪销量与生命周期信号
XEROGEL POLYMETHYLSILOXANE*,True,1322026.76,1239444.7399903256,869520.2315937701,1465071.4613570792,-0.0624662242159714,0.0013671252196605,0.3079395359172166,0.0,Market-led Growth,False,销量增长且同类份额变化不超过0.2个百分点
TRIMETAZIDINUM,True,1321283.09,1182722.1654320953,813005.7479513085,1408221.9666570213,-0.1048684612832702,0.0313174829254048,0.3116989978138159,0.0,Monitor,False,常规跟踪销量与生命周期信号
AMIODARONUM,True,1314490.54,1173947.0794287217,806131.327498388,1398287.6145687315,-0.1069185789433512,-0.0230290700552429,0.4185001419112595,0.0,Defend,False,已知INN规模位于前25%，但同类份额下降
CHLOROBUTANOLUM+CHOLINI SALICYLAS+HEXETIDINUM,True,1299103.9300000002,1307156.985827854,943646.6566864958,1528871.5299726068,0.0061989311569965,0.0140472195086102,0.5151112188618023,0.0,Invest,False,机会概率位于前20%，份额及预测销量增长，维持或评估增加商业支持
CASSIA ACUTIFOLIA/ANGUSTIFOLIA*&,True,1291190.41,1263862.9385181707,902566.9404964688,1484226.9036685391,-0.0211645558007431,-0.0062719246075783,0.4762107647124334,0.0,Defend,False,已知INN规模位于前25%，但同类份额下降
NITROFURALUM,True,1289173.39,1259195.3110075626,898463.7078638629,1479215.0368253388,-0.0232537215125403,0.0077370908973787,0.246386916726743,0.0,Monitor,False,常规跟踪销量与生命周期信号
CITICOLINUM,True,1285930.49,1163259.392267953,803435.2050893274,1382725.6611385187,-0.095394812305949,0.0218382221381429,0.3896710910715445,0.0,Monitor,False,常规跟踪销量与生命周期信号
SILICII DIOXIDUM*,True,1276282.6,876076.1363088316,518951.58507805486,1093895.825961283,-0.3135719813865427,0.0343028112175098,0.2884426010509963,0.0,Monitor,False,常规跟踪销量与生命周期信号
ANTRAL*,True,1267330.21,1149065.0477823843,794445.5203301916,1365356.8573153012,-0.0933183485128281,0.0204769669055623,0.3076453860328899,0.0,Monitor,False,常规跟踪销量与生命周期信号
CODEINUM*+NATRII HYDROCARBONAS*+THERPINI HYDRAS,True,1261465.2699999998,1444284.384642257,1091305.9624323477,1659575.2407729805,0.1449259991456262,-0.0815063430117312,0.6224838996593952,0.0,Defend,False,已知INN规模位于前25%，但同类份额下降
MAGNESII SULFAS*,True,1258819.03,1133610.590676919,781372.6292963348,1348449.820204298,-0.0994650035780607,,,,Monitor,False,跨多个ATC3或不足3个同类INN，竞争份额不适用
LIDOCAINUM,True,1232467.49,845174.4771831892,500310.1036715768,1055516.3608526334,-0.3142419706476889,,,,Monitor,False,跨多个ATC3或不足3个同类INN，竞争份额不适用
TORASEMIDUM,True,1223222.89,1166167.140897201,823889.5562568838,1374931.273758978,-0.0466437879549486,0.0146361055100855,0.3509158047796015,0.0,Monitor,False,常规跟踪销量与生命周期信号
POVIDONUM,True,1214701.78,1240451.1203011991,900557.8803073877,1447760.978431272,0.0211980757130356,,,,Monitor,False,跨多个ATC3或不足3个同类INN，竞争份额不适用
NIFEDIPINUM,True,1188234.61,1150483.841064009,817996.5440867352,1353276.6190776725,-0.0317704673961575,-0.0093771468594882,0.2615346023902497,0.0,Defend,False,已知INN规模位于前25%，但同类份额下降
CALCII GLUCONAS*,True,1187234.8199999998,974408.10845259,642200.5689170265,1177030.2550187062,-0.1792625249547598,-0.0015592587081195,0.551946273690928,0.0,Defend,False,已知INN规模位于前25%，但同类份额下降
NAPROXENUM,True,1177620.58,1062321.927391051,732804.6079881014,1263303.2376932832,-0.0979081501861567,,,,Monitor,False,跨多个ATC3或不足3个同类INN，竞争份额不适用
TROXERUTINUM,True,1168182.08,1079819.977364282,752943.7031944115,1279190.444471767,-0.0756406934745291,-0.0526161521358643,0.5404335374895345,0.0,Defend,False,已知INN规模位于前25%，但同类份额下降
BENDAZOLUM+METAMIZOLUM NATRICUM+PAPAVERINUM*,True,1159911.15,1117341.5417649148,792779.6078238548,1315300.431682726,-0.0367007492212532,0.0043544322104712,0.2511131075662921,0.0,Monitor,False,常规跟踪销量与生命周期信号
CAPTOPRILUM,True,1149293.65,1128759.1758898322,807168.1904853212,1324906.0058807237,-0.0178670386895185,0.0018788481577389,0.2654279696514152,0.0,Monitor,False,常规跟踪销量与生命周期信号
INDAPAMIDUM,True,1144898.0100000002,1080050.6684938562,759689.6543843953,1275447.3065283394,-0.0566402779459316,-0.0222567873135979,0.2576141763414837,0.0,Defend,False,已知INN规模位于前25%，但同类份额下降
CRATAEGUS L.*&+VALERIANA OFFICINALIS*&+LEONURUS CARDIACA/QUINQUELOBATUS GILIB.*&,True,1140445.14,1066375.9630567292,747260.9341236227,1261012.6418459304,-0.0649476019015441,,,,Monitor,False,跨多个ATC3或不足3个同类INN，竞争份额不适用
ESOMEPRAZOLUM,True,1136076.9500000002,1274910.5706559296,957017.832063098,1468801.7423057691,0.1222044163962039,0.0159190894463082,0.3812137978969639,0.0,Monitor,False,常规跟踪销量与生命周期信号
DEXPANTHENOLUM+XYLOMETAZOLINUM,True,1124874.93,1177552.053679139,862793.8217898995,1369531.4069590652,0.0468293161081818,0.0079665313116161,0.3050989947335349,0.0,Monitor,False,常规跟踪销量与生命周期信号
AMLODIPINUM+HYDROCHLOROTHIAZIDUM+VALSARTANUM,True,1122206.69,1301689.9332268136,860288.5175035142,1608790.364953974,0.159937776905263,0.0273731446626525,0.4485875235790602,0.0,Invest,False,机会概率位于前20%，份额及预测销量增长，维持或评估增加商业支持
CHLORPHENAMINUM+PARACETAMOLUM+PHENYLEPHRINUM,True,1109981.12,1052737.3240593262,742146.6215341685,1242174.7911833632,-0.0515718645202485,0.009249579965144,0.2750730928745925,0.0,Monitor,False,常规跟踪销量与生命周期信号
DEXPANTHENOLUM,True,1107646.47,1027672.1989336588,717734.7693070979,1216711.2176745185,-0.0722019825209584,,,,Monitor,False,跨多个ATC3或不足3个同类INN，竞争份额不适用
ALTHAEA OFFICINALIS*&+ASCORBIC ACID,True,1095503.46,904618.3859492833,598078.7672752817,1091584.9901091978,-0.1742441544189342,-0.0092318994600493,0.2592575531491198,0.0,Defend,False,已知INN规模位于前25%，但同类份额下降
BETAMETHASONUM+CLOTRIMAZOLUM+GENTAMICINUM,True,1077303.49,1096386.4201783985,794939.4480065617,1280246.8848225947,0.0177136065700469,0.0276174232387398,0.3230355561951647,0.0,Monitor,False,常规跟踪销量与生命周期信号
CHLOROPYRAMINUM,True,1072529.01,1064666.2352675062,764555.2399611068,1247711.8523600302,-0.0073310601943473,-0.0083428895968976,0.2437333191587653,0.0,Defend,False,已知INN规模位于前25%，但同类份额下降
AMOXICILLINUM,True,1070295.87,1226555.6037523842,927069.4772018038,1409220.0968981031,0.1459967641960387,0.0061960677149446,0.2641840926952575,0.0,Monitor,False,常规跟踪销量与生命周期信号
DEXTROSUM*,True,1065666.69,822635.0172141271,524444.2102346718,1004509.4607650737,-0.2280559907393491,,,,Monitor,False,跨多个ATC3或不足3个同类INN，竞争份额不适用
GLIMEPIRIDUM,True,1053677.23,1001172.445264612,706336.4834597281,1181000.680196636,-0.0498300459006673,-0.0042943337683668,0.4236998740899244,0.0,Defend,False,已知INN规模位于前25%，但同类份额下降
CETRARIA ISLANDICA*&,True,1037944.1000000002,854900.0840387132,564466.5069335075,1032043.1883469542,-0.1763524798313194,,,,Monitor,False,跨多个ATC3或不足3个同类INN，竞争份额不适用
PROPRANOLOLUM,True,1019256.23,859649.0358681297,574444.6275905874,1033602.732090994,-0.1565918259159134,-0.0081420423904212,0.2665171679256555,0.0,Defend,False,已知INN规模位于前25%，但同类份额下降
BROMHEXINE,True,1018593.13,850109.9579510136,565091.0957977552,1023950.4846954189,-0.1654077247202584,-0.0093236863940178,0.4379572359798134,0.0,Defend,False,已知INN规模位于前25%，但同类份额下降
KETOPROFENUM,True,1006138.29,919736.6890051374,638202.892891055,1091451.5819882809,-0.0858744785419731,,,,Monitor,False,跨多个ATC3或不足3个同类INN，竞争份额不适用
DIMETHYLIS SULFOXIDUM,True,995627.84,862393.6716196116,583800.8697175346,1032314.7746089812,-0.1338192475417204,0.0109515244638661,0.5296033153609151,0.0,Monitor,False,常规跟踪销量与生命周期信号
NAFTIFINUM,True,989277.08,979982.1388020392,703166.3824500423,1148819.374807516,-0.0093956904348381,0.0238391856488502,0.7043527249232401,0.0,Monitor,False,常规跟踪销量与生命周期信号
PROPOLIS*,True,985952.11,984671.5943985126,708786.2185273792,1152941.366792479,-0.0012987604453602,,,,Monitor,False,跨多个ATC3或不足3个同类INN，竞争份额不适用
SUMATRIPTANUM,True,984709.29,955065.654838737,679528.0401411561,1123123.3185142316,-0.0301039458673768,-0.0267103915821484,0.2960215472122135,0.0,Defend,False,已知INN规模位于前25%，但同类份额下降
SERRAPEPTASUM,True,983537.2,675305.3311669774,400095.6862429029,843162.9574212576,-0.3133911649025808,0.0037317221938483,0.3559308265267887,0.0,Monitor,False,常规跟踪销量与生命周期信号
CODEINUM*+COFFEINUM*+METAMIZOLUM NATRICUM+PARACETAMOLUM+PHENOBARBITALUM,True,982694.48,1036910.2681132772,761936.4298998897,1204624.0696308855,0.05517054304943,-0.00651233973708,0.2273545980909011,0.0,Defend,False,已知INN规模位于前25%，但同类份额下降
RIVAROXABANUM,True,982008.67,963198.6861432722,688416.7486801415,1130795.442328318,-0.0191546005970882,-0.1579181325039113,0.4080458306494966,0.0,Defend,False,已知INN规模位于前25%，但同类份额下降
ZINCI OXYDUM*,True,976868.65,952147.538267688,678803.8616848807,1118867.061180724,-0.0253064848916093,-0.0170142449628928,0.7074514683463511,0.0,Defend,False,已知INN规模位于前25%，但同类份额下降
METOPROLOLUM,True,976186.29,954019.931236522,680867.1900380703,1120622.997619138,-0.0227070990348349,-0.0003486091748351,0.2746337828692403,0.0,Defend,False,已知INN规模位于前25%，但同类份额下降
DOMPERIDONUM,True,975489.38,809493.1938366025,536535.4593482623,975977.320479763,-0.1701670869685915,-0.0135891007989971,0.4475746481050444,0.0,Defend,False,已知INN规模位于前25%，但同类份额下降
ATENOLOLUM+CHLORTALIDONUM+NIFEDIPINUM,True,972588.73,929910.8068909924,657764.7212722109,1095899.88746615,-0.0438807502005575,0.0021435990658779,0.2093236141902928,0.0,Monitor,False,常规跟踪销量与生命周期信号
ACIDUM TIAZOTICUM,True,971391.97,779322.9063153177,507511.6935357733,945107.739107274,-0.1977256036867201,,,,Monitor,False,跨多个ATC3或不足3个同类INN，竞争份额不适用
THIOCOLCHICOSIDUM,True,967479.6,993876.8113404908,723160.3430795184,1158993.9305561548,0.0272845146714109,,,,Monitor,False,跨多个ATC3或不足3个同类INN，竞争份额不适用
CARBAMAZEPIN,True,963986.59,938195.585847834,668456.5183824964,1102716.5625209666,-0.0267545258613667,-0.0071762102081784,0.3401506490669952,0.0,Defend,False,已知INN规模位于前25%，但同类份额下降
UNKNOWN_SKU_78790,False,959593.2699999998,780053.1717989856,511543.4264551068,943824.3524638172,-0.1871002056954966,,,,Data Review,False,补齐INN后再形成分子级商业建议
FURAZIDINUM*,True,956113.8200000002,995180.7143764046,727644.5755204462,1158358.0667471257,0.0408600875326794,,,,Monitor,False,跨多个ATC3或不足3个同类INN，竞争份额不适用
VINPOCETINUM,True,947178.1999999998,866795.2685653457,601759.4609702451,1028447.6029069464,-0.0848656899352774,0.005220119959704,0.3380586459885806,0.0,Monitor,False,常规跟踪销量与生命周期信号
TERBINAFINUM,True,934204.97,884643.3563610906,623237.6687266973,1044081.5847261702,-0.0530521836539892,,,,Monitor,False,跨多个ATC3或不足3个同类INN，竞争份额不适用
FLUOCINOLONI ACETONIDUM,True,931899.2,924229.3267569996,663468.8309292577,1083274.0356101703,-0.0082303678799169,-0.0055031045073602,0.3209838473334938,0.0,Defend,False,已知INN规模位于前25%，但同类份额下降
MEBEVERINUM,True,931382.43,888636.3244694733,628020.4292610137,1047592.8375883908,-0.0458953316636289,0.0113232076833657,0.357199052792879,0.0,Monitor,False,常规跟踪销量与生命周期信号
MELDONIUM,True,928055.2,705598.4714665663,445913.5891235893,863987.1352659033,-0.2397020441601249,0.0198990767935149,0.4001377776199517,0.0,Monitor,False,常规跟踪销量与生命周期信号
AMYLMETACRESOLUM+DICHLOROBENZYL ALCOHOL*,True,927504.37,562903.9120476139,303373.1608637974,721198.5671848792,-0.3930983720889489,-0.004948487301436,0.5849978454268666,0.0,Defend,False,已知INN规模位于前25%，但同类份额下降
GLYCINUM,True,925974.07,816553.0636248452,557450.5151766521,974586.5466117772,-0.1181685426408915,-0.0440754137491273,0.239260853931485,0.0,Defend,False,已知INN规模位于前25%，但同类份额下降
GLYCEROLUM,True,915761.52,833152.0490132394,576907.1375301448,989442.5837913968,-0.0902084977175723,,,,Monitor,False,跨多个ATC3或不足3个同类INN，竞争份额不适用
MAGNESII LACTAS*+PYRIDOXINUM,True,912405.33,715374.69677337,460068.9016330001,871092.4397072959,-0.2159463856120064,-0.026199391813725,0.4932880627755758,0.0,Defend,False,已知INN规模位于前25%，但同类份额下降
BISACODYLUM,True,910822.5799999998,906361.206781935,651498.2907370416,1061808.8260662886,-0.0048981802999052,-0.0110296572085947,0.3392423002821359,0.0,Defend,False,已知INN规模位于前25%，但同类份额下降
CEFIXIMUM,True,905503.37,858463.6150887661,605089.1001896318,1013003.4192298308,-0.0519487353329605,0.0351835022951226,0.3027925804001859,0.0,Monitor,False,常规跟踪销量与生命周期信号
DOXYCYCLINUM,True,901403.36,876854.0731512323,624626.8074830219,1030694.1397061448,-0.0272345189047972,0.0480315608502979,0.5136998250228214,0.0,Monitor,False,常规跟踪销量与生命周期信号
KALII IODIDUM*,True,900721.93,746984.8624099358,494948.2718970125,900708.6311550061,-0.1706820523289182,,,,Monitor,False,跨多个ATC3或不足3个同类INN，竞争份额不适用
DEXAMETHASONUM+TOBRAMYCINUM,True,895888.6399999999,1021652.839926105,770968.6822695242,1174551.724176315,0.1403792774134351,-0.0259801883109508,0.3033708055227839,0.0,Defend,False,已知INN规模位于前25%，但同类份额下降
URSODESOXYCHOLIC ACID,True,895350.1599999999,852893.35857404,602359.8763465113,1005700.3419031808,-0.0474192146522427,0.0348023378568247,0.5197105418810185,0.0,Monitor,False,常规跟踪销量与生命周期信号
UNKNOWN_SKU_191063,False,890634.4999999999,759544.3918040262,409228.06175968045,1003273.3250730872,-0.1471873234149067,,,,Data Review,False,补齐INN后再形成分子级商业建议
DROSPIRENONUM+ETHINYLESTRADIOLUM+ACIDUM LEVOMEFOLICUM,True,862920.3700000001,915619.1099492687,576203.6739439165,1151763.8598733323,0.0610702236050688,0.0788559342680816,0.4407466925798818,0.0,Invest,False,机会概率位于前20%，份额及预测销量增长，维持或评估增加商业支持
MAGNESIUM CITRATUM*+PYRIDOXINUM,True,851644.78,949838.477308859,614858.1078856846,1182897.575910546,0.1152988894135638,0.0359086214334191,0.4253791666252028,0.0,Invest,False,机会概率位于前20%，份额及预测销量增长，维持或评估增加商业支持
BUDESONIDUM,True,851545.5200000001,1085135.288775395,750193.9616292939,1318167.22411997,0.2743127211512952,,,,Monitor,False,跨多个ATC3或不足3个同类INN，竞争份额不适用
DIMETINDENUM+PHENYLEPHRINUM,True,847443.87,752488.1471481333,515359.6210936194,897119.093900265,-0.1120495719107234,-0.0101687508252399,0.6965357816886258,0.0,Defend,False,已知INN规模位于前25%，但同类份额下降
PENTOXIFYLLINUM,True,845465.1900000001,736738.3286767902,500163.46934705134,881031.5794801395,-0.1286000448146301,0.0166224893810408,0.6010309265256467,0.0,Monitor,False,常规跟踪销量与生命周期信号
AMLODIPINUM+PERINDOPRILUM,True,844758.4299999999,852044.8110639938,615667.7146339669,996217.441055104,0.0086254020146254,0.0202147219229502,0.3922396595917101,0.0,Monitor,False,常规跟踪销量与生命周期信号
ALFA-BROMISOVALERIC ACID ETHYL ETHER*+DOXYLAMINUM+GUAIFENESINUM,True,843085.0,787942.1914861945,552033.3478849424,931829.221718086,-0.0654059893294335,0.0090153715641555,0.2361255718835012,0.0,Monitor,False,常规跟踪销量与生命周期信号
LEVOCETIRIZINUM+PARACETAMOLUM+PHENYLEPHRINUM,True,842001.7000000001,755405.2389127167,519799.52020429657,899107.3852718667,-0.1028459456641041,-0.0051625787070292,0.2491427343762011,0.0,Defend,False,已知INN规模位于前25%，但同类份额下降
SULFANILAMIDUM+SULFATHIAZOLUM,True,832199.42,812628.6676795274,579765.7857425546,954657.8854980184,-0.0235169021392404,0.0132068570171091,0.4223223128028934,0.0,Monitor,False,常规跟踪销量与生命周期信号
