INN,known_inn,actual_2023,P50_proxy,P10_empirical,P90_empirical,growth_2024,share_change_12m,opportunity_probability,predicted_share_change_6m,action,supply_watch,reason
UNKNOWN_SKU_88911,False,9382.89,5729.558612776078,2038.9542290364047,8297.258124394973,-0.389360995090417,,,,Data Review,False,补齐INN后再形成分子级商业建议
LIDOCAINUM+METRONIDAZOLUM+MICONAZOLUM,True,9364.36,9502.095883942631,0.0,21308.10851205458,0.0147085208110999,0.0033620042215615,0.0486827193549987,0.0,Monitor,False,常规跟踪销量与生命周期信号
EUCALYPTUS VIMINALIS*&+MENTHA PIPERITA+SALVIA OFFICINALIS*&+SULFANILAMIDUM+SULFATHIAZOLUM+THYMOL,True,9253.54,373.2578216206591,0.0,2905.559717811056,-0.959663240055086,-0.0005983938742258,0.0305199772886034,0.0,At Risk,False,同类份额与预测销量同时下降，核查原因
AZTREONAMUM,True,9250.82,13899.470354645768,0.0,25562.33869165871,0.5025122480651194,0.0006857270144557,0.0339646511074505,0.0,Market-led Growth,True,销量增长且同类份额变化不超过0.2个百分点
UNKNOWN_SKU_199519,False,9184.53,8819.60609728991,0.0,20398.90005472779,-0.0397324525816877,,,,Data Review,False,补齐INN后再形成分子级商业建议
IMIQUIMODUM,True,9118.03,9413.3283571117,0.0,20908.78317981219,0.0323862015272704,0.0006289671769279,0.0664430791899271,0.0,Market-led Growth,False,销量增长且同类份额变化不超过0.2个百分点
BIDENS TRIPARTITES*&+HYPERICUM PERFORATUM*&+ROSA L.*&+VACCINIUM VITIS-IDAEA*&,True,9113.53,5117.309141153285,0.0,16607.090638946735,-0.4384931918638239,-0.0003723019615405,0.0323135722520294,0.0,At Risk,False,同类份额与预测销量同时下降，核查原因
UNKNOWN_SKU_194713,False,9072.97,10107.960361001791,0.0,21546.606290299773,0.1140740420173098,,,,Data Review,False,补齐INN后再形成分子级商业建议
SOLIFENACINUM+TAMSULOSINUM,True,9021.42,14485.639546249107,0.0,25859.29438688976,0.6056939535293897,0.0018029791428147,0.1368307753878746,0.0,Market-led Growth,False,销量增长且同类份额变化不超过0.2个百分点
UNKNOWN_SKU_67683,False,9015.95,6920.1629952336025,3373.888383298719,9387.446573297544,-0.2324532639118891,,,,Data Review,False,补齐INN后再形成分子级商业建议
SAXAGLIPTINUM,True,9006.680000000002,8262.216443924612,0.0,19617.287993647533,-0.0826568231662933,-0.040749992412098,0.3447544878046413,0.0,At Risk,False,同类份额与预测销量同时下降，核查原因
HYDROXYETHYLAMYLUM*,True,8970.220000000001,9595.832254719462,6067.544780912427,12050.601469014213,0.0697432453963737,-0.0332803214243531,0.4224628503133789,0.0,Monitor,False,常规跟踪销量与生命周期信号
LOPERAMIDUM+SIMETICONUM,True,8963.880000000001,9790.881283917255,0.0,21091.99321007987,0.0922592988658099,,,,Monitor,False,跨多个ATC3或不足3个同类INN，竞争份额不适用
PACLITAXELUM,True,8949.57,1296.858886281609,0.0,12579.929639239828,-0.8550926037472628,-0.0028440503212119,0.5438432390410656,0.0,At Risk,False,同类份额与预测销量同时下降，核查原因
UNKNOWN_SKU_33065,False,8930.300000000001,6685.579549737744,0.0,17944.355864705147,-0.2513600271281208,,,,Data Review,False,补齐INN后再形成分子级商业建议
CICLOSPORINUM,True,8889.679999999998,11356.154938089638,0.0,22563.720040229477,0.2774537371524779,,,,Monitor,False,跨多个ATC3或不足3个同类INN，竞争份额不适用
VILANTEROLUM+UMECLIDINII BROMIDUM*,True,8885.05,6463.463558950343,0.0,17665.191440130267,-0.2725461804997896,-0.0057623828839251,0.3942681289103565,0.0,At Risk,False,同类份额与预测销量同时下降，核查原因
METFORMINUM+SAXAGLIPTINUM,True,8868.67,6677.899321810392,0.0,17858.976300328686,-0.247023587323647,-0.003808291102596,0.0405079440471927,0.0,At Risk,False,同类份额与预测销量同时下降，核查原因
NADROPARINUM CALCICUM,True,8867.49,3858.631296860179,370.7509671571015,6285.287662040357,-0.5648564253401831,0.0024478038275497,0.3405842992644435,0.0,Monitor,False,常规跟踪销量与生命周期信号
NICOBOXILUM+NONIVAMIDUM,True,8823.21,3909.911614374727,439.44808931414127,6324.450419360286,-0.5568606420594402,-0.0174590866823589,0.1164311634212432,0.0,At Risk,False,同类份额与预测销量同时下降，核查原因
HYPERICUM PERFORATUM/QUADRANGULUM*&+MATRICARIA CHAMOMILLA*&+HELICHRYSUM ARENARIUM*&,True,8784.619999999999,12509.798096772569,0.0,23584.909973416005,0.4240568284994193,-0.0002690658846747,0.0349639371272092,0.0,Monitor,False,常规跟踪销量与生命周期信号
UNKNOWN_SKU_64420,False,8745.18,7144.222652287206,0.0,18169.6109879676,-0.1830673980081364,,,,Data Review,False,补齐INN后再形成分子级商业建议
UNKNOWN_SKU_66470,False,8718.36,13365.352802981984,0.0,24356.928122216406,0.5330122641164146,,,,Data Review,False,补齐INN后再形成分子级商业建议
UNKNOWN_SKU_29410,False,8710.95,11006.528135368711,0.0,21988.761379589545,0.263527874154795,,,,Data Review,False,补齐INN后再形成分子级商业建议
CEFALEXINUM,True,8692.779999999999,12823.066984534214,9403.905939815098,15201.912623842623,0.475139941944259,4.801172177207173e-05,0.0528561073915716,0.0,Monitor,False,常规跟踪销量与生命周期信号
REPAGLINIDUM,True,8686.6,8802.802857016064,0.0,19754.33710979546,0.0133772542785512,-4.92624220759778e-05,0.0305087109092789,0.0,Monitor,False,常规跟踪销量与生命周期信号
UNKNOWN_SKU_5436,False,8657.59,5711.867690704258,0.0,16626.827908916257,-0.3402473793856884,,,,Data Review,False,补齐INN后再形成分子级商业建议
AESCULUS HIPPOCASTANUM L.*&,True,8605.189999999999,7087.906988478978,0.0,17936.804489995644,-0.1763218489680089,0.0007260523989416,0.0348893112026494,0.0,Monitor,False,常规跟踪销量与生命周期信号
FOSFOCREATININUM,True,8566.039999999999,7147.424797080624,0.0,17946.96437190603,-0.1656092200035693,0.0002121646788601,0.0296697299979015,0.0,Market-led Growth,False,销量增长且同类份额变化不超过0.2个百分点
CODEINUM*+IBUPROFENUM,True,8481.27,12727.175430545602,0.0,23419.84217151103,0.5006214199696037,6.556737575754605e-07,0.0318432212490034,0.0,Market-led Growth,False,销量增长且同类份额变化不超过0.2个百分点
DESVENLAFAXINUM,True,8415.25,10272.266972347785,0.0,20881.69973323257,0.2206728228332828,-0.0022650731860284,0.0459196705989952,0.0,Monitor,False,常规跟踪销量与生命周期信号
UNKNOWN_SKU_175732,False,8414.62,6841.482691283497,0.0,17450.1211866813,-0.186952864029095,,,,Data Review,False,补齐INN后再形成分子级商业建议
UNKNOWN_SKU_66475,False,8303.16,5693.28428773285,0.0,16161.400828877571,-0.3143231868670662,,,,Data Review,False,补齐INN后再形成分子级商业建议
SEQUIFENADINUM,True,8275.210000000001,7201.32049232849,0.0,17634.199382106144,-0.1297718737858628,-0.0001355923166464,0.0295435417943724,0.0,At Risk,False,同类份额与预测销量同时下降，核查原因
PHLOROGLUCINOLUM,True,8271.71,7936.074453164804,0.0,18364.540756903647,-0.040576319386825,0.0011631248750402,0.0347893243210531,0.0,Market-led Growth,False,销量增长且同类份额变化不超过0.2个百分点
BIBROCATHOL,True,8230.250000000002,7080.796850633338,0.0,17456.992920895307,-0.1396619968247213,0.0040834681581664,0.1982494106296979,0.0,Monitor,False,常规跟踪销量与生命周期信号
URTICA DIOICA*&+FRANGULA ALNUS*&+ACHILLEA MILLEFOLIUM*&,True,8219.52,6468.1322183260845,0.0,16830.800560531927,-0.213076649448376,-0.0003691945749588,0.0294020315617802,0.0,At Risk,False,同类份额与预测销量同时下降，核查原因
MAGNESII OXYDUM*,True,8168.23,8795.616264799544,0.0,19093.6213104538,0.0768081046688871,-0.0007857126126559,0.0546056274138447,0.0,Monitor,False,常规跟踪销量与生命周期信号
TIBOLONUM,True,8166.199999999999,9866.7080698685,0.0,20162.15381562024,0.2082373772217802,0.0121668987088187,0.3061461567681722,0.0,Monitor,False,常规跟踪销量与生命周期信号
SYMPHYTUM OFFICINALE*,True,8162.6,5183.849789735685,0.0,15474.756875561792,-0.3649266422787244,,,,Monitor,False,跨多个ATC3或不足3个同类INN，竞争份额不适用
UDENAFILUM,True,8147.62,6027.75564410186,0.0,16299.77686168186,-0.2601820354776168,-0.0013938180783203,0.032402621125961,0.0,At Risk,False,同类份额与预测销量同时下降，核查原因
MANNITOLI HEXANITRAS+SORBITOL*,True,8144.54,8773.271914564284,0.0,19041.410056430133,0.0771967372699113,,,,Monitor,False,跨多个ATC3或不足3个同类INN，竞争份额不适用
ACORUS CALAMUS+ANETHUM GRAVEOLENS+GLYCYRRHIZA GLABRA/URALENSIS+MATRICARIA CHAMOMILLA+MENTHA PIPERITA,True,8111.639999999999,4764.336673670638,1573.7574232138943,6984.148913441999,-0.4126543246901195,-0.0006261436837822,0.0383292917672565,0.0,At Risk,False,同类份额与预测销量同时下降，核查原因
UNKNOWN_SKU_128583,False,8071.36,13644.183658345975,0.0,23820.060929834646,0.6904441950731943,,,,Data Review,True,补齐INN后再形成分子级商业建议
ANETHUM GRAVEOLENS+ARCTOSTAPHYLOS UVA-URSI+CALENDULA+ELEUTHEROCOCCUS SENTICOSUS+MENTHA PIPERITA,True,8061.059999999999,2459.974153860768,0.0,4665.944790320389,-0.6948324223041674,-0.0009757971338369,0.0299217429534212,0.0,At Risk,False,同类份额与预测销量同时下降，核查原因
LIDOCAINUM+NIFEDIPINUM,True,8056.789999999999,27433.657400730903,0.0,37591.16570690944,2.4050356780716524,0.0036928184167547,0.3597943168778137,0.0,Monitor,True,常规跟踪销量与生命周期信号
FLUVOXAMINUM,True,8055.26,9379.441498141798,0.0,19535.020873851943,0.1643871828025163,7.25809283979098e-05,0.0441180729680443,0.0,Market-led Growth,False,销量增长且同类份额变化不超过0.2个百分点
HYDROTALCITUM+MAGNESII HYDROXIDE*,True,8038.73,10783.893914128415,0.0,20918.633276346693,0.3414922399593487,0.0009430642570071,0.1038119499674381,0.0,Market-led Growth,False,销量增长且同类份额变化不超过0.2个百分点
CYCLOPHOSPHAMIDUM,True,8020.359999999999,3611.9862067528143,0.0,13723.565795961678,-0.5496478703259187,-0.0329929525437963,0.4124592949732654,0.0,At Risk,False,同类份额与预测销量同时下降，核查原因
UNKNOWN_SKU_94694,False,7994.07,8256.773365852552,0.0,18335.20813021561,0.0328622798965423,,,,Data Review,False,补齐INN后再形成分子级商业建议
EUCALYPTUS VIMINALIS*&+GLYCEROLUM+MENTHOLUM*,True,7988.369999999999,7532.252793246959,0.0,17603.501346061097,-0.0570976565623575,0.00010360490288,0.0349663402332896,0.0,Market-led Growth,False,销量增长且同类份额变化不超过0.2个百分点
UNKNOWN_SKU_305255,False,7981.360000000001,5901.087398386,0.0,15963.49817173384,-0.2606413695929015,,,,Data Review,False,补齐INN后再形成分子级商业建议
UNKNOWN_SKU_125449,False,7957.779999999999,2537.501102093637,0.0,4715.208377737987,-0.6811295232974979,,,,Data Review,False,补齐INN后再形成分子级商业建议
ASCORBIC ACID+KALII CHLORIDUM*+MACROGOLUM+NATRII CHLORIDUM*+NATRII SULFAS*+SODIUM ASCORBATUM,True,7920.53,10541.29353300692,0.0,20527.01356100024,0.3308823441116846,0.0015874257790822,0.0958466867752652,0.0,Market-led Growth,False,销量增长且同类份额变化不超过0.2个百分点
UNKNOWN_SKU_177334,False,7883.73,16368.009886302312,0.0,26307.33472394471,1.076175856644293,,,,Data Review,False,补齐INN后再形成分子级商业建议
CHLORAMPHENICOLUM+LIDOCAINUM+METRONIDAZOLUM,True,7881.690000000001,9805.041963117852,0.0,19741.794893469065,0.2440278624403966,-0.0021308484531275,0.256325701922699,0.0,Monitor,False,常规跟踪销量与生命周期信号
PROPOFOLUM,True,7868.87,2959.9129343314144,0.0,12880.503192391896,-0.6238452364403766,-0.0015008018746914,0.5905830835142437,0.0,At Risk,False,同类份额与预测销量同时下降，核查原因
CAPECITABINUM,True,7856.600000000001,5099.233158729005,0.0,15004.354150876288,-0.3509618462529588,-0.0931287395097737,0.4877583964786269,0.0,At Risk,False,同类份额与预测销量同时下降，核查原因
LIDOCAINUM+MATRICARIA CHAMOMILLA*&+POLIDOCANOLUM,True,7833.5,3057.934130995213,0.0,12933.932055286346,-0.6096337357509143,-0.0011073082784976,0.0340998777432354,0.0,At Risk,False,同类份额与预测销量同时下降，核查原因
CALCITRIOLUM,True,7759.379999999999,9777.729624226988,0.0,19560.281583604803,0.2601173836346446,0.1153256880280015,0.5133280179195299,0.0,Emerging Opportunity,True,机会概率位于前20%，份额上升且规模尚未进入前25%，先验证增长驱动
UNKNOWN_SKU_62432,False,7641.24,4792.4978713498185,1786.9426702116898,6883.58155837618,-0.372811497695424,,,,Data Review,False,补齐INN后再形成分子级商业建议
ACIDUM GLYCYRRHIZICUM+CYSTEINUM+GLYCINUM,True,7568.33,6995.215631501765,0.0,16536.903430103965,-0.075725340794896,-3.389160864766252e-05,0.0325328806173251,0.0,At Risk,False,同类份额与预测销量同时下降，核查原因
AMLODIPINUM+ATENOLOLUM,True,7517.110000000001,6952.551172509663,0.0,16429.663926281046,-0.0751031749555797,-0.0021435990658777,0.040686763558579,0.0,At Risk,False,同类份额与预测销量同时下降，核查原因
UNKNOWN_SKU_678068,False,7500.41,9507.16809073578,0.0,18963.226505407696,0.2675531191942546,,,,Data Review,True,补齐INN后再形成分子级商业建议
ALPROSTADILUM,True,7452.469999999999,7506.873554374551,0.0,16902.49214770345,0.0073000702283338,0.0001696209541216,0.0470910790360177,0.0,Market-led Growth,False,销量增长且同类份额变化不超过0.2个百分点
ECTERICIDUM*,True,7430.360000000001,3939.441334144489,0.0,13307.184991096794,-0.4698182410886568,-3.2645234496746006e-05,0.0304722591863056,0.0,At Risk,False,同类份额与预测销量同时下降，核查原因
MAHONIA AQUIFOLIUM NUTT.*&,True,7358.25,8165.815124568213,0.0,17442.646901732347,0.1097496177172849,-0.2573467624545878,0.5626075929613332,0.0,Monitor,False,常规跟踪销量与生命周期信号
UNKNOWN_SKU_97920,False,7350.58,3594.606433414021,703.3775294165143,5606.148791484468,-0.5109764898261061,,,,Data Review,False,补齐INN后再形成分子级商业建议
CALCII FOLINAS,True,7312.919999999999,8559.098641940793,0.0,17778.781126207992,0.1704078045350958,0.050314439999664,0.3397185001692385,0.0,Monitor,False,常规跟踪销量与生命周期信号
UNKNOWN_SKU_68079,False,7294.959999999999,4825.419996421494,0.0,14022.459610615257,-0.3385268738387195,,,,Data Review,False,补齐INN后再形成分子级商业建议
DEXPANTHENOLUM+HEPARINUM NATRICUM+TROXERUTINUM,True,7286.380000000001,8784.098540412859,0.0,17970.3210151172,0.2055504297624961,0.0024326187071504,0.0448419176025062,0.0,Monitor,False,常规跟踪销量与生命周期信号
LEVODOPUM+BENSERAZIDUM,True,7283.999999999999,6520.4234140433255,0.0,15703.645330241272,-0.1048292951615422,-0.0101864821680821,0.3448826512271753,0.0,At Risk,False,同类份额与预测销量同时下降，核查原因
UNKNOWN_SKU_741016,False,7281.09,7572.918841747126,0.0,16752.47200783852,0.0400803783152146,,,,Data Review,False,补齐INN后再形成分子级商业建议
ACIDUM GLYCYRRHIZICUM,True,7276.959999999999,6661.048568542667,0.0,15835.394883108263,-0.0846385621821931,0.0028209756396594,0.0451065305344204,0.0,Monitor,False,常规跟踪销量与生命周期信号
UNKNOWN_SKU_49143,False,7223.43,15976.401811236832,13135.185253903572,17953.148600681587,1.2117473016609606,,,,Data Review,False,补齐INN后再形成分子级商业建议
SOMATROPINUM,True,7183.7,2553.335679239326,0.0,11610.105486953658,-0.6445653800632924,,,,Monitor,False,跨多个ATC3或不足3个同类INN，竞争份额不适用
LYNESTRENOLUM,True,7154.68,4050.16919795228,0.0,13070.352363710535,-0.4339132989941856,-0.0016107041370755,0.0383386642623659,0.0,At Risk,False,同类份额与预测销量同时下降，核查原因
CYPROHEPTADINUM,True,7128.0,8136.095889977569,0.0,17122.64254273141,0.1414275939923637,0.0002386158142006,0.0310385469356134,0.0,Market-led Growth,False,销量增长且同类份额变化不超过0.2个百分点
LIDOCAINUM+MATRICARIA CHAMOMILLA,True,7124.469999999999,4561.971967116946,0.0,13544.068211665928,-0.3596756015371043,0.0005039477914468,0.0349827310932186,0.0,Market-led Growth,False,销量增长且同类份额变化不超过0.2个百分点
UNKNOWN_SKU_448035,False,7119.609999999999,7323.527543899364,0.0,16299.49659754874,0.0286416733359502,,,,Data Review,False,补齐INN后再形成分子级商业建议
UNKNOWN_SKU_126053,False,6962.1,6677.04798048213,0.0,15454.438054996372,-0.0409433963197699,,,,Data Review,False,补齐INN后再形成分子级商业建议
UNKNOWN_SKU_408131,False,6960.900000000001,3130.185614891921,392.2308850833556,5035.089064727523,-0.5503188359419154,,,,Data Review,False,补齐INN后再形成分子级商业建议
UNKNOWN_SKU_33849,False,6876.119999999999,5949.036464424336,0.0,14618.028211048037,-0.1348265497948935,,,,Data Review,False,补齐INN后再形成分子级商业建议
CHYMOTRYPSINUM,True,6831.7300000000005,6051.362082438675,0.0,14664.389630701582,-0.1142269846087777,,,,Monitor,False,跨多个ATC3或不足3个同类INN，竞争份额不适用
UNKNOWN_SKU_66541,False,6773.669999999999,6129.916032431619,0.0,14669.745082005007,-0.095037692649388,,,,Data Review,False,补齐INN后再形成分子级商业建议
FLUOCINOLONI ACETONIDUM+NEOMYCINUM,True,6759.48,6377.4800203442055,0.0,14899.419185377388,-0.0565132199009086,-0.0009976169280983,0.034860375238264,0.0,At Risk,False,同类份额与预测销量同时下降，核查原因
UNKNOWN_SKU_10596,False,6755.880000000001,10266.805641588728,0.0,18784.20614669628,0.5196844292066654,,,,Data Review,False,补齐INN后再形成分子级商业建议
UNKNOWN_SKU_189173,False,6753.540000000001,1357.236924714487,0.0,9871.687300870375,-0.7990332588961513,,,,Data Review,False,补齐INN后再形成分子级商业建议
PHENYLBUTAZONUM,True,6748.58,6837.36559447129,0.0,15345.56270584075,0.0131561890755225,1.6587354432584826e-05,0.0306332627512781,0.0,Market-led Growth,False,销量增长且同类份额变化不超过0.2个百分点
ACIDUM MYCOPHENOLICUM,True,6713.370000000001,8025.922533815172,0.0,16489.729029634203,0.1955132122637619,0.0141746625571196,0.3541188000928487,0.0,Monitor,False,常规跟踪销量与生命周期信号
UNKNOWN_SKU_95263,False,6684.85,3142.8722825399477,513.4972483402335,4972.232541505529,-0.5298514876863434,,,,Data Review,False,补齐INN后再形成分子级商业建议
UNKNOWN_SKU_168103,False,6658.370000000001,9867.193940887902,0.0,18261.65979895421,0.4819233447357087,,,,Data Review,False,补齐INN后再形成分子级商业建议
UNKNOWN_SKU_12156,False,6635.03,3922.758006992836,1312.978844683117,5738.484642451284,-0.4087806676092141,,,,Data Review,False,补齐INN后再形成分子级商业建议
PHENOBARBITALUM,True,6616.99,6285.909844722448,0.0,14628.20632842133,-0.0500348580362902,0.0005062293099703,0.0383424833599482,0.0,Market-led Growth,False,销量增长且同类份额变化不超过0.2个百分点
LEVODOPUM+CARBIDOPUM+ENTACAPONUM,True,6598.62,6672.888202967461,0.0,14992.024913656933,0.0112551113668406,-0.008795070799113,0.3387755937405446,0.0,Monitor,False,常规跟踪销量与生命周期信号
UNKNOWN_SKU_13957,False,6596.089999999999,2447.1771389516853,0.0,10763.124180304529,-0.628995793121124,,,,Data Review,False,补齐INN后再形成分子级商业建议
UNKNOWN_SKU_66534,False,6586.34,4747.351146039586,0.0,13051.005983427174,-0.2792125602323011,,,,Data Review,False,补齐INN后再形成分子级商业建议
HUMULUS LUPULUS*&+VALERIANA OFFICINALIS*&,True,6569.85,5809.27471933573,0.0,14092.139972786184,-0.1157675259959162,7.507939282166563e-05,0.0401799851777615,0.0,Monitor,False,常规跟踪销量与生命周期信号
TIAPRIDUM,True,6512.400000000001,6313.2452863139415,0.0,14523.681091784496,-0.0305808478726827,0.0032352613169818,0.1010749515253524,0.0,Monitor,False,常规跟踪销量与生命周期信号
DOXORUBICINUM,True,6496.789999999999,4299.093645667486,0.0,12489.849317404947,-0.3382741868418886,-0.0890329560418269,0.3671574777907885,0.0,At Risk,False,同类份额与预测销量同时下降，核查原因
ACHILLEA MILLEFOLIUM+CALENDULA+MATRICARIA CHAMOMILLA+MENTHA PIPERITA+TANACETUM VULG.,True,6411.19,3236.077994013518,0.0,11318.914418630366,-0.4952453454017869,-0.0004400720984322,0.0322179520186819,0.0,At Risk,False,同类份额与预测销量同时下降，核查原因
UNKNOWN_SKU_84642,False,6401.019999999999,5468.984791979452,0.0,13538.999502306386,-0.1456072950905553,,,,Data Review,False,补齐INN后再形成分子级商业建议
UNKNOWN_SKU_83098,False,6380.23,8875.053897034064,0.0,16918.857846290466,0.3910241318940013,,,,Data Review,False,补齐INN后再形成分子级商业建议
LATANOPROSTENUM BUNOD,True,6375.1900000000005,768.9354014173396,0.0,8806.385226777857,-0.879386276892557,0.0010530875661799,0.2302040164161311,0.0,Market-led Growth,False,销量增长且同类份额变化不超过0.2个百分点
UNKNOWN_SKU_501788,False,6316.22,5681.964023856166,0.0,13645.068078157074,-0.1004170177960606,,,,Data Review,False,补齐INN后再形成分子级商业建议
UNKNOWN_SKU_193452,False,6236.17,5028.246688206355,0.0,12890.428596105334,-0.1936963411506813,,,,Data Review,False,补齐INN后再形成分子级商业建议
UNKNOWN_SKU_5471,False,6226.92,7253.565551472448,0.0,15104.085624840283,0.1648721280299807,,,,Data Review,False,补齐INN后再形成分子级商业建议
UNKNOWN_SKU_-173007,False,6172.33,8058.126784743078,0.0,15839.82312329416,0.3055242971038616,,,,Data Review,True,补齐INN后再形成分子级商业建议
CHLORZOXAZONE+DICLOFENACUM+PARACETAMOLUM,True,6117.18,13852.884662407254,0.0,21565.05125237537,1.264586731534343,0.0004088357717174,0.0463755633426653,0.0,Market-led Growth,True,销量增长且同类份额变化不超过0.2个百分点
CAMPHORA*+EUCALYPTUS VIMINALIS*&+LEVOMENTHOLUM+PINUS SILVESTRIS*&,True,6090.349999999999,583.251488182088,0.0,8261.592454315554,-0.9042335024781682,-0.0009786003214606,0.035886318417248,0.0,At Risk,False,同类份额与预测销量同时下降，核查原因
UNKNOWN_SKU_175505,False,6057.77,9582.068853579034,0.0,17219.33494738552,0.5817815555194459,,,,Data Review,False,补齐INN后再形成分子级商业建议
UNKNOWN_SKU_88076,False,5987.219999999999,5451.176508491815,0.0,12999.49747514457,-0.0895312835519964,,,,Data Review,False,补齐INN后再形成分子级商业建议
UNKNOWN_SKU_26526,False,5950.09,5635.585896097782,0.0,13137.095628573104,-0.0528570330704607,,,,Data Review,False,补齐INN后再形成分子级商业建议
UNKNOWN_SKU_366063,False,5893.389999999999,3399.792312618301,0.0,10829.8181512649,-0.4231177110935639,,,,Data Review,False,补齐INN后再形成分子级商业建议
UNKNOWN_SKU_404672,False,5873.35,6616.66331613782,0.0,14021.42394786506,0.1265569591694382,,,,Data Review,True,补齐INN后再形成分子级商业建议
PARECOXIBUM,True,5842.85,3249.3087047033014,0.0,10615.616800949483,-0.4438829159223151,-0.0023400039625211,0.0680818818506592,0.0,At Risk,False,同类份额与预测销量同时下降，核查原因
PROMESTRIENUM,True,5841.889999999999,10854.510155201437,0.0,18219.607942134116,0.8580476789534612,0.0318125507411619,0.3419686581156659,0.0,Monitor,True,常规跟踪销量与生命周期信号
ACIDUM GADOTERICUM,True,5811.93,6977.1720148432505,0.0,14304.498065283717,0.2004914055818376,-0.1576200520646327,0.3232057945501711,0.0,Monitor,False,常规跟踪销量与生命周期信号
AZATHIOPRINUM,True,5783.110000000001,6954.039126482456,0.0,14245.03068274049,0.2024739502590224,0.0045006126379722,0.2597405944836023,0.0,Monitor,False,常规跟踪销量与生命周期信号
UNKNOWN_SKU_501110,False,5735.92,9093.75249436514,0.0,16325.249783431327,0.5854043456612259,,,,Data Review,True,补齐INN后再形成分子级商业建议
CHORIOGONADOTROPINUM ALFA,True,5705.619999999999,4387.900268292632,0.0,11581.197169651408,-0.2309511905292268,-0.0677282933774526,0.5863193003767433,0.0,At Risk,False,同类份额与预测销量同时下降，核查原因
SERENOA REPENS*&,True,5654.77,6492.728474740828,0.0,13621.916804650034,0.1481861286561308,0.0004158278440273,0.2922269221012651,0.0,Monitor,False,常规跟踪销量与生命周期信号
STROPHANTINUM*,True,5627.27,4089.147980205916,0.0,11183.66599123876,-0.2733336093334929,-0.0008295400989854,0.0759245418329761,0.0,At Risk,False,同类份额与预测销量同时下降，核查原因
UNKNOWN_SKU_122221,False,5570.73,3205.666809955099,0.0,10228.902645378132,-0.42455175354844,,,,Data Review,False,补齐INN后再形成分子级商业建议
FLADEXANUM*,True,5566.910000000001,4353.090352338651,0.0,11371.510165285044,-0.2180419025386344,-0.0002059698354177,0.0597295701865936,0.0,At Risk,False,同类份额与预测销量同时下降，核查原因
UNKNOWN_SKU_8788,False,5561.620000000001,6028.424775157635,0.0,13040.175279491084,0.0839332380057671,,,,Data Review,False,补齐INN后再形成分子级商业建议
UNKNOWN_SKU_98804,False,5557.579999999999,4207.004610586748,0.0,11213.661729892538,-0.2430150154227652,,,,Data Review,False,补齐INN后再形成分子级商业建议
LACOSAMIDUM,True,5507.9400000000005,10083.10778445665,0.0,17027.181826343432,0.8306495322128871,0.0053448944046083,0.2348833540725979,0.0,Monitor,False,常规跟踪销量与生命周期信号
UNKNOWN_SKU_44979,False,5493.58,5279.684017072563,0.0,12205.653848811542,-0.0389356272098407,,,,Data Review,False,补齐INN后再形成分子级商业建议
TINIDAZOLUM,True,5456.12,0.0,0.0,1493.1089098704224,-1.0,-0.0133922908526068,0.1766709742756673,0.0,At Risk,False,同类份额与预测销量同时下降，核查原因
LOMEFLOXACINUM,True,5434.81,2948.806739005156,0.0,9800.682947458172,-0.4574222946146864,-0.0010339344555152,0.0310835442984636,0.0,At Risk,False,同类份额与预测销量同时下降，核查原因
UNKNOWN_SKU_31450,False,5360.65,4718.044181295386,0.0,11476.423995280356,-0.1198746082479949,,,,Data Review,False,补齐INN后再形成分子级商业建议
UNKNOWN_SKU_67585,False,5355.48,3843.004258596148,0.0,10594.866052632362,-0.2824164671334505,,,,Data Review,False,补齐INN后再形成分子级商业建议
CITALOPRAM,True,5339.969999999999,5730.837370483201,0.0,12463.145104673144,0.0731965480111689,-0.0001616268659562,0.0430723541819643,0.0,Market-led Growth,False,销量增长且同类份额变化不超过0.2个百分点
SITAGLIPTINUM,True,5293.25,5734.970042641074,0.0,12408.376056907244,0.0834496845305008,-0.0105270786167847,0.2077662412776341,0.0,Monitor,False,常规跟踪销量与生命周期信号
UNKNOWN_SKU_448034,False,5270.910000000001,5131.652755130219,0.0,11776.8938630801,-0.0264199625624004,,,,Data Review,False,补齐INN后再形成分子级商业建议
GATIFLOXACINUM,True,5234.52,2138.9579990178822,80.04625020989306,3571.4243763876843,-0.591374567483192,-0.0007754771829472,0.0618831416272171,0.0,At Risk,False,同类份额与预测销量同时下降，核查原因
UNKNOWN_SKU_-484753,False,5175.46,22352.0662984096,0.0,28876.969881386787,3.318855966118877,,,,Data Review,True,补齐INN后再形成分子级商业建议
LANATOSIDUM C,True,5116.830000000001,4846.970271399986,0.0,11297.956734532763,-0.0527396314905938,-0.0006558488117893,0.0590376775370128,0.0,At Risk,False,同类份额与预测销量同时下降，核查原因
UNKNOWN_SKU_554423,False,5111.73,13425.053626778805,0.0,19869.6103216836,1.6263229135300192,,,,Data Review,True,补齐INN后再形成分子级商业建议
HYMECROMONUM,True,5080.139999999999,25251.627362793784,0.0,31656.35731685115,3.9706558013743294,0.0015733042160325,0.5242918574938724,0.0,Emerging Opportunity,True,机会概率位于前20%，份额上升且规模尚未进入前25%，先验证增长驱动
PIPERACILLINUM+TASOBACTAMUM,True,5069.419999999999,859.5136401281193,0.0,2246.799141523857,-0.8304512863151762,-0.0077054459071269,0.0671666687190304,0.0,At Risk,False,同类份额与预测销量同时下降，核查原因
