INN,market_level,market,peer_share,opportunity_probability,predicted_share_change_6m
GEMTUZUMABUM,ATC4,L01F X Other monoclonal antibodies and antibody drug conjugates,0.8474576271186441,0.3684707011191493,0
GENTAMICINUM+METHOXAN+TRYPTOPHANUM+ZINCI SULFAS*,ATC4,"D06C ANTIBIOTICS AND CHEMOTERAPEUTICS, COMBINATIONS",0.2596976761915892,0.5648577971346678,0
GENTAMICINUM+TRYPTOPHANUM+ZINCI SULFAS*,ATC4,"D06C ANTIBIOTICS AND CHEMOTERAPEUTICS, COMBINATIONS",0.08747276305535862,0.5101418403526565,0
GENTIANA LUTEA&+PRIMULA&+RUMEX CONFERTUS&+SAMBUCUS NIGRA*&+VERBENA OFFICINALIS&,ATC4,R05X OTHER COLD PREPARATIONS,0.37302829250360675,0.3052320521034838,0
GIDAZEPAMUM*,ATC4,N05B A Benzodiazepine derivatives,0.9829443821799028,0.21482374899629825,0
GINKGO BILOBA*&,ATC3,N06D ANTI-DEMENTIA DRUGS,0.26691789749082157,0.5340769444408754,0
GINKGO BILOBA*&+HEPTAMINOL+TROXERUTINUM,ATC4,C05C A Bioflavonoids,0.004480103536594796,0.05376721156393398,0
GLATIRAMERI ACETAS*,ATC4,L03A X Other immunostimulants,0.00022391794385886616,0.04834363537793916,0
GLAUCINUM*,ATC4,R05D B Other cough suppressants,0.09332481491431478,0.6166465196996066,0
GLIBENCLAMIDUM,ATC4,A10B B Sulfonylureas,0.042058865039962715,0.4070903926103849,0
GLIBENCLAMIDUM+METFORMINUM,ATC4,A10B D Combinations of oral blood glucose lowering drugs,0.16426641815202978,0.5068499180305569,0
GLICLAZIDUM,ATC4,A10B B Sulfonylureas,0.6466719977091147,0.2526658514349772,0
GLICLAZIDUM+METFORMINUM,ATC4,A10B D Combinations of oral blood glucose lowering drugs,0.0,0.011245262650732028,0
GLIMEPIRIDUM,ATC4,A10B B Sulfonylureas,0.3064585915457636,0.4236998740899244,0
GLIMEPIRIDUM+METFORMINUM,ATC4,A10B D Combinations of oral blood glucose lowering drugs,0.15881329070173344,0.32946969296524226,0
GLIMEPIRIDUM+METFORMINUM+PIOGLITAZONUM,ATC4,A10B D Combinations of oral blood glucose lowering drugs,0.0,0.011245262650732028,0
GLIPIZIDUM+METFORMINUM,ATC4,A10B D Combinations of oral blood glucose lowering drugs,0.0,0.01117466334103639,0
GLIQUIDONUM,ATC4,A10B B Sulfonylureas,0.004810545705159051,0.0339834879896119,0
GLUCOSAMINILMURAMILPENTAPEPTIDUM*,ATC4,L03A X Other immunostimulants,0.017857011236817502,0.41646411337886474,0
GLUCOSAMINUM,ATC4,"M01A X Other antiinflammatory and antirheumatic agents, non-steroids",0.027111370709348884,0.38940604758980263,0
GLUTATHIONUM*,ATC4,V03A B Antidotes,0.08245284934300255,0.28953718599864214,0
GLUTOXIMUM*,ATC4,L03A X Other immunostimulants,0.0018205723403644245,0.5204267071787289,0
GLYCEROLUM+IODUM*+KALII IODIDUM*,ATC4,R02A A Antiseptics,4.347323407991549e-05,0.029888935208575763,0
GLYCINUM,ATC4,N07X X Other nervous system drugs,0.35665097306624294,0.23926085393148505,0
GLYCOPYRRONII BROMIDUM+INDACATEROLUM,ATC4,R03A L Adrenergics in combinations with anticholinergics incl. triple combinations with corticosteroids,0.0,0.011783119282401866,0
GLYCYRRHIZA GLABRA/URALENSIS*&,ATC4,R05C A Expectorants,0.022300677839012982,0.3425179711976626,0
GOLIMUMABUM,ATC4,L04A B Tumor necrosis factor alpha inhibitors,0.010514525220407574,0.37912785189847525,0
GONADOTROPINUM CHORIONICUM,ATC4,G03G A Gonadotropins,0.0,0.040511678186204034,0
GOSERELINUM,ATC4,L02A E Gonadotropin releasing hormone analogues,0.5136778802676795,0.4085340218564617,0
GUAIFENESINUM,ATC4,R05C A Expectorants,0.0,0.01023078956264705,0
GUANFACINUM,ATC4,C02A C Imidazoline receptor agonists,0.0,0.01038264913315479,0
HALOPERIDOLUM,ATC3,N05A ANTIPSYCHOTICS,0.028664417263727347,0.3435867771913107,0
HARPAGOPHYTUM PROCUMBENS*,ATC4,M09A X Other drugs for disorders of the musculo-skeletal system,0.009736208190637856,0.2434174069053486,0
HEDERA HELIX*&,ATC4,R05C A Expectorants,0.17574346693465875,0.5663110619832543,0
HEDERA HELIX*&+THYMUS SERPYLLUM*&,ATC4,R05X OTHER COLD PREPARATIONS,0.01668644994434025,0.38995369375208316,0
HELICHRYSUM ARENARIUM*&,ATC4,A05A X Other drugs for bile therapy,0.04992631882171296,0.2816659867050348,0
HEPARINUM NATRICUM+POLIDOCANOLUM+PREDNISOLONUM,ATC4,C05A X Other agents for treatment of hemorrhoids and anal fissures for topical use,0.2658194301919194,0.49936612906836625,0
HERBA MELISSAE,ATC4,N05C M Other hypnotics and sedatives,0.008114944932649502,0.07553691608232313,0
HERBA MELISSAE+PASSIFLORA INCARNATA*+VALERIANA OFFICINALIS*&,ATC4,N05C M Other hypnotics and sedatives,0.018505802106499287,0.19355739378530074,0
HEXESTROLUM,ATC3,G03C ESTROGENS,0.0,0.010576042175071364,0
HEXOPRENALINUM,ATC3,G02C OTHER GYNECOLOGICALS,0.0039454157677206725,0.034975451615234965,0
HIDROSMIN,ATC4,C05C A Bioflavonoids,0.0064489827366755945,0.044600543196733046,0
HUMULUS LUPULUS*&+MENTHA PIPERITA+MENYANTHES TRIFOLIATA&+VALERIANA OFFICINALIS*&,ATC4,N05C M Other hypnotics and sedatives,0.00014473391460123912,0.030049910763296314,0
HUMULUS LUPULUS*&+VALERIANA OFFICINALIS*&,ATC4,N05C M Other hypnotics and sedatives,0.0006063684484027307,0.04017998517776157,0
HYALURONIDASUM,ATC4,B06A A Enzymes,0.21189646129639342,0.3737786433466546,0
HYALURONIDASUM+PERTUZUMABUM+TRASTUZUMABUM,ATC3,L01X OTHER ANTINEOPLASTIC AGENTS,0.0,0.14010011728625812,0
HYDROCHLOROTHIAZIDUM+IRBESARTANUM,ATC4,C09D A Angiotensin II receptor blockers (ARBs) and diuretics,0.03406432594518605,0.1855691501912028,0
HYDROCHLOROTHIAZIDUM+LISINOPRILUM,ATC4,"C09B A ACE inhibitors, and diuretics",0.15651611448253241,0.3914657704857241,0
HYDROCHLOROTHIAZIDUM+LOSARTANUM,ATC4,C09D A Angiotensin II receptor blockers (ARBs) and diuretics,0.06566874633639856,0.26135416760560337,0
HYDROCHLOROTHIAZIDUM+OLMESARTANUM MEDOXOMILUM,ATC4,C09D A Angiotensin II receptor blockers (ARBs) and diuretics,0.005339197722654284,0.07247332376549219,0
HYDROCHLOROTHIAZIDUM+QUINAPRILUM,ATC4,"C09B A ACE inhibitors, and diuretics",0.0,0.039615260148462055,0
HYDROCHLOROTHIAZIDUM+RAMIPRILUM,ATC4,"C09B A ACE inhibitors, and diuretics",0.014562645953903948,0.10942149989182784,0
HYDROCHLOROTHIAZIDUM+TELMISARTANUM,ATC4,C09D A Angiotensin II receptor blockers (ARBs) and diuretics,0.05827684615153874,0.3457195957602472,0
HYDROCHLOROTHIAZIDUM+VALSARTANUM,ATC4,C09D A Angiotensin II receptor blockers (ARBs) and diuretics,0.735889892155315,0.3238317576076349,0
HYDROCHLOROTHIAZIDUM+ZOFENOPRILUM,ATC4,"C09B A ACE inhibitors, and diuretics",0.00024283996032396885,0.030357163891873644,0
HYDROCORTISONUM+NATAMYCINUM+NEOMYCINUM,ATC3,"D07C CORTICOSTEROIDS, COBBINATION WITH ANTIBIOTICS",0.04534202089509174,0.20873311387500892,0
HYDROCORTISONUM+OXYTETRACYCLINUM,ATC3,"D07C CORTICOSTEROIDS, COBBINATION WITH ANTIBIOTICS",0.0774980633489443,0.31445270065238007,0
HYDROCORTISONUM+ZINCI SULFAS*,ATC3,C05A AGENTS FOR TREATMENT OF HEMORRHOIDS AND ANAL FISSURES FOR TOPICAL USE,0.05083877395387662,0.22786619384063317,0
HYDROGENII PEROXIDUM*,ATC4,D08A X Other antiseptics and disinfectants,0.293109379164212,0.6916537579704811,0
HYDROTALCITUM+MAGNESII HYDROXIDE*,ATC4,"A02A D Combinations and complexes of aluminium, calcium and magnesium compounds",0.0074044282175272525,0.10381194996743816,0
HYDROXYCARBAMIDUM,ATC4,L01X X Other antineoplastic agents,0.8662415037341612,0.5041002544510337,0
HYDROXYCHLOROQUINUM,ATC3,P01B ANTIMALARIAS,1.0,0.19240597749974608,0
HYDROXYETHYLAMYLUM*,ATC4,B05A A Plasma substitutes and plasma protein fractions,0.07499949165906665,0.42246285031337893,0
HYDROXYETHYLAMYLUM*+NATRII CHLORIDUM*,ATC4,B05A A Plasma substitutes and plasma protein fractions,0.008135714226542325,0.3353367570580984,0
HYDROXYPROGESTERONI CAPROAS,ATC3,G03D PROGESTOGENS,0.008250190534243376,0.05401400502784781,0
HYDROXYZINUM,ATC3,N05B ANXIOLYTICS,0.07667544090216487,0.48911531020320836,0
HYMECROMONUM,ATC4,A05A X Other drugs for bile therapy,0.006344993784133097,0.5242918574938724,0
HYPERICUM PERFORATUM*&+VALERIANA OFFICINALIS*&,ATC4,N05C M Other hypnotics and sedatives,0.0014691063650109722,0.02981685459429092,0
HYPERICUM PERFORATUM/QUADRANGULUM*&+ELEUTHEROCOCCUS SENTICOSUS*&+ECHINACEA PURPUREA/ANGUSTIFOLIA*&,ATC4,L03A X Other immunostimulants,0.0,0.022293120487691786,0
HYPERICUM PERFORATUM/QUADRANGULUM*&+MATRICARIA CHAMOMILLA*&+HELICHRYSUM ARENARIUM*&,ATC4,A16A X Various alimentary tract and metabolism products,0.00271855529825152,0.03496393712720928,0
HYPROMELLOSUM,ATC4,S01X A Other ophthalmologicals,0.006198767351171396,0.033659460475816604,0
IBRUTINIBUM,ATC3,L01E PROTEIN KINASE INHIBITORS,0.0,0.01694691228177322,0
IBUPROFENUM+LEVOMENTHOLUM,ATC3,M02A TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,0.032605401206121244,0.21606538665667513,0
IBUPROFENUM+PARACETAMOLUM,ATC4,M01A E Propionic acid derivatives,0.01690176864745905,0.2489901139193469,0
IBUPROFENUM+PHENYLEPHRINUM,ATC4,M01A E Propionic acid derivatives,0.007606809839737756,0.08450215245722123,0
ICHTHYOLUM*+ATROPA BELLADONNA*&,ATC4,C05A X Other agents for treatment of hemorrhoids and anal fissures for topical use,0.01183147787015741,0.046670274350919874,0
IDARUBICINUM,ATC4,L01D B Anthracyclines and related substances,0.0,0.2868246767860502,0
IDARUCIZUMABUM,ATC4,V03A B Antidotes,0.0,0.013004593191276014,0
IFOSFAMIDUM,ATC4,L01A A Nitrogen mustard analogues,0.02610013388456502,0.42116256397005236,0
ILOPROSTUM,ATC4,B01A C Platelet aggregation inhibitors excl. heparin,6.364898758840436e-05,0.04656734285649231,0
IMATINIBUM,ATC3,L01E PROTEIN KINASE INHIBITORS,0.3559527941686914,0.5632313091195501,0
IMIPENEMUM+CILASTATINUM,ATC4,J01D H Carbapenems,0.1552731502069579,0.3291521796530741,0
IMIPRAMINUM,ATC4,N06A A Non-selective monoamine reuptake inhibitors,0.012230305411552185,0.284008372525038,0
IMIQUIMODUM,ATC4,D06B B Antivirals,0.0052462043209841455,0.06644307918992715,0
INDACATEROLUM,ATC4,R03A C Selective beta-2-adrenoceptor agonists,0.0,0.01234888315903238,0
INDAPAMIDUM,ATC4,"C03B A Sulfonamides, plain",0.912995615129062,0.25761417634148376,0
INDAPAMIDUM+PERINDOPRILUM,ATC4,"C09B A ACE inhibitors, and diuretics",0.2522771640228996,0.4255160780874089,0
INDAPAMIDUM+PERINDOPRILUM+ROSUVASTATINUM,ATC4,C10B X Lipid modifying agents in combination with other drugs,0.2329917531411465,0.45051318297692144,0
INDOMETACINUM+TROXERUTINUM,ATC4,C05C A Bioflavonoids,0.026461444914024135,0.1755488362881169,0
INFLIXIMABUM,ATC4,L04A B Tumor necrosis factor alpha inhibitors,0.0,0.03018388805624721,0
INOSINUM,ATC4,C01E B Other cardiac preparations,0.056131849993067105,0.24156615852590918,0
INOSINUM PRANOBEX*,ATC4,J05A X Other antivirals,0.4450612591362982,0.353772352234605,0
INSULINUM ASPARTUM,ATC3,A10A INSULINS AND ANALOGUES,0.09192454629788786,0.3848154123530993,0
INSULINUM ASPARTUM+INSULINUM DEGLUDECUM,ATC4,"A10A D Insulins and analogues for injection, intermediate- or long-acting combined with fast-acting",0.045014828140687954,0.26222258623931255,0
INSULINUM DEGLUDECUM,ATC4,"A10A E Insulin and analogues for injection, long-acting",0.17021925400328927,0.4051081574817797,0
INSULINUM DEGLUDECUM+LIRAGLUTIDUM,ATC4,"A10A E Insulin and analogues for injection, long-acting",0.051586600158628565,0.26870867605282384,0
INSULINUM DETEMIRUM,ATC4,"A10A E Insulin and analogues for injection, long-acting",0.04817502322279722,0.41650821618834966,0
INSULINUM GLARGINUM,ATC4,"A10A E Insulin and analogues for injection, long-acting",0.5670199192282592,0.39639198143102,0
INSULINUM GLARGINUM+LIXISENATIDUM,ATC4,"A10A E Insulin and analogues for injection, long-acting",0.16299920338702573,0.46883605395076755,0
INSULINUM GLULISINUM,ATC4,"A10A B Insulins and analogues for injection, fast-acting",0.1834957679495992,0.34978744524368494,0
INSULINUM HUMANUM,ATC3,A10A INSULINS AND ANALOGUES,0.5848292476041131,0.46917506775502144,0
INSULINUM LISPRUM,ATC3,A10A INSULINS AND ANALOGUES,0.0,0.028301428759760088,0
INTERFERONUM BETA,ATC4,L03A B Interferons,1.3510115238212501e-05,0.059277430800623386,0
INULA HELENIUM*&,ATC4,R05C A Expectorants,0.00490754714540959,0.05994510209402908,0
IODIXANOLUM,ATC4,"V08A B Watersoluble, nephrotropic, low-osmolar X-ray contrast media",0.0,0.0135914567246229,0
IODUM*+KALII IODIDUM*,ATC4,R02A A Antiseptics,0.017817597445751055,0.2865485794383367,0
IOHEXOLUM,ATC4,"V08A B Watersoluble, nephrotropic, low-osmolar X-ray contrast media",0.4882596481722507,0.3345297382529923,0
IOPAMIDOLUM,ATC4,"V08A B Watersoluble, nephrotropic, low-osmolar X-ray contrast media",0.0,0.019493013987757612,0
IOPROMIDUM,ATC4,"V08A B Watersoluble, nephrotropic, low-osmolar X-ray contrast media",0.5117403518277494,0.4924621807609956,0
IPIDACRINUM+PHENIBUTUM*,ATC4,N06B X Other psychostimulants and nootropics,0.0,0.019428091413168685,0
IPRATROPII BROMIDUM,ATC3,"R03B OTHER ANTI-ASTHMATICS, INHALANTS",0.022890743776898564,0.40236616518277324,0
IPRATROPII BROMIDUM+FENOTEROLUM,ATC4,R03A L Adrenergics in combinations with anticholinergics incl. triple combinations with corticosteroids,0.9751078837426772,0.3139654881546018,0
IPRATROPII BROMIDUM+SALBUTAMOLUM,ATC4,R03A L Adrenergics in combinations with anticholinergics incl. triple combinations with corticosteroids,8.22127344577808e-05,0.09064072584894335,0
IPRATROPII BROMIDUM+XYLOMETAZOLINUM,ATC4,"R01A B Sympathomimetics, combinations excl. corticosteroids",0.0410094621413795,0.29570736098752365,0
IRBESARTANUM,ATC4,"C09C A Angiotensin II receptor blockers (ARBs), plain",0.017473648949994643,0.10975219977002858,0
IRINOTECAN,ATC3,L01C PLANT ALKALOIDS AND OTHER NATURAL PRODUCTS,0.06303718943531796,0.463635991981014,0
IRON COMPLEX DEXTRAN*,ATC3,B03A IRON PREPARATIONS,0.03419757459179844,0.24857705108166508,0
ISOCONAZOLUM,ATC4,D01A C Imidazole and triazole derivatives,0.0,0.010041115070137623,0
ISOFLURANUM,ATC3,"N01A ANESTHETICS, GENERAL",0.0,0.01994735650209184,0
ISONIAZIDUM,ATC3,J04A DRUGS FOR TREATMENT OF TUBERCULOSIS,0.25246413183276595,0.5831170402172728,0
ISOSORBIDI DINITRATE,ATC4,C01D A Organic nitrates,0.3160424660803005,0.4886822947694582,0
ISOSORBIDI MONONITRAS,ATC4,C01D A Organic nitrates,0.08925095264958172,0.4946258837324066,0
ISOXSUPRINUM,ATC3,C04A PERIPHERAL VASODILATORS,0.02274404610065534,0.17073237095374727,0
ITOPRIDUM,ATC4,A03F A Propulsives,0.16557609304384516,0.42734690682801857,0
ITRACONAZOLUM,ATC4,J02A C Triazole and tetrazole derivatives,0.09654962594242554,0.5574013134869755,0
IVABRADINUM,ATC4,C01E B Other cardiac preparations,0.016673636643073968,0.14539830875638413,0
IVERMECTINUM,ATC4,D11A X Other dermatologicals,0.055625745798597005,0.41307459948688047,0
JOSAMYCINUM,ATC4,J01F A Macrolides,0.0,0.01296066086371151,0
KALII CHLORIDUM*+CALCII CHLORIDUM*+NATRII CHLORIDUM*,ATC4,B05B B Solutions affecting the electrolyte balance,0.17482630112465136,0.3172544848710164,0
KALII CHLORIDUM*+CALCII CHLORIDUM*+NATRII LACTAS*+NATRII CHLORIDUM*,ATC4,B05B B Solutions affecting the electrolyte balance,0.008086870836384501,0.04826692183497714,0
KALII CHLORIDUM*+MACROGOLUM+NATRII CHLORIDUM*+NATRII HYDROCARBONAS*,ATC4,A06A D Osmotically acting laxatives,0.0013326883911874354,0.2199389238694107,0
KALII CHLORIDUM*+MACROGOLUM+NATRII CHLORIDUM*+NATRII HYDROCARBONAS*+NATRII SULFAS*,ATC4,A06A D Osmotically acting laxatives,0.06690505912808171,0.42260392841235617,0
KALII CHLORIDUM*+MAGNESII CHLORIDUM*+NATRII ACETAS*+NATRII CHLORIDUM*+SODIUM GLUCONATE,ATC4,B05B B Solutions affecting the electrolyte balance,0.003840477960309376,0.03469602380952209,0
KALII CHLORIDUM*+NATRII ACETAS*+NATRII CHLORIDUM*,ATC4,B05B B Solutions affecting the electrolyte balance,0.0,0.04993425412148178,0
KALII CHLORIDUM*+NATRII HYDROCARBONAS*+NATRII CHLORIDUM*,ATC4,B05B B Solutions affecting the electrolyte balance,0.023064726874590064,0.16370858836108418,0
KALII CHLORIDUM*+NATRII LACTAS*+NATRII CHLORIDUM*,ATC4,B05B B Solutions affecting the electrolyte balance,0.000378571007345983,0.030759555289129725,0
KALII PERMANGANAS*,ATC4,D08A X Other antiseptics and disinfectants,1.099034869111241e-06,0.05004766266175704,0
KALIUM BROMIDUM*+THYMUS SERPYLLUM*&,ATC4,R05C A Expectorants,0.10443877022469193,0.2674111777132604,0
KANAMYCINUM,ATC4,J01G B Other aminoglycosides,0.0,0.1612581829147652,0
KETAMINUM,ATC4,N01A X Other general anesthetics,0.0668437741023224,0.29730655997679023,0
KETOCONAZOLUM+PYRITHIONUM ZINCUM,ATC3,D11A OTHER DERMATOLOGICAL PREPARATIONS,0.11510388590027486,0.3346112440747565,0
L-LYSINI AESCINAS*,ATC4,C05C X Other capillary stabilizing agents,0.209917697875801,0.4812647294882035,0
LACOSAMIDUM,ATC4,N03A X Other antiepileptics,0.012434753734576774,0.23488335407259794,0
LACTULOSUM,ATC4,A06A D Osmotically acting laxatives,0.4216258968777433,0.2569554177663875,0
LAMINARIA*,ATC3,A06A DRUG FOR CONSTIPATION,0.0025731781724937603,0.034848382503823286,0
LAMIVUDINUM,ATC4,J05A F Nucleoside and nucleotide reverse transcriptase inhibitors,0.1157194949520006,0.2879534950731425,0
LAMOTRIGINUM,ATC4,N03A X Other antiepileptics,0.5790856614118705,0.4150722507276248,0
LANATOSIDUM C,ATC3,C01A CARDIAC GLYCOSIDES,0.010942536625495125,0.05903767753701282,0
LANREOTIDUM,ATC3,H01C HYPOTALAMIC HORMONES,0.003501700651120422,0.06710530741686235,0
LANSOPRAZOLUM,ATC4,A02B C Proton pump inhibitors,0.003944078830085307,0.05186116991262422,0
LAPATINIB,ATC3,L01E PROTEIN KINASE INHIBITORS,0.0966967488140692,0.4294868234258053,0
LARIX DECIDUA*+PINUS SILVESTRIS*&,ATC4,D08A X Other antiseptics and disinfectants,0.0001149641590991247,0.0393220062273683,0
LATANOPROSTENUM BUNOD,ATC4,S01E E Prostaglandin analogues,0.0,0.2302040164161311,0
LATANOPROSTUM,ATC4,S01E E Prostaglandin analogues,0.6773032643912722,0.39874022939718734,0
LATANOPROSTUM+TIMOLOLUM,ATC4,S01E D Beta blocking agents,0.032353585276726944,0.20943469358825145,0
LECITHIN*,ATC4,A16A X Various alimentary tract and metabolism products,0.003684233419413038,0.06011073561309243,0
LEDUM PALUSTRE*&,ATC4,R05C A Expectorants,0.001114946107348503,0.033845435948146305,0
LEDUM+MENTHA+CALENDULA+MATRICARIA+GLYCYRRHIZA+VIOLA*&,ATC4,R05C A Expectorants,0.0023128690787486777,0.03882319965531645,0
LEFLUNOMIDUM,ATC4,L04A A Selective immunosuppressants,0.7743349386274274,0.43163711205019695,0
LENALIDOMIDUM,ATC4,L04A X Other immunosuppressants,0.0002621302761127529,0.061016130252992795,0
LENOGRASTIMUM,ATC3,L03A IMMUNOSTIMULANTS,0.0,0.022020842330151107,0
LEONURUS CARDIACA/QUINQUELOBATUS GILIB.*&,ATC4,N05C M Other hypnotics and sedatives,0.17655105670707147,0.29093495091018684,0
LERCANIDIPINUM,ATC4,C08C A Dihydropyridine derivatives,0.12211015477941188,0.44817871997341346,0
LESPEDEZA BICOLOR,ATC4,G04B X Other urologicals,0.011680997247617491,0.1225151209151775,0
LETROZOLUM,ATC4,L02B G Aromatase inhibitors,0.7447838611205371,0.5876186724762069,0
LEUPRORELINUM,ATC4,L02A E Gonadotropin releasing hormone analogues,0.02465786459275336,0.22659230626981922,0
LEVAMISOLUM,ATC3,P02C ANTINEMATODAL AGENTS,0.04221948788688336,0.22781622994221926,0
LEVAMLODIPINUM,ATC4,C08C A Dihydropyridine derivatives,0.0656809557960018,0.22108047342794704,0
LEVANA*,ATC3,N05C HYPNOTICS AND SEDATIVES,0.01428712071202277,0.1223434398530052,0
LEVETIRACETAMUM,ATC4,N03A X Other antiepileptics,0.2574764087591635,0.40699972220265707,0
LEVOCARNITINUM,ATC4,A16A A Amino acids and derivates,0.241177530748382,0.31668302842025897,0
LEVOCETIRIZINUM,ATC4,R06A E Piperazine derivatives,0.5285550049680992,0.6066138479236487,0
LEVOCETIRIZINUM+MONTELUKASTUM,ATC3,R03D OTHER SYSTEMIC DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,0.05000515519123762,0.7136372795094542,0
LEVOCETIRIZINUM+PARACETAMOLUM,ATC4,N02B E Anilides,0.004724371366628125,0.08740679049494217,0
LEVOCETIRIZINUM+PARACETAMOLUM+PHENYLEPHRINUM,ATC4,N02B E Anilides,0.027736979488570474,0.24914273437620116,0
LEVODOPUM+BENSERAZIDUM,ATC4,N04B A DOPA and derivatives,0.02376974078763244,0.3448826512271753,0
LEVODOPUM+CARBIDOPUM+ENTACAPONUM,ATC4,N04B A DOPA and derivatives,0.02257571466648897,0.3387755937405446,0
LEVODROPROPIZINUM,ATC4,R05D B Other cough suppressants,0.3072684493125708,0.2929318579610667,0
LEVOFLOXACINUM+ORNIDAZOLUM,ATC4,J01R A Combinations of antibacterials,0.021089731350191345,0.20001671204466784,0
LEVOMENTHOLUM+METHYL SALICYLAT*,ATC4,M02A C Preparations with salicylic acid derivatives,0.5650880209402586,0.24898970427834585,0
LEVOMENTHOLUM+OENOTHERA BIENNIS*&+THYMUS SERPYLLUM*&,ATC4,R05C A Expectorants,0.006244853691496142,0.06037377033391256,0
LEVOMEPROMAZINUM,ATC3,N05A ANTIPSYCHOTICS,0.007762539828028945,0.04067014464207578,0
LEVOSIMENDANUM,ATC3,C01C CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES,0.0009528624766645923,0.05975562649753381,0
LIDOCAINUM+MATRICARIA CHAMOMILLA,ATC4,A01A D Other agents for local oral treatment,0.0009822367319464514,0.03498273109321861,0
LIDOCAINUM+MATRICARIA CHAMOMILLA*&+POLIDOCANOLUM,ATC4,A01A D Other agents for local oral treatment,0.0009817835139365558,0.034099877743235425,0
LIDOCAINUM+MATRICARIA CHAMOMILLA*&+THYMOL,ATC4,A01A D Other agents for local oral treatment,0.012936518909059835,0.2207387548420477,0
LIDOCAINUM+METRONIDAZOLUM+MICONAZOLUM,ATC4,G01A F Imidazole derivatives,0.007390023201598926,0.048682719354998724,0
LIDOCAINUM+NEOMYCINUM+POLYMYXINUM B,ATC4,S02A A Antiinfectives,0.013577381453465298,0.591242360458968,0
LIDOCAINUM+NIFEDIPINUM,ATC4,C05A X Other agents for treatment of hemorrhoids and anal fissures for topical use,0.008913491518909217,0.3597943168778137,0
LIDOCAINUM+NITROFURALUM+PHENAZONUM,ATC4,S02D A Analgesics and anesthetics,0.0,0.01742399420054979,0
LIDOCAINUM+OFLOXACINUM,ATC3,D06B CHEMOTHERAPEUTICS FOR TOPICAL USE,0.1535693019777159,0.6712059462480352,0
LIDOCAINUM+PHENAZONUM,ATC4,S02D A Analgesics and anesthetics,0.9815111548863273,0.23307586375325579,0
LIDOCAINUM+PRILOCAINUM,ATC4,N01B B Amides,0.01091337316239195,0.11846545945614181,0
LIDOCAINUM+TOLPERISONUM,ATC4,M03B X Other centrally acting agents,0.028720432888561322,0.48268906078080076,0
LIDOCAINUM+TRIBENOSIDUM,ATC4,C05A X Other agents for treatment of hemorrhoids and anal fissures for topical use,0.16103344597105584,0.38558052585125796,0
LINCOMYCINUM,ATC3,"J01F MACROLIDES, LINCOSAMIDES AND STREPTOGRAMINS",0.06748458276787715,0.6577978196633113,0
LINEZOLIDUM,ATC4,J01X X Other antibacterials,0.024801506010456265,0.4536347093815545,0
LINUM USITATISSIMUM*&,ATC4,A02X OTHER DRUGS FOR ACID RELATED DISORDERS,0.46081836289022526,0.4807492521456754,0
LINUM USITATISSIMUM*&+MENTHOLUM*+METHYL SALICYLAT*+PHENOXYETHANOL+ROFECOXIBUM,ATC4,"M02A A Antiinflammatory preparations, non-steroids for topical use",0.0,0.010026019380215266,0
LIRAGLUTIDUM,ATC3,"A10B BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",0.001311968843934589,0.1380852574814096,0
LISINOPRILUM,ATC4,"C09A A ACE inhibitors, plain",0.11237057680817007,0.25761859219349026,0
LITHIUM,ATC3,N05A ANTIPSYCHOTICS,0.0052491296840174685,0.0369288484377526,0
LOMEFLOXACINUM,ATC4,J01M A Fluoroquinolones,0.0014083311402099113,0.031083544298463692,0
LOMUSTINUM,ATC3,L01A ALKYLATING AGENTS,0.0027762239211055174,0.06458425630764243,0
LORNOXICAMUM,ATC4,M01A C Oxicams,0.1402285915508672,0.3292270432469431,0
LOSARTANUM,ATC4,"C09C A Angiotensin II receptor blockers (ARBs), plain",0.4397383606476927,0.25802952610140384,0
LUTEIN+VACCINIUM MYRTILLUS *&+ZEAXANTHINUM*,ATC4,S01X A Other ophthalmologicals,0.0,0.010154884381362006,0
LYNESTRENOLUM,ATC3,G03D PROGESTOGENS,0.003967804443581357,0.0383386642623659,0
LYSINI ACETYLSALICYLAS*,ATC4,N02B A Salicylic acid and derivatives,0.0,0.025795028628571075,0
MACROGOLUM,ATC4,A06A D Osmotically acting laxatives,0.11738941084194163,0.3850109202438858,0
MAGALDRATUM,ATC4,"A02A D Combinations and complexes of aluminium, calcium and magnesium compounds",0.009928268292144223,0.15346782729288494,0
MAGNESII LACTAS*+MAGNESYUM PIDOLATE*+PYRIDOXINUM,ATC4,A11E C Vitamin B-complex with minerals,0.10268700458746541,0.3103601855163045,0
MAGNESII LACTAS*+PYRIDOXINUM,ATC4,A11E C Vitamin B-complex with minerals,0.3916504544409104,0.49328806277557585,0
MAGNESII OROTAS*,ATC4,A12C C Magnesium,0.0,0.14767231260154987,0
MAGNESII OXYDUM*,ATC4,A12C C Magnesium,0.003442349451338441,0.054605627413844796,0
MAGNESII SULFAS*+NATRII SULFAS*+POTASSIUM SULFAS*,ATC4,A06A D Osmotically acting laxatives,0.04823214606527678,0.4535935153383765,0
