INN,market_level,market,peer_share,opportunity_probability,predicted_share_change_6m
CAMPHORA*+EUCALYPTUS VIMINALIS*&+LEVOMENTHOLUM+PINUS SILVESTRIS*&,ATC4,R05X OTHER COLD PREPARATIONS,0.0001118980978024283,0.03588631841724808,0
CAMPHORA*+EUCALYPTUS VIMINALIS*&+MENTHOLUM*+MYRISTICA FRAGRANS*+OLEUM TEREBINTHINE*+THYMOL,ATC4,R05X OTHER COLD PREPARATIONS,0.0437466864000561,0.22708419317972497,0
CAMPHORA*+LEVOMENTHOLUM+PINUS SILVESTRIS*&,ATC4,M02A X Other topical products for joint and muscular pain,0.0,0.010049181012577972,0
CAMPHORA*+MENTHA PIPERITA+VALERIANA,ATC4,A01A D Other agents for local oral treatment,0.009590999525412763,0.10437976557381819,0
CAMPHORA*+PINUS SILVESTRIS*&+EUCALYPTUS VIMINALIS*&,ATC4,R05X OTHER COLD PREPARATIONS,0.008028448009253541,0.06640245574639168,0
CAMPHORA*+SPIRITUS AETHYLICUS*,ATC4,M02A X Other topical products for joint and muscular pain,0.03761063476426362,0.3714847192597152,0
CAMPHORA*+SULFANILAMIDUM,ATC4,C05A X Other agents for treatment of hemorrhoids and anal fissures for topical use,0.0002979171260667835,0.030467356750200406,0
CANDESARTANUM,ATC4,"C09C A Angiotensin II receptor blockers (ARBs), plain",0.07899471803363899,0.26352568070831767,0
CANDESARTANUM+HYDROCHLOROTHIAZIDUM,ATC4,C09D A Angiotensin II receptor blockers (ARBs) and diuretics,0.060491633699447524,0.22995128839285775,0
CAPECITABINUM,ATC4,L01B C Pyrimidine analogues,0.18939082417905187,0.48775839647862695,0
CAPSAICINUM+ETHYLIS NICOTINAS*+GLYCOL SALICYLATUM*,ATC4,M02A C Preparations with salicylic acid derivatives,0.0,0.010344558873871432,0
CAPSELLA BURSA-PASTORIS MEDIC.*&,ATC3,G02A UTEROTONICS,0.816624641335536,0.26110997044860285,0
CAPSICUM ANNUUM*&+DIMETHYLIS SULFOXIDUM,ATC4,M02A X Other topical products for joint and muscular pain,0.005068108544149744,0.04891955091315876,0
CAPTOPRILUM,ATC4,"C09A A ACE inhibitors, plain",0.07819424550600436,0.2654279696514152,0
CAPTOPRILUM+HYDROCHLOROTHIAZIDUM,ATC4,"C09B A ACE inhibitors, and diuretics",0.4534958254254629,0.2096556498101315,0
CARBAMAZEPIN,ATC3,N03A ANTIEPILEPTICS,0.4240302307070751,0.3401506490669952,0
CARBAZOCHROMUM+TROXERUTINUM,ATC4,C05C A Bioflavonoids,0.021755236059631033,0.21661818366790822,0
CARBETOCINUM,ATC4,H01B B Oxytocin and derivatives,0.007084592910340633,0.12707577822167865,0
CARBIDOPA+LEVODOPA*,ATC4,N04B A DOPA and derivatives,0.9536545445458785,0.3732384658566251,0
CARBO ACTIVATUS MEDICINALIS*,ATC3,A07B INTESTINAL ADSORBENTS,0.5127905086978103,0.5128615163338622,0
CARBOCISTEINUM,ATC4,R05C B Mucolytics,0.037099876947587734,0.43790480859971626,0
CARBOMERUM,ATC4,S01X A Other ophthalmologicals,0.025185499984933482,0.1471498148786504,0
CARBOPLATINUM,ATC4,L01X A Platinum compounds,0.28379268082692677,0.6582747404913818,0
CARDIOSPERMUM HALICACABUM*&,ATC3,"D04A ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC.",0.004403165507080763,0.05849563075062905,0
CARICA PAPAYA*&+CHYMOTRYPSINUM+TRYPSINUM*,ATC3,L01X OTHER ANTINEOPLASTIC AGENTS,0.0,0.011749298548992834,0
CARIPRAZINUM,ATC4,N05A X Other antipsychotics,0.007347203199555092,0.046688989532300544,0
CARNITINUM+COBAMAMIDUM*+COCARBOXYLASUM+LYSINUM+PYRIDOXALPHOSPHATUM*,ATC3,"A11J OTHER VITAMIN PRODUCTS, COMBINATIONS",0.21475372391585956,0.3529920747280245,0
CARNITINUM+LYSINUM,ATC4,A15 APPETITE STIMULANTS,0.0002582290671739527,0.39814489310693574,0
CARUM CARVI*&,ATC4,A03A X Other drugs for functional gastrointestinal disorders,0.014038968186098417,0.09579633384479506,0
CARVEDILOLUM,ATC3,C07A BETA-BLOCKING AGENTS,0.15577702126401813,0.30010315447460745,0
CASPOFUNGINUM,ATC3,J02A ANTIMYCOTICS FOR SYSTEMIC USE,0.0,0.0160512420991644,0
CASSIA ACUTIFOLIA/ANGUSTIFOLIA*&,ATC4,A06A B Contact laxatives,0.20541125949624547,0.47621076471243345,0
CASSIA ACUTIFOLIA/ANGUSTIFOLIA*&+NATRII PICOSULFAS,ATC4,A06A B Contact laxatives,0.022209551848895434,0.1818576474690362,0
CASSIA ACUTIFOLIA/ANGUSTIFOLIA*&+RHEUM*+SULFUR*+CARBO ACTIVATUS MEDICINALIS*,ATC4,A16A X Various alimentary tract and metabolism products,0.0,0.015381719303522674,0
CEFALEXINUM,ATC3,J01D OTHER BETA-LACTAM ANTIBACTERIALS,0.0015816047161694062,0.052856107391571615,0
CEFAZOLINUM,ATC3,J01D OTHER BETA-LACTAM ANTIBACTERIALS,0.027154586991591272,0.25256234247773224,0
CEFDINIRUM,ATC4,J01D D Third-generation cephalosporins,0.007693380171701973,0.18490376703824646,0
CEFDITORENUM,ATC4,J01D D Third-generation cephalosporins,0.0,0.010342779411681297,0
CEFEPIMUM,ATC3,J01D OTHER BETA-LACTAM ANTIBACTERIALS,0.04869484469313263,0.37942286294438454,0
CEFEPIMUM+SULBACTAMUM,ATC3,J01D OTHER BETA-LACTAM ANTIBACTERIALS,0.001511564280814696,0.036641820743583464,0
CEFIXIMUM,ATC4,J01D D Third-generation cephalosporins,0.14268496016523083,0.3027925804001859,0
CEFOPERAZONUM,ATC4,J01D D Third-generation cephalosporins,0.002276588103707949,0.11972275395794092,0
CEFOPERAZONUM+SULBACTAMUM,ATC4,J01D D Third-generation cephalosporins,0.04075376527651017,0.28614561730885907,0
CEFOTAXIMUM,ATC4,J01D D Third-generation cephalosporins,0.03222888447406621,0.2590200513440099,0
CEFPODOXIMUM,ATC4,J01D D Third-generation cephalosporins,0.0838729144010423,0.3117610104055721,0
CEFTAZIDIMUM,ATC4,J01D D Third-generation cephalosporins,0.043635956854468014,0.2741758444300243,0
CEFTRIAXONUM,ATC4,J01D D Third-generation cephalosporins,0.6242031417335272,0.597308997726948,0
CEFTRIAXONUM+SULBACTAMUM,ATC4,J01D D Third-generation cephalosporins,0.018959827832168298,0.1985831694656858,0
CEFTRIAXONUM+TAZOBACTAMUM,ATC4,J01D D Third-generation cephalosporins,0.0036243092464262683,0.057054427304962914,0
CEFUROXIMUM,ATC3,J01D OTHER BETA-LACTAM ANTIBACTERIALS,0.07105381222716958,0.3256253733318088,0
CELECOXIBUM,ATC4,M01A H Coxibs,0.17165053054982932,0.3489958819187043,0
CENTAURIUM VULG. RAF./PULCHELLUM (SWARTZ) DRUCE*&+LEVISTICUM OFFICINALE&+ROSMARINUS OFFICINALIS*&,ATC4,G04B X Other urologicals,0.441309268163221,0.3437470809143691,0
CENTAURIUM VULGARE RAF./PULCHELLUM (SWARTZ) DRUCE*&,ATC4,A15 APPETITE STIMULANTS,0.035927706444349776,0.19964734297834835,0
CERULOPLASMINUM*,ATC4,B05A A Plasma substitutes and plasma protein fractions,0.0,0.01040392538903086,0
CETIRIZINUM,ATC4,R06A E Piperazine derivatives,0.45144054284633756,0.3524997664242747,0
CETIRIZINUM+CHLORPHENAMINUM+DEXTROMETHORPHANUM+PARACETAMOLUM,ATC4,N02B E Anilides,0.01430512548760257,0.13055299469651255,0
CETIRIZINUM+PARACETAMOLUM,ATC4,N02B E Anilides,0.0,0.01671114817147439,0
CETIRIZINUM+PARACETAMOLUM+PHENYLEPHRINUM,ATC4,N02B E Anilides,0.04513631289887763,0.27773795299100634,0
CETRORELIXUM,ATC3,H01C HYPOTALAMIC HORMONES,0.0024340492637858037,0.06050913495670505,0
CETUXIMABUM,ATC3,L01F MONOCLONAL ANTIBODIES AND ANTIBODY DRUG CONJUGATES,0.0,0.30907728846701993,0
CETYLPYRIDINII CHLORIDUM,ATC4,R02A A Antiseptics,0.0,0.010795472017744773,0
CETYLPYRIDINII CHLORIDUM+MURAMIDASE,ATC4,R02A A Antiseptics,6.0013245019475645e-05,0.046399799216292004,0
CHELIDONIUM MAJUS*&,ATC4,A16A X Various alimentary tract and metabolism products,0.017392016619592318,0.11083283080327126,0
CHLORAMBUCILUM,ATC4,L01A A Nitrogen mustard analogues,0.14309464608865807,0.2989544028432172,0
CHLORAMPHENICOLUM+HYDROCORTISONUM+METRONIDAZOLUM+NYSTATINUM,ATC4,G01B F Imidazole derivatives and corticosteroids,0.0,0.010084285071666367,0
CHLORAMPHENICOLUM+LIDOCAINUM+METRONIDAZOLUM,ATC4,"D06C ANTIBIOTICS AND CHEMOTERAPEUTICS, COMBINATIONS",0.0212873870291655,0.256325701922699,0
CHLORAMPHENICOLUM+METHYLURACILUM*,ATC4,D03A X Other cicatrizants,0.33995165287088336,0.6081304123755016,0
CHLORAMPHENICOLUM+METHYLURACILUM*+SULFADIMETHOXINUM+TRIMECAINUM,ATC4,"D06C ANTIBIOTICS AND CHEMOTERAPEUTICS, COMBINATIONS",0.18287248704518924,0.24098750079813913,0
CHLORHEXIDINUM+CHLOROCRESOLUM+HEXAMIDINUM,ATC4,D08A C Biguanides and amidines,0.05381826263095592,0.3045703265224136,0
CHLORHEXIDINUM+LIDOCAINUM+TYROTHRICINUM,ATC3,R02A THROAT PREPARATIONS,0.033313023654724466,0.28522000416037957,0
CHLORHEXIDINUM+METRONIDAZOLUM,ATC4,A01A B Antiinfectives and antiseptics for local oral treatment,0.522241932031229,0.31856111514225316,0
CHLORIN E6*,ATC3,L01X OTHER ANTINEOPLASTIC AGENTS,0.0,0.01991316476287036,0
CHLORMADINONUM + ETHINYLESTRADIOLUM,ATC4,"G03A A Progestogens and estrogens, fixed combinations",0.031491211858080514,0.3515105016644458,0
CHLORNITROPHENOLUM*,ATC4,D01A E Other antifungals for topical use,0.021486227229767747,0.1935221563164715,0
CHLOROBUTANOLUM+CHOLINI SALICYLAS+HEXETIDINUM,ATC4,R02A A Antiseptics,0.06765091905833441,0.5151112188618023,0
CHLOROPYRAMINUM,ATC3,R06A ANTIHISTAMINES FOR SYSTEMIC USE,0.06332484749042518,0.24373331915876534,0
CHLOROQUINUM,ATC3,P01B ANTIMALARIAS,0.0,0.010106614390485151,0
CHLORPHENAMINUM+COFFEINUM*+DEXTROMETHORPHANUM+PARACETAMOLUM+PHENYLEPHRINUM,ATC4,N02B E Anilides,0.009846248828696603,0.11567930376074391,0
CHLORPHENAMINUM+COFFEINUM*+PARACETAMOLUM+PHENYLEPHRINUM,ATC4,N02B E Anilides,0.08206946904114826,0.26730991660533276,0
CHLORPHENAMINUM+DEXTROMETHORPHANUM+PARACETAMOLUM+PHENYLEPHRINUM,ATC4,N02B E Anilides,0.0,0.01041515818356707,0
CHLORPHENAMINUM+PARACETAMOLUM+PHENYLEPHRINUM,ATC4,N02B E Anilides,0.03870721268633374,0.27507309287459253,0
CHLORPHENAMINUM+PARACETAMOLUM+PSEUDOEPHEDRINUM,ATC4,N02B E Anilides,0.0,0.023705991110828,0
CHLORPROMAZINE,ATC3,N05A ANTIPSYCHOTICS,0.07855911549980794,0.2572966691018554,0
CHLORPROTHIXENE,ATC4,N05A F Thioxanthene derivatives,0.5024886144388587,0.38515083773023107,0
CHLORQUINALDOLUM,ATC3,"G01A ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS",0.010917952516615282,0.12135000406816693,0
CHLORQUINALDOLUM+METRONIDAZOLUM,ATC4,G01A F Imidazole derivatives,0.0,0.010154884381362006,0
CHLORTALIDONUM,ATC4,"C03B A Sulfonamides, plain",0.05459825967003438,0.42753558668890934,0
CHLORZOXAZONE+DICLOFENACUM+PARACETAMOLUM,ATC4,M01A B Acetic acid derivatives and related substances,0.0011377986396779386,0.0463755633426653,0
CHOLE MEDICATA CONSERVATA*,ATC4,M02A X Other topical products for joint and muscular pain,0.0038963712138125263,0.04214942710117383,0
CHOLE MEDICATA CONSERVATA*+HEMICELLULASE*+PANCREATINUM*,ATC4,A09A A Enzyme preparations,0.0025184293704750443,0.049450900267685796,0
CHOLINI ALFOSCERAS,ATC3,N07A PARASYMPATHOMIMETICS,0.6813146826011909,0.33271895117952155,0
CHOLINI SALICYLAS,ATC4,S02D A Analgesics and anesthetics,0.01848884511367254,0.16550742491249731,0
CHOLINI SALICYLAS+CETALKONII CHLORIDUM,ATC4,A01A D Other agents for local oral treatment,0.03312597627408251,0.5300264059559475,0
CHONDROITINI SULFAS*+GLUCOSAMINUM,ATC4,M09A X Other drugs for disorders of the musculo-skeletal system,0.4433434907241122,0.2968103558400212,0
CHONDROITINI SULFAS*+LEVOMENTHOLUM,ATC4,M02A X Other topical products for joint and muscular pain,0.0,0.03373291390226251,0
CHORIOGONADOTROPINUM ALFA,ATC4,G03G A Gonadotropins,0.26284269130121707,0.5863193003767433,0
CICLOPIROXUM,ATC4,D01A E Other antifungals for topical use,0.004040465603540557,0.03519079479909806,0
CILOSTASOLUM,ATC4,B01A C Platelet aggregation inhibitors excl. heparin,0.008992600406902267,0.08919794814640244,0
CINACALCET,ATC3,H05B ANTI-PARATHYROID AGENTS,1.0,0.2227619877151983,0
CINCHOCAINUM+DEQUALINII CHLORIDUM,ATC4,R02A A Antiseptics,0.1447348332748201,0.2642984326360819,0
CINEOLUM,ATC4,R05C A Expectorants,0.001775535446008606,0.03924640683898258,0
CINNARIZINUM,ATC4,N07C A Antivertigo preparations,0.40806245879063513,0.2292103357445249,0
CINNARIZINUM+DIMENHYDRINATUM,ATC4,N07C A Antivertigo preparations,0.07004384324277516,0.33517613366996035,0
CINNARIZINUM+PIRACETAMUM,ATC4,N06B X Other psychostimulants and nootropics,0.05286031867129996,0.2173697248128493,0
CIPROFLOXACINUM+ORNIDAZOLUM,ATC4,J01R A Combinations of antibacterials,0.26879884428348383,0.3085252640004789,0
CIPROFLOXACINUM+TINIDAZOLUM,ATC4,J01R A Combinations of antibacterials,0.24827240093535333,0.6106547366039146,0
CISPLATINUM,ATC4,L01X A Platinum compounds,0.5732879556757523,0.294341188885671,0
CITALOPRAM,ATC4,N06A B Selective serotonin reuptake inhibitors,0.00301304468219066,0.04307235418196431,0
CITICOLINUM,ATC4,N06B X Other psychostimulants and nootropics,0.15271307689246416,0.3896710910715445,0
CITRULLINUM*,ATC4,A16A A Amino acids and derivates,0.026963481907830975,0.20605509219738638,0
CLADRIBINUM,ATC4,L01B B Purine analogues,0.0,0.0610921794129194,0
CLARITHROMYCINUM,ATC4,J01F A Macrolides,0.07165664567732943,0.4709693927313467,0
CLARITHROMYCINUM+LANSOPRAZOLUM+TINIDAZOLUM,ATC3,A02B DRUGS FOR TREATMENT OF PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE,0.001711826093626415,0.040505758017466705,0
CLEMASTINUM,ATC4,R06A A Aminoalkyl ethers,0.030263491881322283,0.3411315250343048,0
CLINDAMYCINUM+CLOTRIMAZOLUM,ATC4,G01A A Antibiotics,0.0,0.010026019380215266,0
CLINDAMYCINUM+MICONAZOLUM,ATC4,G01A F Imidazole derivatives,0.0,0.027644308060264442,0
CLIOQUINOLUM+FLUMETASONUM,ATC4,"D07B B Corticosteroids, moderately potent, combinations with antiseptics",0.1429392748474937,0.207289688218477,0
CLOBETASOLUM,ATC3,"D07A CORTICOSTEROIDS, PLAIN",0.16855938994413203,0.5702508345389208,0
CLOMIFENUM,ATC3,G03G GONADOTROPINS AND OTHER OVULATION STIMULANTS,0.4195435987093946,0.5299228177992262,0
CLOMIPRAMINUM,ATC4,N06A A Non-selective monoamine reuptake inhibitors,0.05012962847978925,0.25551558168567057,0
CLONAZEPAMUM,ATC3,N03A ANTIEPILEPTICS,0.005051254608731885,0.034285968057644355,0
CLONIDINUM,ATC4,C02A C Imidazoline receptor agonists,0.14931271976984103,0.3152698884295619,0
CLOPERASTINUM,ATC4,R05D B Other cough suppressants,0.0,0.01072866937909894,0
CLOPIDOGRELUM,ATC4,B01A C Platelet aggregation inhibitors excl. heparin,0.24424626844785086,0.24307174739643972,0
CLOTRIMAZOLUM+HEXAMIDINUM+PREDNISOLONUM,ATC3,"D07X CORTICOSTEROIDS, OTHER COMBINATIONS",0.0,0.010154884381362006,0
CLOTRIMAZOLUM+METRONIDAZOLUM+NEOMYCINUM,ATC4,G01A F Imidazole derivatives,0.0,0.010154884381362006,0
CLOZAPINUM,ATC4,"N05A H Diazepines, oxazepines, thiazepines and oxepines",0.22057342261769436,0.4468813741195062,0
CLYCINE MAX&,ATC4,G02C X Other gynecologicals,0.0,0.014491799546282273,0
CMP DISODIUM SALT*+UMP DISODIUM SALT*,ATC4,N07X X Other nervous system drugs,0.13629548741229594,0.4608637428071036,0
CO-TRIMOXAZOLUM*,ATC3,J01E SULFONAMIDES AND TRIMETHOPRIM,0.20313507757593172,0.31310757586084853,0
COBIMETINIBUM,ATC3,L01E PROTEIN KINASE INHIBITORS,0.0,0.02350385909395786,0
COCARBOXYLASUM,ATC4,"A11D A Vitamin B1, plain",0.33558341657744095,0.24345276763750306,0
CODEINUM*+CHLORPHENAMINUM,ATC4,R05X OTHER COLD PREPARATIONS,0.0,0.010875624361285502,0
CODEINUM*+COFFEINUM*+METAMIZOLUM NATRICUM+PARACETAMOLUM+PHENOBARBITALUM,ATC4,N02B B Pyrazolones,0.05879415666050597,0.22735459809090117,0
CODEINUM*+COFFEINUM*+PARACETAMOLUM,ATC4,N02B E Anilides,0.001673015111656877,0.094932353394203,0
CODEINUM*+COFFEINUM*+PARACETAMOLUM+PHENOBARBITALUM+PROPYPHENAZONUM,ATC4,N02B B Pyrazolones,0.024074072653557294,0.21677775140805247,0
CODEINUM*+COFFEINUM*+PARACETAMOLUM+PROPYPHENAZONUM,ATC4,N02B E Anilides,0.0,0.01041515818356707,0
CODEINUM*+IBUPROFENUM,ATC4,M01A E Propionic acid derivatives,0.0006433761110535447,0.03184322124900341,0
CODEINUM*+MORPHINUM*+NOSCAPINUM+PAPAVERINUM*,ATC4,N02A A Natural opium alkaloids,0.12841072191289024,0.45762137203402553,0
CODEINUM*+MORPHINUM*+NOSCAPINUM+PAPAVERINUM*+TEBAINUM*,ATC4,N02A A Natural opium alkaloids,0.009285090368979409,0.5294037162639439,0
CODEINUM*+NATRII HYDROCARBONAS*+THERPINI HYDRAS,ATC3,"R05F COUGH SUPRESSANTS AND EXPECTORANTS, COMBINATIONS",0.37622140973471785,0.6224838996593952,0
CODEINUM*+PARACETAMOLUM,ATC3,N02A OPIOIDS,0.0005273443975047546,0.03540845303602574,0
COFFEINUM*,ATC3,"N06B PSYCHOSTIMULANTS, AGENTS USED FOR ADHD AND NOOTROPICS",0.05991503043041474,0.618603749018358,0
COFFEINUM*+IBUPROFENUM+PARACETAMOLUM,ATC4,N02B E Anilides,0.014081016765571245,0.5502111043131657,0
COFFEINUM*+INDOMETACINUM+PROCHLORPERAZINUM,ATC3,N02C ANTIMIGRAINE PREPARATIONS,0.0,0.013924133127029713,0
COFFEINUM*+METAMIZOLUM NATRICUM,ATC4,N02B B Pyrazolones,0.0031908840679371626,0.043203214030959905,0
COFFEINUM*+METAMIZOLUM NATRICUM+THIAMINUM,ATC4,N02B B Pyrazolones,0.026261807494257192,0.18686872706738383,0
COFFEINUM*+NAPROXENUM+SALICYLAMIDUM,ATC4,N02B A Salicylic acid and derivatives,0.0,0.011152984618882858,0
COFFEINUM*+PARACETAMOLUM,ATC4,N02B E Anilides,0.05596253111675791,0.6728800158510695,0
COFFEINUM*+PARACETAMOLUM+PROPYPHENAZONUM,ATC4,N02B E Anilides,0.0,0.03003428650087471,0
COLCHICINUM*,ATC3,M04A ANTIGOUT PREPARATIONS,0.1048878016967131,0.4670596771028792,0
COLECALCIFEROLUM,ATC4,A11C C Vitamin D ans analogues,0.9846735172117247,0.26617530819241264,0
COLESTYRAMINUM,ATC3,"C10A LIPID MODIFYING AGENTS, PLAIN",0.0003100398910687488,0.03064108179874693,0
COLISTIMETHATUM NATRICUM,ATC4,J01X B Polymyxins,0.4674216685541714,0.275136326051889,0
COLISTINUM,ATC4,J01X B Polymyxins,0.15115137787844474,0.4790368790931269,0
CONVALLARIA MAJALIS/TRANSCAUCASICA UTKIN EX GROSSH./KEISKEI MIG.*&,ATC3,C01A CARDIAC GLYCOSIDES,0.08415504731193948,0.22677895112621965,0
COPPER GLUCONATE*+FERRI GLUCONAS*+MANGANESE GLUCONATE*,ATC4,B03A E Iron in other combinations,0.1390537043628297,0.281900888398928,0
CORIANDRUM SATIVUM*&+HELICHRYSUM ARENARIUM*&+MENTHA PIPERITA+MENYANTHES TRIFOLIATA&,ATC4,A05A X Other drugs for bile therapy,0.0038654449634483233,0.033348772274840774,0
CORIFOLLITROPIN ALFA,ATC4,G03G A Gonadotropins,0.017070900437310105,0.2985555316934949,0
CORTEXINUM*,ATC4,N07X X Other nervous system drugs,0.0,0.013256819875851849,0
CRATAEGUS L.*&,ATC4,C01E B Other cardiac preparations,0.5742696644082026,0.43117651286753944,0
CRATAEGUS L.*&+GINKGO BILOBA*&+VISCUM ALBUM*,ATC4,C04A X Other peripheral vasodilators,0.05478542157456558,0.4431316803554853,0
CRATAEGUS L.*&+HERBA MELISSAE+HUMULUS LUPULUS*&,ATC4,N05C M Other hypnotics and sedatives,0.0,0.016580662174886903,0
CRATAEGUS L.*&+HERBA MELISSAE+LEONURUS CARDIACA/QUINQUELOBATUS GILIB.*&+VALERIANA OFFICINALIS*&,ATC4,N05C M Other hypnotics and sedatives,0.031606535216151435,0.22055829413448905,0
CRATAEGUS L.*&+LEONURUS CARDIACA/QUINQUELOBATUS GILIB.*&+MENTHA PIPERITA+VALERIANA OFFICINALIS*&,ATC4,C01E X Other cardiac combination products,0.00234293392706719,0.041765290536002884,0
CRATAEGUS L.*&+PASSIFLORA INCARNATA*&,ATC4,N05C M Other hypnotics and sedatives,0.0,0.011964957726740742,0
CRATAEGUS L.+LEONURUS CARDIACA/QUINQUELOBATUS GILIB.+TAURINUM,ATC4,C01E X Other cardiac combination products,0.03556568356178212,0.18616653443006015,0
CRATAEGUS+VALERIANA+QUERCUS+HYPERICUM+MATRICARIA+THYMUS+ACHILLEA*&,ATC4,A02X OTHER DRUGS FOR ACID RELATED DISORDERS,0.0,0.013850376477401224,0
CRIDANIMODUM,ATC4,L03A X Other immunostimulants,0.03397465533538511,0.4616072349290005,0
CRIZOTINIBUM,ATC3,L01E PROTEIN KINASE INHIBITORS,0.040263797292606734,0.31962155208426596,0
CURCUMA LONGA*&+GLYCYRRHIZA GLABRA/URALENSIS*&+TERMINALIA BELERICA*+ZINGIBER OFFICINALE*,ATC4,R05X OTHER COLD PREPARATIONS,0.0,0.011853718592097504,0
CYANAMIDUM*,ATC4,N07B B Drugs used in alcohol dependence,0.02328148063481763,0.39714978098545206,0
CYANOCOBALAMINUM,ATC3,B03B VITAMIN B12 AND FOLIC ACID,0.42398389316632934,0.33917716631087175,0
CYANOCOBALAMINUM+DICLOFENACUM+PYRIDOXINUM+THIAMINUM,ATC4,M01A B Acetic acid derivatives and related substances,0.003762115375690231,0.04124049016009238,0
CYANOCOBALAMINUM+LIDOCAINUM+PYRIDOXINUM+THIAMINUM,ATC4,A11D B Vitamin B1 in combinations with vitamin B6 and/or vitamin B12,1.4331569123586554e-05,0.03707504372801174,0
CYANOCOBALAMINUM+NICOTINAMIDUM+PHOSPHOLIPIDES*+PYRIDOXINUM+RIBOFLAVINUM+THIAMINUM+TOCOPHEROLI ACETAS*,ATC4,A05B A Liver therapy,0.009887794817147893,0.10518182159893616,0
CYANOCOBALAMINUM+PYRIDOXINUM+THIAMINUM,ATC4,A11D B Vitamin B1 in combinations with vitamin B6 and/or vitamin B12,0.9456126570262658,0.2227409756508492,0
CYCLAMEN EUROPAEUM/CAUCASIUM*&,ATC4,R01A X Other nasal preparations,0.0,0.044987078683685185,0
CYCLOBENZAPRINUM,ATC4,M03B X Other centrally acting agents,0.06652549149608356,0.2731917586784654,0
CYCLOPENTOLATUM,ATC4,S01F A Anticholinergics,0.6155246505917152,0.44192040390310955,0
CYCLOPHOSPHAMIDUM,ATC4,L01A A Nitrogen mustard analogues,0.8248171960746811,0.4124592949732654,0
CYNARA SCOLYMUS*&,ATC4,A05A X Other drugs for bile therapy,0.14814731477099014,0.6099199530255389,0
CYPROHEPTADINUM,ATC4,R06A X Other antihistamines for systemic use,0.0011463638839228779,0.031038546935613486,0
CYPROTERONUM+ESTRADIOLI VALERAS,ATC4,"G03C A Natural and semisynthetic estrogens, plain",0.0,0.012006775351856748,0
CYTARABINUM,ATC4,L01B C Pyrimidine analogues,0.10151951281599404,0.311365435251079,0
CYTISINUM*,ATC4,N07B A Drugs used in nicotine dependence,0.4351527840193901,0.6417331426940407,0
CYTOCHROMUM C*,ATC4,C01E B Other cardiac preparations,0.00012003100069765526,0.030553050536585236,0
DABIGATRANUM ETEXILATUM,ATC3,B01A ANTITHROMBOTIC AGENTS,0.007559080808006445,0.06733581113474386,0
DABRAFENIBUM,ATC3,L01E PROTEIN KINASE INHIBITORS,0.0,0.10010555679536592,0
DACARBAZINUM,ATC3,L01A ALKYLATING AGENTS,0.00664014751279342,0.39219421908367313,0
DACLATASVIRUM,ATC4,J05A P Antivirals for treatment of HCV infections,0.0,0.2217631229186895,0
DALARGINUM*,ATC4,A02X OTHER DRUGS FOR ACID RELATED DISORDERS,0.026535900026855897,0.2046323544518103,0
DALTEPARINUM NATRICUM,ATC4,B01A B Heparin group,0.0,0.018854099679788797,0
DAPAGLIFLOZINUM,ATC3,"A10B BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",0.03364825321527865,0.3595951681638512,0
DAPAGLIFLOZINUM+METFORMINUM,ATC4,A10B D Combinations of oral blood glucose lowering drugs,0.1436846028232804,0.3105450768033231,0
DAPOXETINE,ATC4,G04B X Other urologicals,0.0,0.011459322481048303,0
DAPTOMYCINUM,ATC4,J01X X Other antibacterials,0.0,0.019529629905582917,0
DARATUMUMABUM,ATC3,L01F MONOCLONAL ANTIBODIES AND ANTIBODY DRUG CONJUGATES,0.0,0.030012093462147702,0
DARBEPOETIN ALFA,ATC4,B03X A Other antianemic preparations,0.07592624804313794,0.31585627791447163,0
DARUNAVIRUM,ATC3,J05A DIRECT ACTING ANTIVIRALS,0.0,0.02144895656618154,0
DASATINIBUM,ATC3,L01E PROTEIN KINASE INHIBITORS,0.0,0.02595762798771154,0
DECAMETOXINUM*+ZINCI SULFAS*,ATC4,S01A X Other antiinfectives,0.04887683828536283,0.24275443022821724,0
DEFERASIROXUM,ATC3,V03A ALL OTHER THERAPEUTIC PRODUCTS,3.5797053616110964e-05,0.055114077163279,0
DEGARELIX,ATC3,L02B HORMONE ANTAGONISTS AND RELATED AGENTS,0.001986642063999561,0.038085818552877085,0
DEMOXYTOCINUM,ATC4,H01B B Oxytocin and derivatives,0.23352698450227707,0.4748734590920172,0
DENOSUMAB,ATC3,M05B DRUGS AFFECTING BONE STRUCTURE AND MINERALIZATION,0.016157924438403075,0.19256456442560627,0
DENOTIVIRUM,ATC4,D06B B Antivirals,0.0,0.012178614883753701,0
DEQUALINII CHLORIDUM,ATC3,"G01A ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS",0.0639104215511904,0.26463518741559333,0
DEQUALINII CHLORIDUM+ENOXOLONUM+HYDROCORTISONUM+LIDOCAINUM+TYROTHRICINUM,ATC4,R02A A Antiseptics,0.006199312889323186,0.08016418959803404,0
DEQUALINII CHLORIDUM+MURAMIDASE,ATC4,R02A A Antiseptics,0.030938359384892106,0.2244049843364831,0
