INN,zero_rate,mean_demand,CV,ADI,CV2_positive,leading_zeros,trailing_zeros,internal_zero_months,seasonality_strength,trend_strength,lag12_autocorrelation,segment
UNKNOWN_SKU_74506,0.8333333333333334,0.4711666666666667,2.543766803866803,6.0,0.24512492540912212,1,49,0,0.11043914178453296,0.39048448509905187,,Potential discontinued
UNKNOWN_SKU_748035,0.8166666666666667,1089.2168333333332,2.6674726048047845,5.454545454545454,0.4878251845204039,49,0,0,0.022995983090473904,0.4464654732721991,,Launch / lifecycle
UNKNOWN_SKU_75047,0.6833333333333333,5.1530000000000005,4.306535421741322,3.1578947368421053,5.189644990592356,0,41,0,0.11088417492602476,0.5404434215990485,-0.0008192120758983964,Potential discontinued
UNKNOWN_SKU_7508,0.0,7140.140833333334,0.6977127205078429,1.0,0.48680304035845534,0,0,0,0.638559598525654,0.2229513676166971,0.47760172429484304,Seasonal
UNKNOWN_SKU_75626,0.7333333333333333,46.301500000000004,3.692477370570674,3.75,2.902503768580407,0,44,0,0.04964537750045461,0.5845472559438242,0.5824639423757785,Potential discontinued
UNKNOWN_SKU_75677,0.9833333333333333,1.3563333333333332,7.6811457478686105,60.0,0.0,0,59,0,0.18100046365462785,0.043316042220802764,,Potential discontinued
UNKNOWN_SKU_756860,0.7,49.26533333333334,1.6158525054393178,3.3333333333333335,0.08329379580035624,42,0,0,0.03574943540758746,0.6164278643625591,0.4004716763994448,Intermittent
UNKNOWN_SKU_75766,0.0,5727.051666666666,0.40262049099688757,1.0,0.1621032597705748,0,0,0,0.43077303189527616,0.8191138981975414,0.8099020724738175,Stable
UNKNOWN_SKU_75767,0.8666666666666667,161.085,2.649122221590835,7.5,0.06904647265684861,0,52,0,0.0563381020883722,0.3419845932843143,,Potential discontinued
UNKNOWN_SKU_758543,0.7666666666666667,562.9473333333334,2.3058641694747384,4.285714285714286,0.47396889921573293,46,0,0,0.02255508376833837,0.5510718982180698,0.49673354562250377,Intermittent
UNKNOWN_SKU_762617,0.8,63.65583333333333,2.1299720948446113,5.0,0.10735622496334829,48,0,0,0.024374877292000163,0.5065811544582195,,Launch / lifecycle
UNKNOWN_SKU_76356,0.0,2739.4828333333335,0.3338500788822307,1.0,0.11145587516967169,0,0,0,0.6350299364912391,0.7896612410729045,0.7688163687144147,Seasonal
UNKNOWN_SKU_76377,0.0,6397.964833333334,0.36032707144829723,1.0,0.1298355984185063,0,0,0,0.47995571416136307,0.8559993200425521,0.8282121083182881,Stable
UNKNOWN_SKU_76563,0.06666666666666667,25348.220333333327,0.42069707647179755,1.0714285714285714,0.09852029480845624,4,0,0,0.1128516015423916,0.14516040175020317,0.0514518896023326,Stable
UNKNOWN_SKU_76567,0.9666666666666667,1.0346666666666666,6.159156393603704,30.0,0.2978402493623126,58,0,0,0.16367639362533093,0.08383247871722599,,Launch / lifecycle
UNKNOWN_SKU_76573,0.3333333333333333,12.959333333333332,1.3872774460774262,1.5,0.9496924749300709,0,19,1,0.14068652131699222,0.5886452007886828,0.16153355475973263,Potential discontinued
UNKNOWN_SKU_77021,0.21666666666666667,43.14416666666666,0.8442392227909182,1.2765957446808511,0.34164622781724724,0,13,0,0.04698047769204261,0.6413355210102292,0.17940877564757657,Potential discontinued
UNKNOWN_SKU_77496,0.03333333333333333,151.14466666666667,1.2375566278749806,1.0344827586206897,1.4471615269573832,0,0,2,0.10975680515693875,0.06651153206150051,-0.054478642236112075,Lumpy / volatile
UNKNOWN_SKU_77881,0.8833333333333333,0.6418333333333333,3.1835113579462493,8.571428571428571,0.2990535327201568,0,51,2,0.10064884862810053,0.26856150432833636,,Potential discontinued
UNKNOWN_SKU_77882,0.9833333333333333,0.09633333333333334,7.681145747868607,60.0,0.0,8,51,0,0.19999194838917367,0.04331604222080454,,Potential discontinued
UNKNOWN_SKU_7849,0.7666666666666667,21.190333333333335,2.884530001221513,4.285714285714286,1.1747864431876287,0,22,24,0.036323408834334714,0.3626497122206912,-0.08184752491939307,Potential discontinued
UNKNOWN_SKU_78790,0.0,85686.90133333333,0.3403240220981432,1.0,0.11582044001705748,0,0,0,0.12800122072335274,0.3095594532150756,0.00705916816973446,Stable
UNKNOWN_SKU_791549,0.5666666666666667,47.457499999999996,1.8319543696211644,2.3076923076923075,0.8876246186954334,31,0,3,0.1945199881570936,0.5144970486573804,0.6721406918021448,Lumpy / volatile
UNKNOWN_SKU_793670,0.5333333333333333,507.74966666666677,2.3406574920377103,2.142857142857143,2.023382831015057,32,0,0,0.13024692573001884,0.6711042815065688,0.0008282866663872667,Lumpy / volatile
UNKNOWN_SKU_79522,0.06666666666666667,6422.970666666666,0.7439931509987214,1.0714285714285714,0.44995742148413936,0,4,0,0.10081979541584773,0.23688668709779248,0.3575768214077216,Stable
UNKNOWN_SKU_79549,0.6,12.448,1.7456215754406514,2.5,0.6188778738575609,0,36,0,0.06368404625597002,0.7395524727354592,0.24615541881438574,Potential discontinued
UNKNOWN_SKU_79550,0.48333333333333334,516.793,1.1959481319162149,1.935483870967742,0.25565083268750644,0,29,0,0.03789980530178649,0.8121885689010921,0.6127756481742702,Potential discontinued
UNKNOWN_SKU_79632,0.2,2254.4975,1.161955807819524,1.25,0.8801130394604173,0,12,0,0.03914908050558319,0.7350868923017515,0.2402183637194488,Potential discontinued
UNKNOWN_SKU_80069,0.8333333333333334,5.998166666666667,4.425391976421396,6.0,2.4306823574958107,0,49,1,0.07284457022610058,0.2930139433571466,,Potential discontinued
UNKNOWN_SKU_80070,0.7333333333333333,6.348166666666668,3.9340212440720204,3.75,3.3937395063493234,0,42,2,0.09860391230957455,0.3948111520105202,0.44022198731516515,Potential discontinued
UNKNOWN_SKU_803420,0.8833333333333333,11.0905,3.4249630189111473,8.571428571428571,0.4852100294393785,53,0,0,0.07256496131349888,0.2806354107083663,,Launch / lifecycle
UNKNOWN_SKU_810214,0.9833333333333333,0.254,7.681145747868609,60.0,0.0,59,0,0,0.18100046365462863,0.04331604222080465,,Launch / lifecycle
UNKNOWN_SKU_814645,0.5833333333333334,1.7425000000000002,3.4162471825974006,2.4,4.279477005251948,33,0,2,0.08942993555420087,0.3298997879401858,0.5685188211736193,Lumpy / volatile
UNKNOWN_SKU_814656,0.6,0.8506666666666667,2.902062485025819,2.5,2.768786666797693,33,0,3,0.07562415236823472,0.35706791052516595,0.6645641897763185,Lumpy / volatile
UNKNOWN_SKU_814661,0.6333333333333333,0.4473333333333334,3.642079594209664,2.727272727272727,4.230406049204758,33,0,5,0.15207019780075537,0.23504367390623826,0.5001397555751251,Lumpy / volatile
UNKNOWN_SKU_814666,0.5833333333333334,1.4845,2.799101587840808,2.4,2.681237374605389,33,0,2,0.06702388097418899,0.36165484705888995,0.6427329195086939,Lumpy / volatile
UNKNOWN_SKU_814670,0.85,0.04633333333333333,3.607603435308827,6.666666666666667,1.102220381967807,34,2,15,0.17623678499055195,0.12785378538285574,0.27303392998245746,Lumpy / volatile
UNKNOWN_SKU_814672,0.6166666666666667,2.4808333333333334,3.3152705086627954,2.608695652173913,3.5965571091502206,33,0,4,0.08387886537068556,0.32039543570925844,0.622897984226698,Lumpy / volatile
UNKNOWN_SKU_814673,0.6,0.5623333333333332,2.738505234831802,2.5,2.399764368480473,33,0,3,0.07560885029573527,0.36606345930173834,0.5848408668968026,Lumpy / volatile
UNKNOWN_SKU_814674,0.75,0.4646666666666667,3.627372686255848,4.0,2.5394581512487417,34,0,11,0.1291918120851665,0.23101890843184403,0.4271363665218579,Lumpy / volatile
UNKNOWN_SKU_814675,0.7666666666666667,0.29283333333333333,3.7897987307741814,4.285714285714286,2.584600697948105,33,0,13,0.13603000308730473,0.19681774407182728,-0.028295018299058713,Lumpy / volatile
UNKNOWN_SKU_814676,0.6333333333333333,1.5311666666666668,3.6990379053494533,2.727272727272727,4.383723189244426,33,0,5,0.08316278601797833,0.3269125264032334,0.5037143165094308,Lumpy / volatile
UNKNOWN_SKU_814677,0.6833333333333333,0.24416666666666664,2.8921200442108876,3.1578947368421053,1.965380144206688,33,0,8,0.10420140936873334,0.3409847730086232,0.4589060362751097,Lumpy / volatile
UNKNOWN_SKU_814680,0.6833333333333333,2.585166666666667,3.756868809160343,3.1578947368421053,3.786120028926586,33,0,8,0.12935787915246766,0.2572091249098932,0.6354428547554156,Lumpy / volatile
UNKNOWN_SKU_814684,0.75,0.4968333333333333,3.4707210839050915,4.0,2.2614762105658324,44,1,0,0.12617450127144125,0.2797821579424058,0.4708002923307476,Lumpy / volatile
UNKNOWN_SKU_814692,0.7833333333333333,0.12216666666666667,3.838284389552943,4.615384615384615,2.408692528601925,33,0,14,0.16426312171180546,0.17546687507015646,-0.09381797295498574,Lumpy / volatile
UNKNOWN_SKU_814699,0.9333333333333333,0.14133333333333334,4.108233317336789,15.0,0.1918387326450694,56,0,0,0.12959151662195312,0.16088769255620772,,Launch / lifecycle
UNKNOWN_SKU_814703,0.8666666666666667,0.04283333333333334,3.8366843971676303,7.5,1.096019621795939,33,3,16,0.1375922854245225,0.10157770064240368,-0.11071488265476405,Lumpy / volatile
UNKNOWN_SKU_814707,0.8666666666666667,0.017333333333333333,2.558198330510137,7.5,0.00591715976331362,33,17,2,0.07791087549140774,0.03465839927920222,-0.19858989424206824,Potential discontinued
UNKNOWN_SKU_814709,0.6,0.6776666666666668,2.8971123729646795,2.5,2.757304040634015,33,0,3,0.08425425890157157,0.35254178702658556,0.6181939541988593,Lumpy / volatile
UNKNOWN_SKU_814714,0.9,0.10116666666666665,4.467324092646908,10.0,1.0956984548743518,36,0,18,0.1399033205048078,0.13338598244337252,-0.06485511708233156,Lumpy / volatile
UNKNOWN_SKU_814715,0.9166666666666666,0.19399999999999998,7.334100611396383,12.0,3.5657526481737345,35,0,20,0.19511791629810316,0.050726872548661484,-0.045922572511861444,Lumpy / volatile
UNKNOWN_SKU_814716,0.6,0.8991666666666667,3.0307939093905114,2.5,3.074284688479447,33,0,3,0.08994307762498,0.32962176851941716,0.5528516418559447,Lumpy / volatile
UNKNOWN_SKU_814718,0.7,1.4525,2.7474203312851975,3.3333333333333335,1.5644955430277792,41,0,1,0.07495802166521981,0.33782037660222863,0.9002409044138143,Lumpy / volatile
UNKNOWN_SKU_814724,0.6333333333333333,0.22483333333333333,2.788398872811005,2.727272727272727,2.2175617004276846,33,0,5,0.11190932799967224,0.3353952018244257,0.3106251394616656,Lumpy / volatile
UNKNOWN_SKU_814726,0.75,0.25833333333333336,3.220249407032995,4.0,1.8425015608740893,33,0,12,0.15282160151933621,0.27768057951890324,0.5013547221367644,Lumpy / volatile
UNKNOWN_SKU_814745,0.6,2.2760000000000002,2.8623075961041473,2.5,2.6771219098862025,33,0,3,0.07148779417323847,0.33902852953278884,0.6130415205418517,Lumpy / volatile
UNKNOWN_SKU_814747,0.9166666666666666,0.4051666666666666,4.5500838965130805,12.0,0.8086052887756374,55,0,0,0.12114961300363258,0.17361195611447888,,Launch / lifecycle
UNKNOWN_SKU_814749,0.6,0.8753333333333333,2.8904294424842525,2.5,2.7418329447919323,33,0,3,0.08041707612922644,0.35476687111610317,0.651882469126204,Lumpy / volatile
UNKNOWN_SKU_814750,0.7,0.16849999999999998,2.9615933103950707,3.3333333333333335,1.93131048085305,34,1,7,0.12394461042506721,0.2904948661357335,0.4082971331648793,Lumpy / volatile
UNKNOWN_SKU_814751,0.6333333333333333,0.4498333333333333,3.3973307823714376,2.727272727272727,3.598680696444459,33,0,5,0.1431515777745055,0.2769426471658215,0.5587170068251989,Lumpy / volatile
UNKNOWN_SKU_814752,0.7166666666666667,0.6273333333333333,3.28629955430445,3.5294117647058822,2.3432666821761274,35,0,8,0.095336917413271,0.3114130559772702,0.3689179683967445,Lumpy / volatile
UNKNOWN_SKU_814758,0.75,0.03666666666666667,1.7923160140485483,4.0,0.053099173553719,33,7,5,0.1446818149904574,0.2666958068908599,0.22062701644846755,Potential discontinued
UNKNOWN_SKU_814759,0.6333333333333333,1.0,3.4493646758014243,2.727272727272727,3.7293094444444446,33,0,5,0.10406821488037865,0.3132284763319457,0.43054453328474007,Lumpy / volatile
UNKNOWN_SKU_814761,0.6166666666666667,1.3041666666666667,3.259586082312098,2.608695652173913,3.4562122140677154,33,0,4,0.10757248559421284,0.29405810352855977,0.5534206091962324,Lumpy / volatile
UNKNOWN_SKU_814907,0.6833333333333333,1.3135000000000001,3.059797621119048,3.1578947368421053,2.2814144693651652,33,0,8,0.08534594689396979,0.3264062180216718,0.73799427493807,Lumpy / volatile
UNKNOWN_SKU_814910,0.9,0.013333333333333334,3.020761493398643,10.0,0.012500000000000008,33,17,4,0.10891670491735128,0.017622971164248935,-0.14084507042253516,Potential discontinued
UNKNOWN_SKU_814928,0.8833333333333333,0.156,3.9280490529347603,8.571428571428571,0.916783092263862,46,0,7,0.13000122900260436,0.18749215862511381,0.17279756610585872,Lumpy / volatile
UNKNOWN_SKU_82158,0.5666666666666667,3.6501666666666663,1.9338542319013208,2.3076923076923075,1.0539099491051467,0,27,7,0.054068884133420814,0.4767045597128704,-0.014298547980999561,Potential discontinued
UNKNOWN_SKU_82601,0.9833333333333333,0.0011666666666666668,7.681145747868606,60.0,0.0,2,57,0,0.18583236881728105,0.04331604222080365,,Potential discontinued
UNKNOWN_SKU_82619,0.0,1359.8796666666667,0.6045923981608783,1.0,0.365531967913922,0,0,0,0.6290010328857454,0.355682036070065,0.5676337232820022,Seasonal
UNKNOWN_SKU_82802,0.5666666666666667,77.1325,1.8724516582063246,2.3076923076923075,0.952632592005167,0,34,0,0.05767633556064,0.7297253902424887,0.32075524081429857,Potential discontinued
UNKNOWN_SKU_82803,0.5166666666666667,157.39166666666668,1.5724502157353166,2.0689655172413794,0.678423179133588,0,0,31,0.08340562037347121,0.7305165858270717,0.35132689772476705,Lumpy / volatile
UNKNOWN_SKU_82850,0.5833333333333334,3.198,1.9546926355916616,2.4,1.0086763748484486,0,23,12,0.04100920874492109,0.07236148026001876,-0.16978878258827215,Potential discontinued
UNKNOWN_SKU_82851,0.65,2.3126666666666664,1.8060093423025154,2.857142857142857,0.4915844105693879,0,27,12,0.05357123504250605,0.09354143941125459,-0.1096250674743178,Potential discontinued
UNKNOWN_SKU_82902,0.0,192.27900000000005,0.791631535623694,1.0,0.626680488193928,0,0,0,0.6100621266295718,0.030547987011308675,0.2889223869151315,Seasonal
UNKNOWN_SKU_82907,0.0,250.57683333333333,0.3303599031957221,1.0,0.10913766563948687,0,0,0,0.2725374400975775,0.17293041667634446,0.19099655197949914,Stable
UNKNOWN_SKU_82936,0.9833333333333333,0.059666666666666666,7.681145747868609,60.0,0.0,0,59,0,0.1810004636546294,0.04331604222080454,,Potential discontinued
UNKNOWN_SKU_82937,0.95,0.14283333333333334,5.448690688990393,20.0,0.5344115112145295,1,49,7,0.1692011301798907,0.11117714925061606,,Potential discontinued
UNKNOWN_SKU_83097,0.0,2797.617833333333,0.43248077604605484,1.0,0.18703962164939786,0,0,0,0.0860043042828117,0.4436135098977373,0.851656845373082,Stable
UNKNOWN_SKU_83098,0.0,688.4628333333334,0.31120262140200583,1.0,0.0968470715674802,0,0,0,0.23351199638321163,0.49018603800379845,0.18284893166574714,Stable
UNKNOWN_SKU_832847,0.8833333333333333,1.6788333333333332,3.9242904869499577,8.571428571428571,0.9133398463626919,53,0,0,0.08995261324059023,0.2438980348381734,,Launch / lifecycle
UNKNOWN_SKU_83308,0.6,13.979166666666666,2.5954859588676444,2.5,2.0946189450716397,0,36,0,0.06378732081456384,0.7326667790308667,0.863216297917546,Potential discontinued
UNKNOWN_SKU_83309,0.75,2.180333333333333,3.8807255668953045,4.0,3.0150077313887187,0,43,2,0.0872362286557462,0.40826613302268655,0.3441364925025402,Potential discontinued
UNKNOWN_SKU_834596,0.95,0.5313333333333333,4.933755422923983,20.0,0.2670971286615901,57,0,0,0.1442071096726696,0.12438333097765752,,Launch / lifecycle
UNKNOWN_SKU_83879,0.9833333333333333,0.003,7.68114574786861,60.0,0.0,45,14,0,0.18425557606732235,0.010843006878183736,-0.02127659574468083,Potential discontinued
UNKNOWN_SKU_83919,0.8833333333333333,0.009000000000000001,3.319105437516228,8.571428571428571,0.401920438957476,48,0,5,0.1742438544296585,0.21740515791237736,,Launch / lifecycle
UNKNOWN_SKU_839506,0.9333333333333333,5.769333333333333,4.9987174693817344,15.0,0.7324784225801424,56,0,0,0.1329960716503794,0.1487379103790406,,Launch / lifecycle
UNKNOWN_SKU_84141,0.0,897.5143333333334,0.42824016536106246,1.0,0.18338963922847012,0,0,0,0.2707068637286151,0.10437569333735008,0.33975634131184473,Stable
UNKNOWN_SKU_84142,0.9833333333333333,0.046,7.681145747868608,60.0,0.0,1,58,0,0.1834235640980878,0.04331604222080687,,Potential discontinued
UNKNOWN_SKU_84170,0.0,51.033500000000004,0.6641458022945751,1.0,0.44108964670550477,0,0,0,0.06278106192245081,0.0008150712964331008,-0.30214416605383615,Stable
UNKNOWN_SKU_84182,0.9833333333333333,1.016,7.681145747868608,60.0,0.0,0,59,0,0.18100046365462963,0.04331604222080698,,Potential discontinued
UNKNOWN_SKU_84186,0.6833333333333333,1.5401666666666667,2.522084904362775,3.1578947368421053,1.3309555505246196,28,2,11,0.08604583876278382,0.4322706543472442,-0.08137895029043216,Lumpy / volatile
UNKNOWN_SKU_84190,0.8,0.8480000000000001,2.2025088398390684,5.0,0.17020903791384834,1,37,10,0.15090159372334067,0.3640030878073838,0.03759925436291446,Potential discontinued
UNKNOWN_SKU_844014,0.9333333333333333,6.957666666666667,4.162154318883489,15.0,0.22156857161336538,56,0,0,0.1238939492930633,0.16969580827440167,,Launch / lifecycle
UNKNOWN_SKU_84455,0.7333333333333333,0.5773333333333334,1.7809224404330501,3.75,0.11244926369013648,7,21,16,0.11674922450290948,0.0015664573398623816,0.0699529675746718,Potential discontinued
UNKNOWN_SKU_84642,0.0,1258.3839999999998,0.5158836508230472,1.0,0.26613594118651573,0,0,0,0.05309391408048192,0.4920988820870048,0.16353166965877963,Stable
UNKNOWN_SKU_84849,0.0,1174.9136666666668,0.33338918090724795,1.0,0.11114834594600573,0,0,0,0.7494349026288084,0.7759447885811355,0.8035378403510735,Seasonal
UNKNOWN_SKU_851710,0.8166666666666667,11.068333333333333,4.039932645871852,5.454545454545454,2.17552689358321,49,0,0,0.028374210638045128,0.4070729874411857,,Launch / lifecycle
UNKNOWN_SKU_851712,0.7333333333333333,381.90683333333334,2.3098334313337907,3.75,0.6894214614685958,44,0,0,0.00883165076332304,0.5920035100523529,0.7384645306941665,Lumpy / volatile
UNKNOWN_SKU_86088,0.3333333333333333,72.21666666666667,0.9696298512730276,1.5,0.2934546989865026,0,18,2,0.046279101640528064,0.8138770796813324,0.5207864294838263,Potential discontinued
UNKNOWN_SKU_86100,0.0,1008.7081666666667,0.2694610182308539,1.0,0.07260924034600856,0,0,0,0.6003950696697439,0.45774055829663995,0.5623555450137039,Seasonal
UNKNOWN_SKU_86101,0.05,705.4175,0.6677217499047433,1.0526315789473684,0.37355971853105985,0,2,1,0.01948735581391481,0.663865253633721,0.8338038642887898,Stable
UNKNOWN_SKU_86275,0.95,0.022500000000000003,4.580599633685008,20.0,0.09909465020576133,4,53,0,0.17956735128402135,0.12143951086098959,,Potential discontinued
UNKNOWN_SKU_86277,0.35,1.5279999999999998,1.9260449337279792,1.5384615384615385,2.0612719063804907,0,11,10,0.10193038190017245,0.11800112030401044,-0.06807188461461725,Potential discontinued
UNKNOWN_SKU_86345,0.9,0.07433333333333333,6.506278320522866,10.0,3.333165758410585,0,53,1,0.166430126875043,0.07848743021434124,,Potential discontinued
UNKNOWN_SKU_865510,0.9333333333333333,6.4094999999999995,3.8823115483158777,15.0,0.07148953054578859,56,0,0,0.12383798574464278,0.17155903323943789,,Launch / lifecycle
UNKNOWN_SKU_87499,0.9833333333333333,0.8086666666666668,7.681145747868605,60.0,0.0,0,59,0,0.18100046365463007,0.04331604222080565,,Potential discontinued
UNKNOWN_SKU_87747,0.0,8823.898333333336,0.3274383218399489,1.0,0.10721585460936199,0,0,0,0.34943961105512655,0.8943513592845245,0.8261192638740082,Stable
UNKNOWN_SKU_87833,0.0,9274.881666666666,0.6693362816010979,1.0,0.4480110578675842,0,0,0,0.6094520191084163,0.07310329180704322,0.31039560826880436,Seasonal
UNKNOWN_SKU_8788,0.0,438.44216666666665,0.45926675212458157,1.0,0.2109259496070618,0,0,0,0.24545993590907367,0.054826730877512886,0.08482432866797301,Stable
UNKNOWN_SKU_88009,0.0,396.22466666666674,0.22080474825916796,1.0,0.048754736853794535,0,0,0,0.14368404530163936,0.196587913121402,-0.2715229379698631,Stable
UNKNOWN_SKU_88076,0.0,557.908,0.21094811921826281,1.0,0.04449910900172242,0,0,0,0.13229189530473862,0.17891425150748885,-0.0989574510656575,Stable
UNKNOWN_SKU_88613,0.0,265.80749999999995,0.6693563527829537,1.0,0.44803792701089795,0,0,0,0.45053841589621535,0.24171099637038873,0.14101082909034682,Stable
UNKNOWN_SKU_88889,0.9666666666666667,0.044333333333333336,5.385322271623716,30.0,5.653230821414448e-05,5,42,11,0.39431633136902944,0.06513462340416598,0.7050115428954118,Potential discontinued
UNKNOWN_SKU_88911,0.0,1716.128333333333,0.6151567335274534,1.0,0.3784178068041663,0,0,0,0.815360375969404,0.8148493204896311,0.8123575775755064,Seasonal
UNKNOWN_SKU_893449,0.9666666666666667,0.625,6.887646913133686,30.0,0.6146560000000001,58,0,0,0.1662452789666352,0.07599222298524111,,Launch / lifecycle
UNKNOWN_SKU_895627,0.85,3.2439999999999998,2.8405962762785766,6.666666666666667,0.36034808072115687,51,0,0,0.06197657729252326,0.3194854738148222,,Launch / lifecycle
UNKNOWN_SKU_8964,0.0,983.4715000000001,0.1682761632157375,1.0,0.028316867106609522,0,0,0,0.15797520564456913,0.23853149404212626,-0.39269810219599754,Stable
UNKNOWN_SKU_8965,0.0,915.8876666666667,0.14570063680377177,1.0,0.021228675565024613,0,0,0,0.2786963951876853,0.36863887604487466,0.19170482427623825,Stable
UNKNOWN_SKU_897744,0.9333333333333333,652.1826666666668,4.526413500368136,15.0,0.43256127842099534,56,0,0,0.13329672623290467,0.1489378356780089,,Launch / lifecycle
UNKNOWN_SKU_903465,0.9166666666666666,6.410833333333333,4.1512210909727925,12.0,0.5193863788447783,55,0,0,0.10817737010324957,0.20204325231464493,,Launch / lifecycle
UNKNOWN_SKU_903466,0.8166666666666667,160.2413333333333,2.15529857532803,5.454545454545454,0.03497385728202297,49,0,0,0.03280537908861125,0.46809149726690813,,Launch / lifecycle
UNKNOWN_SKU_90830,0.2833333333333333,407.0348333333333,0.8803996088991897,1.3953488372093024,0.2721574878007231,0,7,10,0.037757594402828776,0.7905122513433734,0.7005478109084322,Potential discontinued
UNKNOWN_SKU_90831,0.0,2193.583166666667,0.26504284222394214,1.0,0.07024770821414547,0,0,0,0.391888702343288,0.20639106736173174,0.37848075609775567,Stable
UNKNOWN_SKU_90901,0.0,1589.8206666666667,0.6220701837283243,1.0,0.3869713134837912,0,0,0,0.34955376818896733,0.8222375698831081,0.7998455643222478,Stable
UNKNOWN_SKU_91265,0.0,3326.8188333333337,0.7227182811581138,1.0,0.5223217139201383,0,0,0,0.5560190708965574,0.7015483231648104,0.6540796722313642,Seasonal
UNKNOWN_SKU_91356,0.6333333333333333,6.939166666666666,2.1398472265639232,2.727272727272727,1.0456135894455485,34,3,1,0.09489277426833265,0.3626256235833062,-0.006635337207459124,Lumpy / volatile
UNKNOWN_SKU_91371,0.4166666666666667,20.571500000000004,1.3355155229160733,1.7142857142857142,0.6237676653040457,25,0,0,0.022780134851084766,0.5614153192396447,-0.24353646849644922,Lumpy / volatile
UNKNOWN_SKU_91378,0.5166666666666667,29.641666666666666,1.831842909593118,2.0689655172413794,1.1052300819561802,2,9,20,0.019021249270375518,0.03595072616746575,-0.1089051633844562,Potential discontinued
UNKNOWN_SKU_91537,0.0,1452.5596666666668,0.3605828173358797,1.0,0.13001996815788042,0,0,0,0.08608402988990183,0.6173243545384668,0.607009559792239,Stable
UNKNOWN_SKU_91765,0.0,111.40566666666668,0.24717995529262055,1.0,0.061097930298461896,0,0,0,0.24569083932303137,0.023313940025396773,-0.11137607988044132,Stable
UNKNOWN_SKU_91767,0.9833333333333333,0.005333333333333333,7.681145747868608,60.0,0.0,45,14,0,0.18425557606732357,0.010843006878184958,-0.02127659574468085,Potential discontinued
UNKNOWN_SKU_92153,0.0,5466.979833333334,0.7618480167553452,1.0,0.5804124006340526,0,0,0,0.21142667913639412,0.777058300974133,0.33000690741298455,Stable
UNKNOWN_SKU_92158,0.0,653.784,1.0673089951640016,1.0,1.139148491157991,0,0,0,0.13598941381853358,0.10127958510611756,-0.1344355279547961,Lumpy / volatile
UNKNOWN_SKU_92161,0.0,325.474,0.7668954026745809,1.0,0.5881285586434075,0,0,0,0.17791073337076002,0.03937796215261535,0.09352866080407046,Stable
UNKNOWN_SKU_92162,0.4666666666666667,1.9573333333333334,1.6968176026133581,1.875,1.0689013208205569,13,0,15,0.2300181765857101,0.005872974651766505,0.09043405279294103,Lumpy / volatile
UNKNOWN_SKU_92178,0.0,1020.5870000000001,0.2577570668129551,1.0,0.06643870549201822,0,0,0,0.13427940162449625,0.0006220992948118287,-0.5288408186508624,Stable
UNKNOWN_SKU_92572,0.8,2.733,2.795889734005616,5.0,0.763399880943599,0,48,0,0.03194734562641688,0.40762601275875365,,Potential discontinued
UNKNOWN_SKU_93034,0.0,4582.573666666666,0.44691864009892146,1.0,0.19973627086786933,0,0,0,0.5897766024109594,0.8926959517762032,0.8851465660531009,Seasonal
UNKNOWN_SKU_93381,0.0,1092.873,0.5562480631613991,1.0,0.3094119077708078,0,0,0,0.5428719584100208,0.9047725991290255,0.9119743392885938,Seasonal
UNKNOWN_SKU_94634,0.9833333333333333,0.012,7.681145747868611,60.0,0.0,12,47,0,0.18191400030399163,0.010843006878184958,-0.02127659574468086,Potential discontinued
UNKNOWN_SKU_94678,0.0,377.30766666666665,0.3973191443775698,1.0,0.15786250248892417,0,0,0,0.3573277851635286,0.7484958792510108,0.768860377244077,Stable
UNKNOWN_SKU_94679,0.0,1442.271,0.30208739002944396,1.0,0.09125679121480139,0,0,0,0.6580466361391988,0.8083314952667886,0.8208318400721172,Seasonal
UNKNOWN_SKU_94694,0.0,788.7431666666668,0.23839204651313473,1.0,0.05683076784072058,0,0,0,0.46744559333171476,0.2581900981824967,0.16063869190438487,Stable
UNKNOWN_SKU_94704,0.95,0.012833333333333334,4.361993351784477,20.0,0.0013493000505987545,7,50,0,0.1999735765025734,0.12936426298861503,,Potential discontinued
UNKNOWN_SKU_94709,0.05,16.57016666666667,2.0521232247484846,1.0526315789473684,3.950649243074513,0,0,3,0.20182871159101656,0.423034335442121,0.10561640494585992,Lumpy / volatile
UNKNOWN_SKU_95105,0.9666666666666667,0.0105,5.402681230155891,30.0,0.006298815822625357,4,54,0,0.18256294586634125,0.08606916692403466,,Potential discontinued
UNKNOWN_SKU_95108,0.0,11997.992666666665,0.60461742687404,1.0,0.365562232879785,0,0,0,0.5264278267346285,0.10777033293164728,0.44780449912154646,Seasonal
UNKNOWN_SKU_95263,0.0,1593.8816666666667,0.537782051002451,1.0,0.28920953438040287,0,0,0,0.41065345184303004,0.9067685258467635,0.8013441685408369,Stable
UNKNOWN_SKU_95264,0.0,1294.651333333333,0.40264190428093144,1.0,0.16212050308297477,0,0,0,0.2068080259440256,0.7645078655946649,0.7347163708624035,Stable
UNKNOWN_SKU_95423,0.0,38347.26783333333,0.21612800281383665,1.0,0.04671131360029779,0,0,0,0.6124357189064107,0.5882643934002805,0.6391792467004745,Seasonal
UNKNOWN_SKU_95863,0.7666666666666667,1.5314999999999999,3.107084363230249,4.285714285714286,1.4859270893869816,43,2,1,0.10873516812348283,0.34581449763567085,-0.005671011365747363,Lumpy / volatile
