INN,zero_rate,mean_demand,CV,ADI,CV2_positive,leading_zeros,trailing_zeros,internal_zero_months,seasonality_strength,trend_strength,lag12_autocorrelation,segment
UNKNOWN_SKU_95895,0.3,32.25516666666667,1.2015471247414253,1.4285714285714286,0.7106008450820701,10,7,1,0.00887503016671487,0.010081015128210358,-0.20295232416151743,Potential discontinued
UNKNOWN_SKU_9613,0.8333333333333334,1.4295000000000002,3.0170717442221906,6.0,0.6837869849639898,2,14,34,0.1356032613837047,0.10380559847654047,-0.1520012415229193,Potential discontinued
UNKNOWN_SKU_9616,0.8,0.9065,2.771674043716221,5.0,0.7364354009220451,4,32,12,0.03358219962697662,0.11633606711169775,-0.19662122584872077,Potential discontinued
UNKNOWN_SKU_9668,0.8666666666666667,3.9586666666666663,2.9391282243697545,7.5,0.2851299625715872,0,52,0,0.07297781412609128,0.33053814735673404,,Potential discontinued
UNKNOWN_SKU_9692,0.0,3318.2881666666667,0.4325532610919905,1.0,0.18710232368131574,0,0,0,0.2692940240086765,0.22217503197776045,0.18956404331428575,Stable
UNKNOWN_SKU_97032,0.0,87.04916666666668,0.5187926988483438,1.0,0.26914586437834837,0,0,0,0.19472680719028546,0.03717932818370284,-0.1226121816393444,Stable
UNKNOWN_SKU_97107,0.21666666666666667,262.7658333333333,1.7474953158957627,1.2765957446808511,2.1754295719441443,0,6,7,0.1184425170359944,0.8992582220311761,0.8920486918422169,Potential discontinued
UNKNOWN_SKU_97109,0.35,143.25750000000002,1.5268047114528667,1.5384615384615385,1.1652362074945366,0,18,3,0.11494505478181483,0.8965548201212713,0.7602478882600793,Potential discontinued
UNKNOWN_SKU_97127,0.0,5169.1421666666665,0.46106945144837114,1.0,0.2125850390589019,0,0,0,0.4416213625849613,0.38446939114571665,0.26911353921125813,Stable
UNKNOWN_SKU_97128,0.0,1415.7035,0.5173665212222367,1.0,0.26766811728159917,0,0,0,0.5814051478590958,0.6234121818485708,0.620968839595573,Seasonal
UNKNOWN_SKU_97181,0.016666666666666666,2204.0156666666667,0.8755626938595656,1.0169491525423728,0.7371665303639757,0,1,0,0.1042260050932251,0.668857668532156,0.8336543679185252,Stable
UNKNOWN_SKU_97366,0.0,36.43200000000001,0.6657798892804805,1.0,0.4432628609703289,0,0,0,0.1039659520024282,0.09657875503757551,-0.353979343410971,Stable
UNKNOWN_SKU_97863,0.8833333333333333,5.441833333333333,3.0863786636198878,8.571428571428571,0.22800221311227628,0,53,0,0.07305013244498404,0.29155806365369985,,Potential discontinued
UNKNOWN_SKU_97914,0.18333333333333332,162.417,0.9919542751772471,1.2244897959183674,0.6202448486346411,0,0,11,0.12157620149458637,0.27149112665223396,-0.3060998156465595,Stable
UNKNOWN_SKU_97920,0.0,1735.9863333333335,0.7494228543353236,1.0,0.5616346146001037,0,0,0,0.41940700526648067,0.4079131131301347,0.40504118267783,Stable
UNKNOWN_SKU_9805,0.21666666666666667,10.636166666666668,1.0335889428089384,1.2765957446808511,0.6201731137792376,0,6,7,0.2756324079921063,0.7132291553383507,0.650295966779875,Potential discontinued
UNKNOWN_SKU_98804,0.0,573.7078333333333,0.26673191537727325,1.0,0.07114591468082886,0,0,0,0.1814451120715932,0.14860103492442267,-0.016415784136683223,Stable
UNKNOWN_SKU_98805,0.9833333333333333,0.0023333333333333335,7.681145747868608,60.0,0.0,45,14,0,0.1842555760673228,0.01084300687818407,-0.021276595744680854,Potential discontinued
UNKNOWN_SKU_98836,0.6333333333333333,5.456833333333334,2.07987585456239,2.727272727272727,0.9528239758102658,0,32,6,0.277266888544777,0.49990702053153024,0.24002609391801355,Potential discontinued
UNKNOWN_SKU_98839,0.6333333333333333,16.447,1.7926830712220716,2.727272727272727,0.5450279510769397,0,32,6,0.1571635599089345,0.4628997363704792,0.2441848049211162,Potential discontinued
UNKNOWN_SKU_9891,0.8166666666666667,49.428000000000004,2.322484251599418,5.454545454545454,0.17222106813667307,0,49,0,0.03769780486836072,0.46491699270776266,,Potential discontinued
UNKNOWN_SKU_99378,0.9833333333333333,0.004166666666666667,7.681145747868609,60.0,0.0,48,11,0,0.20688863833651028,0.04331604222080532,,Potential discontinued
UNKNOWN_SKU_99503,0.8166666666666667,0.16750000000000004,3.1147099835659975,5.454545454545454,0.9619266849830447,49,0,0,0.08801952427978321,0.3388794693026119,,Launch / lifecycle
UNKNOWN_SKU_99551,0.43333333333333335,304.8438333333333,1.29002143864266,1.7647058823529411,0.5096880102226837,0,26,0,0.016477221005307796,0.8611762822670768,0.6731615704521282,Potential discontinued
UNKNOWN_SKU_99692,0.0,11938.107,0.2645003222168104,1.0,0.06996042045279652,0,0,0,0.1596249137059852,0.2653772623150662,0.16472976590778127,Stable
UNKNOWN_SKU_99820,0.0,4292.949166666667,0.4775953536463522,1.0,0.22809732182458428,0,0,0,0.45748990512525023,0.02558332721054435,0.11428248460122968,Stable
UNKNOWN_SKU_99821,0.0,6104.518,0.43963747841832856,1.0,0.1932811124300263,0,0,0,0.49129682518327844,0.022291383494985606,0.24432032098780654,Stable
UPADACITINIBUM,0.6833333333333333,0.33816666666666667,5.588100756838523,3.1578947368421053,9.205175521716773,33,2,6,0.20258317434366901,0.1387851873660394,0.1864809071570058,Lumpy / volatile
URAPIDILUM,0.0,3199.9331666666667,0.21644866017766853,1.0,0.04685002249270784,0,0,0,0.4641440890304601,0.2634527057814472,0.19258331711776497,Stable
UREA PURA*,0.0,12593.148333333334,0.11839476515755239,1.0,0.014017320416711982,0,0,0,0.24330358888865966,0.07180915031310053,-0.1705774239735481,Stable
UROFOLLITROPINUM,0.6833333333333333,0.21383333333333335,3.4084036902270918,3.1578947368421053,2.9954516432586566,0,38,3,0.1761133876468005,0.16255730323874285,-0.028266167772320307,Potential discontinued
UROKINASUM,0.9833333333333333,0.0026666666666666666,7.681145747868606,60.0,0.0,0,59,0,0.18100046365462907,0.04331604222080432,,Potential discontinued
URSODESOXYCHOLIC ACID,0.0,67777.16566666667,0.1992659309208369,1.0,0.03970691122574774,0,0,0,0.38616521515803204,0.06090474115401778,0.002971737147915431,Stable
URTICA DIOICA*&,0.0,13192.3445,0.32007750116295475,1.0,0.10244960675072132,0,0,0,0.6911384183598036,0.7627641290113347,0.7915149063506811,Seasonal
URTICA DIOICA*&+FRANGULA ALNUS*&+ACHILLEA MILLEFOLIUM*&,0.0,1177.6591666666666,0.3828848659985356,1.0,0.14660082061071658,0,0,0,0.6167773011169249,0.9019192720823902,0.7921779952924626,Seasonal
USTECINUMAB,0.6333333333333333,0.03266666666666667,5.155495484848575,2.727272727272727,9.112349021241148,3,14,21,0.1924683684321925,0.024593355338079714,4.43959007123138e-05,Potential discontinued
VACCINIUM MYRTILLUS *&,0.0,1717.7018333333335,0.412638100575895,1.0,0.17027020204688245,0,0,0,0.7782747004153929,0.910004156443045,0.8899988412591354,Seasonal
VALACYCLOVIRUM,0.0,21322.21083333333,0.19290414244437035,1.0,0.03721200817219792,0,0,0,0.27253930334225596,0.11784490901763034,-0.25689703816399884,Stable
VALERIANA OFFICINALIS*&,0.0,638118.3991666666,0.2673714961861488,1.0,0.07148751697281978,0,0,0,0.39656506583167517,0.8116866817808198,0.6381428713116559,Stable
VALERIANA OFFICINALIS*&+CONVALLARIA MAJALIS/TRANSCAUCASICA UTKIN EX GROSSH./KEISKEI MIG.*&,0.0,317.97700000000003,0.7030109848507969,1.0,0.4942244448208875,0,0,0,0.07818412024494259,0.010629746510589233,0.08296255050026521,Stable
VALERIANA OFFICINALIS*&+MELISSA OFFICINALIS*&,0.0,508.3348333333334,0.38350122633615585,1.0,0.14707319060133542,0,0,0,0.28048555482405735,0.13194424569984942,0.05583642064888524,Stable
VALERIANA OFFICINALIS*&+PASSIFLORA INCARNATA&*,0.25,728.6465000000001,1.147656796493191,1.3333333333333333,0.7378370919027601,0,14,1,0.05606333701555333,0.6020161542207837,-0.13726243529616255,Potential discontinued
VALERIANA*&+ATROPA BELLADONNA*&+CONVALLARIA MAJALIS/TRANSCAUCASICA UTKIN EX GROSSH./KEISKEI MIG.*&+MENTHOLUM*,0.0,42086.14450000002,0.19863146673154278,1.0,0.03945445957592398,0,0,0,0.425285788079782,0.636405429155247,0.5007541997302235,Stable
VALGANCICLOVIRUM,0.13333333333333333,1.8943333333333334,2.747189380998423,1.1538461538461537,6.407442895727767,1,0,7,0.13052206601647653,0.2923131295922142,-0.08170870597823666,Lumpy / volatile
VALSARTANUM,0.0,108018.9075,0.17209221924888687,1.0,0.029615731926006948,0,0,0,0.5621228234645124,0.14759242244020632,0.2859213196584313,Seasonal
VANCOMYCINUM,0.0,6221.962833333333,0.49407291619756966,1.0,0.24410804651997073,0,0,0,0.13741715216037165,0.4537945784585342,0.3090778409914114,Stable
VARDENAFILUM,0.6166666666666667,0.8431666666666667,2.1445250038566726,2.608695652173913,1.1462785386638104,0,36,1,0.06479697583712296,0.5690624408053995,0.3720903204557731,Potential discontinued
VARENICLINUM,0.43333333333333335,58.842,1.0729027967589484,1.7647058823529411,0.21896823306613145,0,25,1,0.01753366732987771,0.7194773115872188,0.3140139845974099,Potential discontinued
VASELINUM*,0.0,70205.99649999998,0.17603594102513795,1.0,0.03098865253260584,0,0,0,0.4848952863814783,0.7031805401007645,0.6828063755483609,Stable
VEDOLIZUMABUM,0.7666666666666667,0.06866666666666667,3.8343184926825478,4.285714285714286,2.6637996041097183,11,1,34,0.1601747655102952,0.14812187098354535,0.10679790161927484,Lumpy / volatile
VEMURAFENIBUM,0.05,4.989333333333333,1.7110093956642367,1.0526315789473684,2.7311754944487316,0,1,2,0.12576351738260616,0.0017801052855270783,0.01095957195126415,Lumpy / volatile
VENETOCLAXUM,0.5666666666666667,0.7496666666666667,2.715088678093539,2.3076923076923075,2.6277394962950775,26,0,8,0.17278794454845725,0.33609606608006315,-0.030357945502032108,Lumpy / volatile
VENLAFAXINUM,0.0,7161.296166666667,0.3649701181189847,1.0,0.13320318711978565,0,0,0,0.29246924451507206,0.8414679172870471,0.5559503198124971,Stable
VERAPAMILUM,0.0,17748.715666666667,0.2016272042393026,1.0,0.04065352948935745,0,0,0,0.45133786133270815,0.8140290398444603,0.7447905817159228,Stable
VERATRUM LOBELIANA/ALBA*&,0.0,10953.767166666667,0.3671302304379956,1.0,0.13478460610145576,0,0,0,0.5194352551512766,0.7977533721426326,0.6497584200129152,Seasonal
VILANTEROLUM+UMECLIDINII BROMIDUM*,0.0,1048.196,0.23512832186781193,1.0,0.05528532774437337,0,0,0,0.1868694845473401,0.34302626475462006,0.33983075798941115,Stable
VILDAGLIPTINUM,0.0,4340.848333333333,0.6650817655581072,1.0,0.44233375487788895,0,0,0,0.047520328435353476,0.7985880069500886,0.7688333326424994,Stable
VINCAMINUM,0.0,7269.135833333333,0.18746223572517626,1.0,0.03514208982308155,0,0,0,0.376497043498737,0.5247876868655099,0.39575279408412983,Stable
VINCRISTINUM,0.0,664.5055000000001,0.5512280837987131,1.0,0.3038524003684011,0,0,0,0.09858176117755313,0.45073567909438694,0.23969023751580149,Stable
VINILINUM*,0.0,3319.0021666666667,0.48108529609490047,1.0,0.23144306211871804,0,0,0,0.35483305554316413,0.39204432748712137,0.38834001373520005,Stable
VINORELBINUM,0.0,34.14233333333333,0.8137726839160294,1.0,0.6622259810878979,0,0,0,0.18397415690845287,0.02951956569023495,-0.24109711746912185,Stable
VINPOCETINUM,0.0,85415.60366666668,0.13541670325169436,1.0,0.018337683519557453,0,0,0,0.47355297758223247,0.48682583208731356,0.32943521788074204,Stable
VIOLA TRICOLOR/ARVENSIS MURR.*&,0.0,1939.169,0.5453849522392913,1.0,0.297444746129054,0,0,0,0.7267212050031363,0.806210490386712,0.7773126256183793,Seasonal
VIRIDE NITENS*,0.0,157976.05916666667,0.3308965778271785,1.0,0.10949254521773799,0,0,0,0.6763229315055621,0.6282332835491906,0.5213172819253664,Seasonal
VITAMIN C+ACIDUM FOLICUM+CALCII PANTOTHENAS+CYANOCOBALAMINUM+NICOTINAMIDUM+PYRIDOXINUM+RIBOFLAVINUM+THIAMINUM,0.0,5060.126166666667,0.7864698343362979,1.0,0.6185348003209639,0,0,0,0.258089455721527,0.7143100554706113,0.6002407735435727,Stable
VITAMIN C+ALOE ARBORESCENS MILL.+ARONIA MELANOCARPA,0.0,890.9951666666667,0.8577820563704903,1.0,0.7357900562311871,0,0,0,0.24911510071741294,0.7093955101760984,0.8073720190925759,Stable
VITAMIN C+AMBROXOLUM,0.0,299.4365,1.0158255746913487,1.0,1.031901598197009,0,0,0,0.36934169063381317,0.23560625669409396,0.17064916577904177,Lumpy / volatile
VITAMIN C+CHLORHEXIDINUM,0.0,6646.0105,0.6089292614431163,1.0,0.3707948454416592,0,0,0,0.6874267224105512,0.7824515563516621,0.7580209085530593,Seasonal
VITAMIN C+CHLORHEXIDINUM+TETRACAINUM,0.6833333333333333,70.88166666666666,2.7766036338023206,3.1578947368421053,1.7580171174273471,0,41,0,0.019949011331800492,0.6206432954902046,0.8977874837815459,Potential discontinued
VITAMIN C+CHLORPHENAMINUM+COFFEINUM*+PARACETAMOLUM,0.0,5002.5093333333325,0.9851587968954244,1.0,0.9705378551004401,0,0,0,0.5466517155246786,0.6915580261106704,0.5290782421979205,Seasonal
VITAMIN C+CHLORPHENAMINUM+PARACETAMOLUM,0.0,34464.68233333333,0.5439909366435832,1.0,0.29592613915036303,0,0,0,0.48350562373960826,0.04228516863314513,0.44594497948754036,Stable
VITAMIN C+COFFEINUM*+PARACETAMOLUM+PHENIRAMINUM+PHENYLEPHRINUM,0.6666666666666666,11.097833333333334,2.529510769194854,3.0,1.4661415771575812,0,39,1,0.1414364177515708,0.5185203142091587,0.19292569915036611,Potential discontinued
VITAMIN C+COFFEINUM*+PARACETAMOLUM+PHENYLEPHRINUM+THERPINI HYDRAS,0.7833333333333333,29.706166666666665,2.2336194982757847,4.615384615384615,0.2976288136668498,0,47,0,0.06550236305021429,0.5307545172514658,0.6373887867190415,Potential discontinued
VITAMIN C+DEQUALINII CHLORIDUM,0.0,10689.715333333334,0.6781486415350977,1.0,0.45988558001589835,0,0,0,0.49083095265423893,0.541131245055253,0.6140135435490711,Stable
VITAMIN C+DEXTROSUM*,0.08333333333333333,1922.2200000000003,1.5940579331388576,1.0909090909090908,2.245935636352683,0,0,5,0.13729700019749902,0.7844206457895798,0.2384117483141578,Lumpy / volatile
VITAMIN C+FERRI SULFAS*,0.0,31370.192333333332,0.1899770903496631,1.0,0.03609129485772405,0,0,0,0.11236093263827918,0.2361054901476296,-0.4317053391072964,Stable
VITAMIN C+GINKGO BILOBA+PYRIDOXINUM+RIBOFLAVINUM+THIAMINUM+ZINCI OXYDUM*,0.7,1.4449999999999998,2.3207790702928874,3.3333333333333335,0.9158046479328554,0,37,5,0.13179954588597365,0.3654401309335591,0.3469506227980785,Potential discontinued
VITAMIN C+METHIONINUM+VITAMIN PP+VITAMIN B6+RETINOLUM+VITAMIN B2+RUTOSIDUM+THIAMINUM+TOCOPHEROL*+VITAMIN B9+VITAMIN B12,0.0,6444.604166666668,0.4707298947145918,1.0,0.2215866337780107,0,0,0,0.6721295036829809,0.6651951703565353,0.6596574877716136,Seasonal
VITAMIN C+NICOTINAMIDUM+PYRIDOXINUM+RETINOLUM+RIBOFLAVINUM+THIAMINUM,0.0,5373.954333333333,0.8404809811234388,1.0,0.7064082796302183,0,0,0,0.3802549443634755,0.735706964593429,0.3598696585824992,Stable
VITAMIN C+PARACETAMOLUM,0.0,3753.1594999999998,0.9677638399433391,1.0,0.936566849901877,0,0,0,0.509626571386609,0.5179783883920246,0.27646261282653695,Seasonal
VITAMIN C+PARACETAMOLUM+PHENIRAMINUM,0.0,162052.64316666668,0.5869327275572276,1.0,0.3444900266777668,0,0,0,0.8035613524656238,0.07865618747428782,0.5654881609449652,Seasonal
VITAMIN C+PARACETAMOLUM+PHENIRAMINUM+PHENYLEPHRINUM,0.0,188257.61016666665,0.6006917121675541,1.0,0.3608305330667877,0,0,0,0.826862028853995,0.152312238495926,0.6704995663834291,Seasonal
VITAMIN C+PARACETAMOLUM+PHENYLEPHRINUM,0.0,61635.77516666665,0.619312450634939,1.0,0.3835479115114538,0,0,0,0.8294356252802475,0.12113724130053816,0.5455827814736354,Seasonal
VITAMIN C+PROPOLIS*,0.0,409.394,0.895667723668378,1.0,0.8022206712212939,0,0,0,0.2347828033753161,0.7961278504056127,0.8588146373632992,Stable
VITAMIN C+RETINOLUM+RIBOFLAVINUM+THIAMINUM,0.0,43819.99833333333,0.7120244475966107,1.0,0.5069788139752585,0,0,0,0.6009223689479293,0.7281303811627918,0.5688065812751989,Seasonal
VITAMIN C+RUTOSIDUM,0.0,113231.43366666666,0.21719329712475946,1.0,0.04717292831592404,0,0,0,0.31011927552054575,0.1758331514802992,0.12152833450316919,Stable
VITAMIN C+SALVIA+SALVIA,0.0,16613.050666666666,0.4513139377729349,1.0,0.20368427042811255,0,0,0,0.5682322141404281,0.027242886884730755,0.4822015724790515,Seasonal
VITAMIN C+VITAMIN B5+VITAMIN D3+VITAMIN PP+PYRIDOXINUM+RETINOLUM+VITAMIN B2+THIAMINUM+TOCOPHEROL*+VITAMIN B9+VITAMIN B12,0.0,1738.4853333333335,0.6025749065634075,1.0,0.36309651801989923,0,0,0,0.8154298104894575,0.622126591865955,0.7652181111410973,Seasonal
VITAMIN C+VITAMIN B5+VITAMIN PP+PYRIDOXINUM+RETINOLUM+VITAMIN B2+RUTOSIDUM+THIAMINUM+TOCOPHEROL*+VITAMIN B9+VITAMIN B12,0.0,52598.89066666667,0.5824378188332686,1.0,0.33923381280725545,0,0,0,0.591515631106091,0.4916035089885238,0.5119440118521446,Seasonal
VOGLIBOSUM,0.0,2986.7349999999997,0.2868297698269925,1.0,0.08227131685900552,0,0,0,0.39123260164251394,0.8298543710703434,0.7334013531269452,Stable
VORICONAZOLUM,0.0,55.07816666666666,1.0571658143707083,1.0,1.1175995590740828,0,0,0,0.2258906506030326,0.1867833598111388,-0.038266584913844916,Lumpy / volatile
VORTIOXETINE,0.0,2942.3140000000003,0.22104913107424207,1.0,0.04886271834867745,0,0,0,0.270833706435168,0.5227079393079426,0.11969737261207351,Stable
WARFARINUM,0.0,31924.905166666664,0.16703942257754964,1.0,0.027902168695041196,0,0,0,0.3351061971491356,0.1760609123234903,0.277160765724283,Stable
XANTINOL NICOTINAT,0.0,3732.602333333333,0.22129281581861301,1.0,0.048970510332930574,0,0,0,0.3714752752570232,0.7446113505832769,0.5764813337123785,Stable
XEROFORMIUM*,0.0,3364.910166666667,0.3017170858265253,1.0,0.09103319987965083,0,0,0,0.14935623332953107,0.28016753702852837,0.3645941279409746,Stable
XEROGEL POLYMETHYLSILOXANE*,0.0,103815.34833333334,0.18768400383096276,1.0,0.03522528529402085,0,0,0,0.3422594840246803,0.01817926745712417,-0.11226466671166428,Stable
XIPAMIDUM,0.0,2650.2691666666665,0.4081964163837305,1.0,0.16662431434851985,0,0,0,0.20657657640323168,0.45340231313525514,0.7335605404404609,Stable
XYLOMETAZOLINUM,0.0,1438657.4039999996,0.2734980085369322,1.0,0.07480116067366785,0,0,0,0.7255185829330244,0.003473338042229157,0.5372265430647821,Seasonal
YOHIMBINUM*,0.0,1258.4548333333335,0.16712337165072888,1.0,0.02793022135190764,0,0,0,0.20909388058217615,0.10085050751890634,-0.16423218157608047,Stable
ZALEPLONUM,0.0,1843.3296666666668,0.26941710893522886,1.0,0.07258557858701699,0,0,0,0.12802054284993047,0.07590248123625143,-0.23680968015843917,Stable
ZANAMIVIRUM,0.95,0.089,4.430144869265731,20.0,0.03130917813407398,0,47,10,0.28344860834477625,0.10050946297554142,0.4091998526396844,Potential discontinued
ZEA MAYS*&,0.0,5711.229,0.3816318088222139,1.0,0.14564283750491486,0,0,0,0.6937291861292612,0.8296553198611876,0.8707861312978286,Seasonal
ZINCI HYALURONAS*,0.0,2302.1553333333336,0.2030077157016999,1.0,0.041212132634422215,0,0,0,0.22722416076435514,0.6290867723128933,0.4300327298047707,Stable
ZINCI OXYDUM*,0.0,98673.4575,0.2048846758340969,1.0,0.04197773039164298,0,0,0,0.703336927262151,0.6934996599058914,0.6736640942107985,Seasonal
ZINCI SULFAS*,0.0,3519.716833333333,0.6457791066575491,1.0,0.41703065459542227,0,0,0,0.1458668913447222,0.08952857652576729,0.07256162517893479,Stable
ZIPRASIDONUM,0.3,18.3925,0.9599849358702582,1.4285714285714286,0.34509975396847675,0,17,1,0.11689138388674136,0.6641112466114691,0.1030127279969056,Potential discontinued
ZOFENOPRILUM,0.0,2848.1569999999997,0.19141013192160855,1.0,0.03663783860224759,0,0,0,0.2073796622353663,0.2187560425458499,0.26117915236652206,Stable
ZOLEDRONIC ACID,0.0,2543.6623333333337,0.22343819814654392,1.0,0.049924628390974224,0,0,0,0.0679989690198658,0.07262920106503801,-0.15861503818119452,Stable
