INN,market_level,market,market_sales_2022,market_sales_2023,market_growth,peer_share_2022,peer_share_2023,share_change_12m,share_change_3m,share_change_6m
AETHONIUM*,ATC4,D08A J Quaternary ammonium compounds,1318750.4900000002,1537303.3399999999,0.16572721804258794,0.16292894040934155,0.1470858379843239,-0.015843102425017658,-0.01579899645731697,-0.01414253395732143
AFATINIBUM,ATC4,L01E B Epidermal growth factor receptor (EGFR) tyrosine kinase inhibitors,161.35,184.04999999999998,0.1406879454601797,0.0,0.0,0.0,0.0,0.0
AGOMELATINUM,ATC4,N06A X Other antidepressants,655335.08,916297.5800000001,0.39821231605669594,0.057453112383362724,0.04786805177418453,-0.009585060609178193,-0.0011381196894732215,-0.003640425952781884
ALANINUM,ATC4,G02C X Other gynecologicals,571289.4099999999,711299.43,0.2450772192679016,0.13419272028865373,0.1300455702600521,-0.004147150028601637,-0.02749335716824866,0.004095401269420512
ALBENDAZOLUM,ATC3,P02C ANTINEMATODAL AGENTS,2914516.03,3461864.4299999997,0.18780078557330837,0.807344998545093,0.8122985162651214,0.004953517720028389,-0.009345454508228213,-0.003940613276314675
ALBUMINUM HUMANUM*,ATC4,B05A A Plasma substitutes and plasma protein fractions,120761.74999999999,128893.16999999998,0.06733440017224002,0.465564386074233,0.5151167435791982,0.04955235750496523,-0.006761524525361606,0.014951649689250446
ALCLOMETASONUM,ATC4,"D07A B Corticosteroids, moderately potent (group II)",287924.73000000004,333424.15,0.1580253978183812,0.028161040560843793,0.033834111896213874,0.005673071335370081,0.007314776010205595,0.004865575593854615
ALECTINIBUM,ATC3,L01E PROTEIN KINASE INHIBITORS,6155.750000000001,4289.37,-0.3031929496811925,0.042527717987247686,0.00441090416541357,-0.038116813821834114,0.002597022568491898,-0.005038875236517236
ALFA-BROMISOVALERIC ACID ETHYL ETHER*+DOXYLAMINUM+GUAIFENESINUM,ATC4,N05C M Other hypnotics and sedatives,15376132.950000001,11851098.07,-0.22925366810125047,0.06212444982793935,0.07113982139209485,0.009015371564155501,-0.0006006434367100827,-0.00018990243465911993
ALFA-BROMISOVALERIC ACID ETHYL ETHER*+DOXYLAMINUM+MENTHOL SOLITION IN ISOVALERAT,ATC3,N05C HYPNOTICS AND SEDATIVES,27563158.580000002,22118135.91,-0.19754712269989783,0.01742864587183317,0.014266833845492904,-0.0031618120263402667,0.0011493446310212336,-0.005434102531442955
ALFA-BROMISOVALERIC ACID ETHYL ETHER*+HUMULUS LUPULUS*&+MENTHA PIPERITA+MENTHOL SOLITION IN ISOVALERAT,ATC4,N05C M Other hypnotics and sedatives,15376132.950000001,11851098.07,-0.22925366810125047,0.007358813192363819,0.0041395556521624495,-0.0032192575402013694,3.37061769170241e-06,0.0002035081417271602
ALFA-BROMISOVALERIC ACID ETHYL ETHER*+HUMULUS LUPULUS*&+MENTHA PIPERITA+PHENOBARBITALUM,ATC4,"N05C B Barbiturates, combinations",10577981.81,8833452.629999999,-0.1649207959831046,0.038890208679608226,0.03954786929105885,0.0006576606114506237,0.0006325467408898264,0.0003112207549113913
ALFA-BROMISOVALERIC ACID ETHYL ETHER*+MENTHA PIPERITA+PHENOBARBITALUM,ATC4,"N05C B Barbiturates, combinations",10577981.81,8833452.629999999,-0.1649207959831046,0.6906703775093749,0.6859154821776636,-0.004754895331711251,-0.010398631176006368,-0.0065523830536581285
ALFA-BROMISOVALERIC ACID ETHYL ETHER*+MENTHA PIPERITA+VALERIANA OFFICINALIS*&,ATC3,N05C HYPNOTICS AND SEDATIVES,27563158.580000002,22118135.91,-0.19754712269989783,0.0004437532064585321,0.00012236655073524232,-0.0003213866557232898,-9.20696727687369e-06,5.710077217312403e-06
ALFA-BROMISOVALERIC ACID ETHYL ETHER*+MENTHOL SOLITION IN ISOVALERAT+PHENOBARBITALUM,ATC4,"N05C B Barbiturates, combinations",10577981.81,8833452.629999999,-0.1649207959831046,0.21184858607730958,0.21849929702968252,0.006650710952372935,0.0054029598904536125,0.003344838565418451
ALFA-BROMISOVALERIC ACID ETHYL ETHER*+PASSIFLORA INCARNATA*,ATC4,N05C M Other hypnotics and sedatives,15376132.950000001,11851098.07,-0.22925366810125047,0.0068574276993358056,0.005746772121682391,-0.0011106555776534141,-0.0009915031268433747,-0.0009979562929774465
ALFA-BROMISOVALERIC ACID ETHYL ETHER*+PHENOBARBITALUM,ATC4,"N05C B Barbiturates, combinations",10577981.81,8833452.629999999,-0.1649207959831046,0.05859082773370736,0.05603735150159514,-0.0025534762321122173,0.0043631245446627415,0.0028963237333281544
ALFACALCIDOLUM,ATC4,A11C C Vitamin D ans analogues,552606.71,574280.78,0.0392215107196221,0.002035679226551556,1.7761346636047962e-06,-0.0020339030918879513,-5.956935622943474e-06,3.5379370913162372e-06
ALFUZOSINUM,ATC4,G04C A Alpha-adrenoreceptor antagonists,1562024.02,1706640.6100000003,0.09258282084548242,0.0015589773068918622,0.00036838453058960077,-0.0011905927763022615,0.0013535466829048511,0.0007160963187025566
ALLANTOINUM*+ALLIUM CEPA&+HEPARIN SODIUM,ATC4,D11A X Other dermatologicals,440579.11000000004,447535.11,0.01578831098006428,0.1216253081086845,0.16237311526239812,0.04074780715371362,-0.03156487579875519,-0.015042337706213826
ALLANTOINUM*+DEXPANTHENOLUM,ATC4,D03A X Other cicatrizants,7400679.880000001,7192421.180000001,-0.028140482141757017,7.864142341473631e-06,2.292691096268642e-06,-5.57145124520499e-06,-7.713867627639174e-07,-2.804351617581156e-06
ALLANTOINUM*+GLUCOSAMINUM+IBUPROFENUM,ATC4,M09A X Other drugs for disorders of the musculo-skeletal system,1068514.05,1146762.2600000002,0.07323086673497659,0.037169132216838895,0.025746251886594164,-0.01142288033024473,-0.0030859207274136387,-0.005931604148753801
ALLANTOINUM*+POVIDONUM,ATC4,R02A A Antiseptics,18484720.71,17863042.12,-0.03363202505211127,0.002560352993291182,0.002571569819486044,1.1216826194861747e-05,-0.00010549058423373406,8.993945497076314e-05
ALLIUM SATIVUM+CARBO ACTIVATUS MEDICINALIS*+CHOLE MEDICATA CONSERVATA*+URTICA DIOICA,ATC4,A05A X Other drugs for bile therapy,3207521.7300000004,3228962.3000000003,0.006684466016072754,0.6073208239808245,0.6281928872319135,0.020872063251088924,-0.002577948502922811,0.006764571122052199
ALLOFERONUM*,ATC4,L03A X Other immunostimulants,848606.88,779247.1599999999,-0.0817336291216495,0.015591589358785306,0.0015257675112989825,-0.014065821847486323,0.0,-0.003170966867923516
ALLOPURINOLUM,ATC3,M04A ANTIGOUT PREPARATIONS,581118.9,724437.0900000001,0.2466245548028123,0.6651879503488872,0.5615326791177959,-0.1036552712310913,-0.010921486032625216,-0.047912783025865435
ALOE ARBORESCENS MILL.*&,ATC4,A16A X Various alimentary tract and metabolism products,4174316.6599999997,4368090.35,0.04642045771391001,0.03625639411840883,0.04571348209406887,0.009457087975660042,-0.0030394284606199418,-0.00042092123986565977
ALOE ARBORESCENS MILL.*&+CALENDULA OFFICINALIS*&+EUCALYPTUS VIMINALIS*&+LEVOMENTHOLUM+MATRICARIA CHAMOMILLA*&,ATC4,M02A X Other topical products for joint and muscular pain,10598498.84,10621141.750000002,0.002136426143157566,7.850262688711112e-05,1.2198311918772762e-05,-6.630431496833836e-05,0.0,-2.505338782967293e-05
ALPROSTADILUM,ATC3,C01E OTHER CARDIAC PREPARATIONS,30575224.03000001,24263760.200000003,-0.20642412378752417,0.00013752311335067587,0.00030714406747227904,0.00016962095412160317,-7.810599196742538e-06,5.545049456551855e-05
ALTEPLASUM,ATC4,B01A D Enzymes,112354.15000000001,115863.57999999999,0.031235428330862458,0.007464254769405491,0.0012475878960411895,-0.006216666873364301,-0.0016376107539374648,-0.0002666234625705256
ALTHAEA OFFICINALIS*&,ATC4,R05C A Expectorants,9092569.22,8457153.12,-0.06988300937015046,0.2205679584587204,0.20107519349253547,-0.019492764966184933,-0.0021981134663735524,0.0005885286458724992
ALTHAEA OFFICINALIS*&+AMMONIUM CHLORIDE+ANISUM VULG.*&+GLYCYRRHIZA GLABRA/URALENSIS*&+NATRII HYDROCARBONAS*,ATC4,R05C A Expectorants,9092569.22,8457153.12,-0.06988300937015046,0.014584822704269718,0.015465788326651464,0.000880965622381746,0.003770947445466591,0.0010315913239993136
ALTHAEA OFFICINALIS*&+ASCORBIC ACID,ATC4,R05C A Expectorants,9092569.22,8457153.12,-0.06988300937015046,0.13876762436129134,0.12953572490124196,-0.009231899460049375,0.013538386319614487,0.00099459762804871
ALTHAEA OFFICINALIS*&+GLYCYRRHIZA GLABRA/URALENSIS*&,ATC4,R05C A Expectorants,9092569.22,8457153.12,-0.06988300937015046,0.0003373545942606527,0.0004109432513148114,7.358865705415867e-05,-4.3759194524480114e-05,-8.38299968550281e-06
ALTHAEA OFFICINALIS*&+ORIGANUM VULGARE*&+TUSSILAGO FARFARA*&,ATC4,R05C A Expectorants,9092569.22,8457153.12,-0.06988300937015046,0.012321936439434663,0.01110184936559361,-0.001220087073841053,0.001398053898711558,-0.00042192544560935505
ALUMINII HYDROXYDUM*+BENZOCAINUM+MAGNESII HYDROXIDE*,ATC3,A02A ANTACIDS,1973970.8899999997,2096081.9700000002,0.06186062855263308,0.2690589221404375,0.25579984355287405,-0.013259078587563422,0.019793375447818895,0.013104644734084708
ALUMINII HYDROXYDUM*+CALCII CARBONAS*+DIHYDROXYALUMINUM AMINOACETATE+MAGNESII TRISILICAS*,ATC4,"A02A D Combinations and complexes of aluminium, calcium and magnesium compounds",1316622.39,1325931.85,0.007070713722254318,0.032744574547300544,0.04336255290948776,0.010617978362187218,-0.003985087081597345,0.004300632174072942
ALUMINII HYDROXYDUM*+MAGNESII HYDROXIDE*,ATC4,"A02A D Combinations and complexes of aluminium, calcium and magnesium compounds",1316622.39,1325931.85,0.007070713722254318,0.4099075058263289,0.36168490861728675,-0.04822259720904215,-0.006113639938736093,-0.06851030642994216
ALUMINII HYDROXYDUM*+MAGNESII HYDROXIDE*+SIMETICONUM,ATC3,A02A ANTACIDS,1973970.8899999997,2096081.9700000002,0.06186062855263308,0.06293465148313308,0.05727484502908061,-0.005659806454052473,0.003504670463988578,-0.005067860153424607
ALUMINII PHOSPHAS*,ATC3,A02A ANTACIDS,1973970.8899999997,2096081.9700000002,0.06186062855263308,1.1955596771743684e-05,0.054320971999010134,0.05430901640223839,0.0026397101852068255,0.06859707115980357
ALVERINUM+SIMETICONUM,ATC4,A03A X Other drugs for functional gastrointestinal disorders,2066793.24,2262930.23,0.09489918304551836,0.047502845519274105,0.056016897171416544,0.008514051652142439,-0.0029152858414163915,-0.0010244472821805614
AMANTADINUM,ATC3,N04B DOPAMINERGIC AGENTS,546079.73,586880.1000000001,0.07471504206904012,0.17214726135320937,0.15027764614952865,-0.02186961520368072,0.0008744376532049125,-0.0038440627367069824
AMBAZONUM,ATC4,R02A A Antiseptics,18484720.71,17863042.12,-0.03363202505211127,0.03006918680136228,0.029932057283868732,-0.00013712951749354774,-0.0018701368017756716,-0.0038650111112238338
AMBROXOLUM,ATC4,R05C B Mucolytics,10160495.080000002,9664395.7,-0.04882629990900034,0.36164389048648593,0.38092288170692346,0.019278991220437525,-0.008176904199377277,0.02777918039897781
AMBROXOLUM+CARBOCISTEINUM,ATC3,"R05C EXPECTORANTS, EXCL. COMBINATIONS WITH COUGH SUPRESSANTS",19253064.299999997,18121548.82,-0.05877066956037735,0.00790057767583522,0.007555489950665266,-0.0003450877251699536,0.0002703143284306878,2.7168357484420695e-05
AMBROXOLUM+GLYCYRRHIZA GLABRA/URALENSIS*&+KETOTIFENUM+THEOBROMINUM,ATC4,R05F B Other cough suppressants and expectorants,1518375.1899999997,1639695.17,0.07990118700503812,0.025051146943463953,0.03137133105051471,0.00632018410705076,0.008637125340196238,0.008158385804623108
AMBROXOLUM+LORATADINUM,ATC4,R05C B Mucolytics,10160495.080000002,9664395.7,-0.04882629990900034,0.06703145807733611,0.06591857367760717,-0.001112884399728939,-0.001463128500311231,-0.003305182640388482
AMBROXOLUM+SALBUTAMOLUM,ATC4,R05C B Mucolytics,10160495.080000002,9664395.7,-0.04882629990900034,0.005778584560861771,0.005914857149319745,0.00013627258845797397,-0.003615869004705033,-0.0005797890957306914
AMIKACINUM,ATC4,J01G B Other aminoglycosides,277438.55,250758.02000000002,-0.09616734949054473,0.6598532179468211,0.7293363538282844,0.06948313588146338,0.02331807274397213,0.016447145877610314
AMIKACINUM+BENZALKONII CHLORIDUM+LIDOCAINUM+NIMESULIDUM,ATC4,"D06C ANTIBIOTICS AND CHEMOTERAPEUTICS, COMBINATIONS",507913.87000000005,578767.38,0.1394990650678627,0.4280584816476857,0.42555665455782943,-0.0025018270898562456,0.003578961647533352,0.022165321733312537
AMINOCAPRONIC ACID,ATC3,B02A ANTIFIBRINOLYTICS,522343.02,486314.50000000006,-0.06897482807370525,0.39629904502217717,0.3556726151492501,-0.04062642987292708,0.06190549906329934,-0.012979188009822007
AMINOPHYLLINUM,ATC4,R03D A Xanthines,686494.7699999999,531321.5499999999,-0.2260370024377607,0.7885583891629648,0.7684826824735418,-0.020075706689423045,-0.06305990731489963,0.04171090202995087
AMINOPHYLLINUM+ATROPA BELLADONNA*&+COFFEINUM*+CYTISINUM*+EPHEDRINUM*+PARACETAMOLUM+PHENOBARBITALUM,ATC4,R03D A Xanthines,686494.7699999999,531321.5499999999,-0.2260370024377607,0.03309497900471988,0.040945977064171406,0.007850998059451525,-0.00029033329546165887,0.005128165077034091
AMINOPHYLLINUM+KALII CHLORIDUM*+MAGNESII CHLORIDUM*,ATC4,R03D A Xanthines,686494.7699999999,531321.5499999999,-0.2260370024377607,0.030198059629791506,0.007817525940741536,-0.02238053368904997,0.014082814195064356,0.0016037137534896271
AMINOPHYLLINUM+SALBUTAMOLUM,ATC3,R03D OTHER SYSTEMIC DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,1194485.0699999998,1154563.03,-0.03342196650478002,0.0,0.0,0.0,0.0,0.0
AMIODARONUM,ATC3,"C01B ANTIARRHYTHMICS, CLASS I AND III",1886735.6599999997,1864637.76,-0.0117122395407524,0.7279866592440406,0.7049575891887977,-0.023029070055242906,-0.009988916883645116,-0.035840482286736086
AMISULPRIDUM,ATC4,N05A L Benzamides,515034.4699999999,552561.63,0.07286339494908001,0.10719670860088258,0.12324107629405971,0.01604436769317713,-0.00316940773245325,0.013462387223645914
AMITRIPTYLINE,ATC4,N06A A Non-selective monoamine reuptake inhibitors,502033.18000000005,564914.6799999999,0.12525367347233884,0.8348953947625533,0.7607640325438171,-0.07413136221873617,-0.021102494167206443,-0.1462293580601043
AMLODIPINUM,ATC4,C08C A Dihydropyridine derivatives,7438871.050000002,7170046.41,-0.036137827661362865,0.6718911131010934,0.6513797335378754,-0.020511379563218024,-0.025882282885853147,-0.003535205755733073
AMLODIPINUM+ATENOLOLUM,ATC4,"C07F X Beta blocking agents, other combinations",1005653.4400000002,980105.8400000001,-0.025403980122615688,0.009813291147296229,0.007669692081418472,-0.0021435990658777567,0.00040287995488144743,0.00017933025059716726
AMLODIPINUM+ATORVASTATINUM,ATC4,C10B X Lipid modifying agents in combination with other drugs,189243.58999999997,257965.52999999997,0.3631401200960096,0.005361291233166736,0.003627034976339669,-0.0017342562568270666,3.8612640770794866e-05,-0.0003862964802490241
AMLODIPINUM+BISOPROLOLUM,ATC3,"C07F BETA BLOCKING AGENTS, OTHER COMBINATIONS",1160732.23,1134651.87,-0.0224688858687071,0.13360427667283778,0.13620568042601472,0.0026014037531769396,-0.006647698946679131,0.005292229505730772
AMLODIPINUM+HYDROCHLOROTHIAZIDUM+OLMESARTANUM MEDOXOMILUM,ATC4,C09D B Angiotensin II receptor blockers (ARBs) and calcium channel blockers,1388820.68,1486692.5300000003,0.07047119286847048,0.002299418525363548,0.0011438074556007888,-0.0011556110697627591,0.00047491261671786826,0.0004719899063214321
AMLODIPINUM+HYDROCHLOROTHIAZIDUM+VALSARTANUM,ATC3,"C09D ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), COMBINATIONS",5102560.29,5598307.46,0.0971565531467733,0.17308149238938242,0.200454637052035,0.027373144662652588,0.006267311100787848,0.01998669506805187
AMLODIPINUM+INDAPAMIDUM+PERINDOPRILUM,ATC3,"C09B ACE INHIBITORS, COMBINATIONS",17690370.889999997,18325233.16,0.03588744825914736,0.24135368368186882,0.27713163459689366,0.035777950915024836,-0.0014618491122510013,0.02069780469727145
AMLODIPINUM+LISINOPRILUM,ATC4,C09B B ACE inhibitors and calcium channel blockers,1550299.1600000001,1529683.78,-0.0132976786235246,0.31833786841502254,0.2827537531972784,-0.03558411521774413,-0.007097273425117512,-0.012855675421304502
AMLODIPINUM+OLMESARTANUM MEDOXOMILUM,ATC4,C09D B Angiotensin II receptor blockers (ARBs) and calcium channel blockers,1388820.68,1486692.5300000003,0.07047119286847048,0.029076669566873093,0.03544784744428627,0.006371177877413179,-7.889527472138697e-05,0.0043938585438509925
AMLODIPINUM+PERINDOPRILUM,ATC4,C09B B ACE inhibitors and calcium channel blockers,1550299.1600000001,1529683.78,-0.0132976786235246,0.5320291084980011,0.5522438304209514,0.020214721922950263,0.0066787201127159745,0.005638380031866563
AMLODIPINUM+RAMIPRILUM,ATC4,C09B B ACE inhibitors and calcium channel blockers,1550299.1600000001,1529683.78,-0.0132976786235246,0.10341009279783134,0.11365586945035135,0.010245776652520008,-0.0019361791088646635,0.0019256929127348388
AMLODIPINUM+TELMISARTANUM,ATC4,C09D B Angiotensin II receptor blockers (ARBs) and calcium channel blockers,1388820.68,1486692.5300000003,0.07047119286847048,0.017866050208872174,0.04264000707664819,0.024773956867776014,0.010091764244238376,0.01966425884976159
AMLODIPINUM+VALSARTANUM,ATC4,C09D B Angiotensin II receptor blockers (ARBs) and calcium channel blockers,1388820.68,1486692.5300000003,0.07047119286847048,0.9507578616988913,0.9207683380234647,-0.02998952367542662,-0.010487781586234868,-0.02453010729993399
AMMONIUM FERRIC CITRATE+CYANOCOBALAMINUM+FOLIC ACID,ATC4,B03A E Iron in other combinations,424029.04,611026.14,0.44100069183940804,0.04455539177222391,0.050090312011855986,0.005534920239632077,-0.00017909491664323818,0.011313752053068081
AMMONIUM*,ATC3,R07A OTHER RESPIRATORY SYSTEM PRODUCTS,2592241.46,3087975.0099999993,0.19123741273700623,0.9141220895371376,0.9168772612573703,0.002755171720232763,-0.13762603553310637,-0.09235415495444199
AMMONIUM*+ANISUM VULGARE GAERTN.*&,ATC4,R05C A Expectorants,9092569.22,8457153.12,-0.06988300937015046,0.0028832994685741857,0.005530222680891937,0.0026469232123177513,-0.002708061889560707,-0.0028301929199151315
AMMONIUM*+ANISUM VULGARE GAERTN.*&+GLYCYRRHIZA GLABRA/URALENSIS*&,ATC4,R05C A Expectorants,9092569.22,8457153.12,-0.06988300937015046,0.0011332429537445961,0.0014112514968866972,0.0002780085431421011,0.00020441111558351828,0.00025936199136204026
AMMONIUM*+GLYCEROLUM+SPIRITUS AETHYLICUS*,ATC4,D02A X Other emollientsand protectives,1295943.73,1166307.07,-0.10003263027477272,0.14073506108170297,0.10683313443345585,-0.03390192664824712,0.0341187871287246,0.12011774152289945
AMOROLFINUM,ATC4,D01A E Other antifungals for topical use,3596177.9400000004,3618248.29,0.006137168507295732,0.042899948938566704,0.045901957712249745,0.0030020087736830417,-0.001772541947656324,-0.005413121193330109
AMOXICILLINUM,ATC3,"J01C BETA-LACTAM ANTIBACTERIALS, PENICILLINS",4447826.4,4747062.100000001,0.06727683886223623,0.21926882982663168,0.22546489754157628,0.006196067714944603,0.020134011224078235,0.00013758708367900274
AMOXICILLINUM+ACIDUM CLAVULANICUM,ATC4,"J01C R Combinations of penicillins, incl. beta-lactamase inhibitors",2235560.75,2576689.67,0.15259210468782824,0.979407269518397,0.9906065909753113,0.01119932145691438,-0.0014813925847692033,-0.0011388053316300217
AMOXICILLINUM+CLARITHROMYCINUM+OMEPRAZOLUM,ATC3,A02B DRUGS FOR TREATMENT OF PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE,19943594.57,21210444.729999997,0.0635216563169434,0.0017980454764128313,0.0015239642738033247,-0.00027408120260950667,0.0002510980179178273,0.00061776443818665
AMPICILLINUM,ATC3,"J01C BETA-LACTAM ANTIBACTERIALS, PENICILLINS",4447826.4,4747062.100000001,0.06727683886223623,0.10530361301870954,0.07595520816970142,-0.029348404849008122,-0.004426174775646871,-0.005207682691739213
AMPICILLINUM+SULBACTAMUM,ATC4,"J01C R Combinations of penicillins, incl. beta-lactamase inhibitors",2235560.75,2576689.67,0.15259210468782824,0.010919868762233368,0.007425993212446109,-0.0034938755497872587,0.0010263860075692697,0.0008568078774531009
AMTOLMETINE GUACIL,ATC4,M01A B Acetic acid derivatives and related substances,14939351.220000003,14395162.809999997,-0.036426508888249165,0.0008924972579900291,0.0009964256875257948,0.00010392842953576566,5.628830263361894e-06,0.00011650319355696885
AMYLMETACRESOLUM+ASCORBIC ACID+DICHLOROBENZYL ALCOHOL*+SODIUM ASCORBATUM,ATC4,R02A A Antiseptics,18484720.71,17863042.12,-0.03363202505211127,0.020604301572917844,0.024071855572605005,0.003467553999687161,0.010089389769564583,0.014219030817283852
AMYLMETACRESOLUM+DICHLOROBENZYL ALCOHOL*,ATC4,R02A A Antiseptics,18484720.71,17863042.12,-0.03363202505211127,0.056871578775398224,0.05192309147396222,-0.004948487301436003,-0.013651694163566493,-0.006363496508041487
AMYLMETACRESOLUM+DICHLOROBENZYL ALCOHOL*+LEVOMENTHOLUM,ATC4,R02A A Antiseptics,18484720.71,17863042.12,-0.03363202505211127,0.03173054162959003,0.02969764368444539,-0.0020328979451446384,0.0011936698249081536,0.00016748206719221018
