INN,market_level,market,peer_count_roster,n_atc4,n_atc3
DORZOLAMIDUM+TIMOLOLUM,ATC4,S01E D Beta blocking agents,9,1,1
DOXAZOSINUM,Excluded,"C02C ANTIADRENERGIC AGENTS, PERIPHERALLY ACTING",2,1,1
DOXEPINUM,ATC4,N06A A Non-selective monoamine reuptake inhibitors,5,1,1
DOXOFYLLINUM,ATC4,R03D A Xanthines,4,1,1
DOXORUBICINUM,ATC4,L01D B Anthracyclines and related substances,4,1,1
DOXYCYCLINUM,ATC4,J01A A Tetracyclines,3,1,1
DOXYLAMINUM,Excluded,multiple_ATC3,0,2,2
DOXYLAMINUM+PASSIFLORA INCARNATA*,ATC4,N05C M Other hypnotics and sedatives,26,1,1
DRONEDARONE,ATC3,"C01B ANTIARRHYTHMICS, CLASS I AND III",8,1,1
DROSPIRENON+ESTRADIOLUM,ATC4,"G03F A Progestogens and estrogens, combinations",3,1,1
DROSPIRENON+ETHINYLESTRADIOLUM,ATC4,"G03A A Progestogens and estrogens, fixed combinations",8,1,1
DROSPIRENONUM+ETHINYLESTRADIOLUM+ACIDUM LEVOMEFOLICUM,ATC4,"G03A A Progestogens and estrogens, fixed combinations",8,1,1
DROTAVERINUM,ATC3,A03A DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,16,1,1
DROTAVERINUM+PARACETAMOLUM,ATC3,A03D ANTISPASMODICS IN COMBINATION WITH ANALGESICS,6,1,1
DULOXETINUM,ATC4,N06A X Other antidepressants,10,1,1
DUTASTERIDUM,ATC3,G04C DRUGS USED IN BENIGN PROSTATIC HYPERTROPHY,14,1,1
DUTASTERIDUM+TAMSULOSINUM,ATC4,G04C A Alpha-adrenoreceptor antagonists,6,1,1
DYDROGESTERONUM,ATC3,G03D PROGESTOGENS,6,1,1
DYDROGESTERONUM+ESTRADIOLUM,ATC3,G03F PROGESTOGENS AND ESTROGENS IN COMBINATION,4,2,1
EBASTINUM,ATC4,R06A X Other antihistamines for systemic use,12,1,1
ECHINACEA PURPUREA*&,ATC4,L03A X Other immunostimulants,11,1,1
ECONAZOLUM,Excluded,multiple_ATC3,0,2,2
ECTERICIDUM*,ATC4,D08A X Other antiseptics and disinfectants,16,1,1
EDARAVONUM,ATC4,N07X X Other nervous system drugs,7,1,1
EDOXABANUM,ATC4,B01A F Direct factor Xa inhibitors,3,1,1
ELETRIPTANUM,ATC4,N02C C Selective 5HT1-receptor agonists,4,1,1
ELEUTHEROCOCCUS SENTICOSUS*&,ATC4,A13A TONICS,5,1,1
ELTROMBOPAG,ATC4,B02B X Other systemic hemostatics,5,1,1
EMBLICA OFFICINALIS*+GLYCYRRHIZA GLABRA/URALENSIS*&+MENTHOLUM*+ZINGIBER OFFICINALE*,ATC4,R05X OTHER COLD PREPARATIONS,23,1,1
EMOXYPINUM*,Excluded,multiple_ATC3,0,3,3
EMPAGLIFLOZINUM,ATC3,"A10B BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",24,1,1
EMPAGLIFLOZINUM+METFORMINUM,ATC4,A10B D Combinations of oral blood glucose lowering drugs,10,1,1
EMTRICITABINE+TENOFOVIRUM,ATC4,"J05A R Antivirals for treatment of HIVinfections, combinations",4,1,1
ENALAPRILATUM,ATC4,"C09A A ACE inhibitors, plain",9,1,1
ENALAPRILUM,ATC4,"C09A A ACE inhibitors, plain",9,1,1
ENALAPRILUM+HYDROCHLOROTHIAZIDUM,ATC4,"C09B A ACE inhibitors, and diuretics",9,1,1
ENALAPRILUM+INDAPAMIDUM,ATC4,"C09B A ACE inhibitors, and diuretics",9,1,1
ENALAPRILUM+LERCANIDIPINUM,ATC4,C09B B ACE inhibitors and calcium channel blockers,6,1,1
ENALAPRILUM+NITRENDIPINUM,ATC4,C09B B ACE inhibitors and calcium channel blockers,6,1,1
ENISAMIUM IODIDE,ATC4,J05A X Other antivirals,11,1,1
ENOXAPARINUM NATRII,ATC4,B01A B Heparin group,7,1,1
ENTECAVIRUM,ATC4,J05A F Nucleoside and nucleotide reverse transcriptase inhibitors,4,1,1
ENZALUTAMIDUM,ATC4,L02B B Anti-androgens,3,1,1
EPINEPHRINUM,ATC4,C01C A Adrenergic and dopaminergic agents,5,1,1
EPIRUBICINUM,ATC4,L01D B Anthracyclines and related substances,4,1,1
EPLERENONUM,ATC4,C03D A Aldosterone antagonists,3,1,1
EPOETINUM ALFA,ATC4,B03X A Other antianemic preparations,4,1,1
EPOETINUM BETA,ATC4,B03X A Other antianemic preparations,4,1,1
EPTACOGUM ALFA (ACTIVATUM),ATC4,B02B D Blood coagulation factors,6,1,1
EPTIFIBATIDUM,ATC4,B01A C Platelet aggregation inhibitors excl. heparin,11,1,1
EQUISETUM ARVENSE*&,ATC4,C03B X Other low-ceiling diuretics,5,1,1
ERDOSTEINUM,ATC4,R05C B Mucolytics,11,1,1
ERGOCALCIFEROLUM,ATC4,A11C C Vitamin D ans analogues,3,1,1
ERLOTINIBUM,ATC4,L01E B Epidermal growth factor receptor (EGFR) tyrosine kinase inhibitors,4,1,1
ERTAPENEMUM,ATC4,J01D H Carbapenems,3,1,1
ERYTHROMYCINUM,ATC4,J01F A Macrolides,6,1,1
ERYTHROMYCINUM+ZINCI ACETAS*,ATC4,D10A F Antiinfectives for treatment of acne,3,1,1
ESCITALOPRAM,ATC4,N06A B Selective serotonin reuptake inhibitors,6,1,1
ESDEPALETRINUM+PIPERONYL*,ATC4,"P03A C Pyrethrines, incl. synthetic compounds",3,1,1
ESMOLOLUM,ATC4,"C07A B Beta blocking agents, selective",6,1,1
ESOMEPRAZOLUM,ATC4,A02B C Proton pump inhibitors,7,1,1
ESTRADIOLI VALERAS,ATC4,"G03C A Natural and semisynthetic estrogens, plain",5,1,1
ESTRADIOLI VALERAS+LEVONORGESTRELUM,ATC3,G03F PROGESTOGENS AND ESTROGENS IN COMBINATION,4,1,1
ESTRADIOLUM,ATC4,"G03C A Natural and semisynthetic estrogens, plain",5,1,1
ESTRAMUSTINUM,ATC4,L01X X Other antineoplastic agents,4,1,1
ESTRIOLI SUCCINAS,ATC4,"G03C A Natural and semisynthetic estrogens, plain",5,1,1
ETAMSYLATUM,ATC4,B02B X Other systemic hemostatics,5,1,1
ETANERCEPT,ATC4,L04A B Tumor necrosis factor alpha inhibitors,4,1,1
ETHAMBUTOLUM,ATC3,J04A DRUGS FOR TREATMENT OF TUBERCULOSIS,4,1,1
ETHINYLESTRADIOLUM+ETONOGESTRELUM,ATC4,G02B B Intravaginal contraceptives,3,1,1
ETHINYLESTRADIOLUM+GESTODENUM,ATC4,"G03A A Progestogens and estrogens, fixed combinations",8,1,1
ETHINYLESTRADIOLUM+LEVONORGESTRELUM,ATC3,G03A HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE,13,2,1
ETIFOXINUM,ATC4,N05B X Other anxiolytics,3,1,1
ETODOLACUM,ATC4,M01A B Acetic acid derivatives and related substances,11,1,1
ETOPOSIDUM,ATC3,L01C PLANT ALKALOIDS AND OTHER NATURAL PRODUCTS,8,1,1
ETORICOXIBUM,ATC4,M01A H Coxibs,4,1,1
EUCALYPTUS VIMINALIS*&,Excluded,multiple_ATC3,0,6,6
EUCALYPTUS VIMINALIS*&+GLYCEROLUM+MENTHOLUM*,ATC4,R05C A Expectorants,40,1,1
EUCALYPTUS VIMINALIS*&+LARIX DECIDUA*+PINUS SILVESTRIS*&,ATC4,D08A X Other antiseptics and disinfectants,16,1,1
EUCALYPTUS VIMINALIS*&+MATRICARIA CHAMOMILLA*&,ATC4,R05X OTHER COLD PREPARATIONS,23,1,1
EUCALYPTUS VIMINALIS*&+MATRICARIA CHAMOMILLA*&+MENTHA PIPERITA+SALVIA OFFICINALIS*&+SULFANILAMIDUM+SULFATHIAZOLUM+THYMOL,ATC4,R02A A Antiseptics,46,1,1
EUCALYPTUS VIMINALIS*&+MENTHA PIPERITA+PLANTAGO (SEMENI PSYLLIUM)+TUSSILAGO FARFARA*&,ATC4,R05C A Expectorants,40,1,1
EUCALYPTUS VIMINALIS*&+MENTHA PIPERITA+SALVIA OFFICINALIS*&+SULFANILAMIDUM+SULFATHIAZOLUM+THYMOL,ATC4,R02A A Antiseptics,46,1,1
EUCALYPTUS VIMINALIS*&+MENTHOLUM*,ATC4,R05C A Expectorants,40,1,1
EUCALYPTUS VIMINALIS*&+MENTHOLUM*+METHYL SALICYLAT*+PINUS SILVESTRIS*&,ATC4,M02A X Other topical products for joint and muscular pain,26,1,1
EUCALYPTUS VIMINALIS*&+PINUS SILVESTRIS*&,ATC4,R05F B Other cough suppressants and expectorants,5,1,1
EUCALYPTUS VIMINALIS*&+XYLOMETAZOLINUM,ATC4,"R01A B Sympathomimetics, combinations excl. corticosteroids",10,1,1
EUCALYPTUS VIMINALIS+GUAIASULENUM*+MENTHA PIPERITA+PINUS SILVESTRIS+THYMOL+TOCOPHEROLI ACETAS*,ATC4,R01A X Other nasal preparations,7,1,1
EUCALYPTUS VIMINALIS+MENTHA PIPERITA+PINUS SILVESTRIS+THYMOL+TOCOPHEROLI ACETAS*,ATC4,R01A X Other nasal preparations,7,1,1
EUCALYPTUS VIMINALIS+MENTHA PIPERITA+SULFANILAMIDUM+SULFATHIAZOLUM+THYMOL,ATC4,R02A A Antiseptics,46,1,1
EVEROLIMUSUM,Excluded,multiple_ATC3,0,2,2
EXEMESTANUM,ATC4,L02B G Aromatase inhibitors,3,1,1
EZETIMIBUM,ATC4,C10A X Other ilipid modifying agents,3,1,1
EZETIMIBUM+ROSUVASTATINUM,ATC3,"C10B Lipid modifying agents, combinations",7,1,1
FABOMOTIZOLUM,ATC4,N05B X Other anxiolytics,3,1,1
FACTOR COAGULATIONIS VIII*,ATC4,B02B D Blood coagulation factors,6,1,1
FACTOR COAGULATIONIS VIII*+WILLEBRAND FACTOR*,ATC4,B02B D Blood coagulation factors,6,1,1
FAMCICLOVIRUM,ATC4,J05A B Nucleosides and nucleotides excl. reverse transcriptase inhibitors,6,1,1
FAMOTIDINUM,ATC3,A02B DRUGS FOR TREATMENT OF PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE,20,1,1
FAVIPIRAVIRUM,ATC4,J05A X Other antivirals,11,1,1
FEBUXOSTATUM,ATC3,M04A ANTIGOUT PREPARATIONS,3,1,1
FELODIPINUM,ATC4,C08C A Dihydropyridine derivatives,7,1,1
FENOFIBRATUM,ATC3,"C10A LIPID MODIFYING AGENTS, PLAIN",9,1,1
FENOTEROLUM,ATC4,R03A C Selective beta-2-adrenoceptor agonists,5,1,1
FENPIVERINII BROMIDUM+IBUPROFENUM+PITOFENONUM,ATC4,A03E D Antispasmodics in combination with other drugs,5,1,1
FENPIVERINII BROMIDUM+KETOROLACUM+PITOFENONUM,ATC4,A03D A Synthetic anticholinergic agents in combination with analgesics,3,1,1
FENSPIRIDUM,ATC3,R03D OTHER SYSTEMIC DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,9,1,1
FENTANYLUM,ATC3,N02A OPIOIDS,11,1,1
FENTICONAZOLUM,Excluded,multiple_ATC3,0,2,2
FERRI (III) HYDROXYDI POLYMALTOSUM COMPLEXUS*,ATC3,B03A IRON PREPARATIONS,12,2,1
FERRI SACCHARAS*,ATC3,B03A IRON PREPARATIONS,12,2,1
FERRI SULFAS*,ATC3,B03A IRON PREPARATIONS,12,1,1
FERRI SULFAS*+SERINUM,ATC4,B03A E Iron in other combinations,4,1,1
FERRICUM CARBOXYMALTOSUM,ATC4,"B03A C Iron, parenteral preparations",4,1,1
FERROUS FUMARATE*,ATC3,B03A IRON PREPARATIONS,12,1,1
FEXOFENADINUM,ATC4,R06A X Other antihistamines for systemic use,12,1,1
FILGRASTIMUM,ATC3,L03A IMMUNOSTIMULANTS,16,1,1
FINASTERIDUM,ATC3,G04C DRUGS USED IN BENIGN PROSTATIC HYPERTROPHY,14,1,1
FINGOLIMODUM,ATC4,L04A A Selective immunosuppressants,10,1,1
FLADEXANUM*,ATC4,D11A X Other dermatologicals,9,1,1
FLECAINIDUM,ATC4,"C01B C Antiarrhythmics, class 1c",3,1,1
FLUCONAZOLUM,Excluded,multiple_ATC3,0,2,2
FLUDARABINUM,ATC4,L01B B Purine analogues,4,1,1
FLUDROCORTISONUM,ATC3,"H02A CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN",8,1,1
FLUMAZENILUM,ATC4,V03A B Antidotes,8,1,1
FLUOCINOLONI ACETONIDUM,ATC4,"D07A C Corticosteroids, potent (group III)",7,1,1
FLUOCINOLONI ACETONIDUM+NEOMYCINUM,ATC4,"D07C C Corticosteroids, potent, combinations with antibiotics",6,1,1
FLUOCINONIDUM+GENTAMICINUM,ATC4,"D07C C Corticosteroids, potent, combinations with antibiotics",6,1,1
FLUOCORTOLONUM+LIDOCAINUM,ATC4,C05A X Other agents for treatment of hemorrhoids and anal fissures for topical use,13,1,1
FLUORESCEINUM*,Excluded,S01J DIAGNOSTIC AGENTS,1,1,1
FLUOROURACILUM,ATC4,L01B C Pyrimidine analogues,7,1,1
FLUOXETINUM,ATC4,N06A B Selective serotonin reuptake inhibitors,6,1,1
FLUPENTIXOL,ATC4,N05A F Thioxanthene derivatives,3,1,1
FLUPHENAZINUM,ATC4,N05A B Phenothiazines with piperazine structure,3,1,1
FLUPIRTINE,ATC3,N02B OTHER ANALGESICS AND ANTIPYRETICS,51,1,1
FLURBIPROFENUM,Excluded,multiple_ATC3,0,2,2
FLUTAMIDUM,ATC4,L02B B Anti-androgens,3,1,1
FLUTICASONUM,Excluded,multiple_ATC3,0,3,3
FLUTICASONUM FUROAS,ATC4,R01A D Corticosteroids,9,1,1
FLUTICASONUM+SALMETEROLUM,ATC4,"R03A K Adrenergics in combination with corticosteroids or other drugs, excl. anticholinergics",3,1,1
FLUVOXAMINUM,ATC4,N06A B Selective serotonin reuptake inhibitors,6,1,1
FOENICULUM VULGARE MILL.*&,ATC4,A03A X Other drugs for functional gastrointestinal disorders,10,1,1
FOLIC ACID,Excluded,multiple_ATC3,0,2,2
FOLLITROPIN DELTA,ATC4,G03G A Gonadotropins,9,1,1
FOLLITROPINUM ALFA,ATC4,G03G A Gonadotropins,9,1,1
FOLLITROPINUM ALFA+LUTROPINUM ALFA,ATC4,G03G A Gonadotropins,9,1,1
FOLLITROPINUM BETA,ATC4,G03G A Gonadotropins,9,1,1
FONDAPARINUXUM NATRICUM,ATC3,B01A ANTITHROMBOTIC AGENTS,30,1,1
FONTURACETAMUM,ATC4,N06B X Other psychostimulants and nootropics,17,1,1
FORMALDEHYDUM*,ATC3,D11A OTHER DERMATOLOGICAL PREPARATIONS,16,1,1
FORMOTEROLUM,ATC4,R03A C Selective beta-2-adrenoceptor agonists,5,1,1
FOSFOCREATININUM,ATC4,C01E B Other cardiac preparations,16,1,1
FOSFOMYCINUM,ATC4,J01X X Other antibacterials,7,1,1
FOSFRUCTOSUM,ATC4,C01E B Other cardiac preparations,16,1,1
FOSINOPRILUM,ATC4,"C09A A ACE inhibitors, plain",9,1,1
FOSINOPRILUM+HYDROCHLOROTHIAZIDUM,ATC4,"C09B A ACE inhibitors, and diuretics",9,1,1
FRAMYCETINUM,ATC4,R01A X Other nasal preparations,7,1,1
FRANGULA ALNUS*&,ATC4,A06A B Contact laxatives,8,1,1
FREMANEZUMAB,ATC3,N02C ANTIMIGRAINE PREPARATIONS,7,1,1
FULVESTRANTUM,ATC4,L02B A Anti-estrogens,3,1,1
FURAZIDINUM*,Excluded,multiple_ATC3,0,2,2
FURAZOLIDONUM,ATC4,G01A X Other antiinfectives and antiseptics,12,1,1
FUROSEMIDUM,ATC3,C03C HIGH-CEILING DIURETICS,3,1,1
FUROSEMIDUM+SPIRONOLACTONUM,ATC4,C03D A Aldosterone antagonists,3,1,1
GABAPENTINUM,ATC3,N02B OTHER ANALGESICS AND ANTIPYRETICS,51,1,1
GABEXATUM,ATC3,B02A ANTIFIBRINOLYTICS,4,1,1
GADOBUTROLUM,ATC4,V08C A Paramagnetic contrast media,5,1,1
GADODIAMIDUM,ATC4,V08C A Paramagnetic contrast media,5,1,1
GALANTAMINUM,ATC4,N06D A Cholinesterase inhibitors,4,1,1
GALAVITUM*,ATC4,L03A X Other immunostimulants,11,1,1
GANCICLOVIRUM,Excluded,multiple_ATC3,0,2,2
GANIRELIXUM,ATC3,H01C HYPOTALAMIC HORMONES,4,1,1
GATIFLOXACINUM,ATC4,J01M A Fluoroquinolones,8,1,1
GEFITINIBUM,ATC4,L01E B Epidermal growth factor receptor (EGFR) tyrosine kinase inhibitors,4,1,1
GELATINUM*+KALII CHLORIDUM*+MAGNESII CHLORIDUM*+NATRII CHLORIDUM*+NATRII LACTAS*,ATC4,B05A A Plasma substitutes and plasma protein fractions,10,1,1
GELATINUM*+NATRII CHLORIDUM*,ATC4,B05A A Plasma substitutes and plasma protein fractions,10,1,1
GEMCITABINUM,ATC4,L01B C Pyrimidine analogues,7,1,1
GEMTUZUMABUM,ATC4,L01F X Other monoclonal antibodies and antibody drug conjugates,3,1,1
GENTAMICINUM,Excluded,multiple_ATC3,0,2,2
GENTAMICINUM+METHOXAN+TRYPTOPHANUM+ZINCI SULFAS*,ATC4,"D06C ANTIBIOTICS AND CHEMOTERAPEUTICS, COMBINATIONS",6,1,1
GENTAMICINUM+TRYPTOPHANUM+ZINCI SULFAS*,ATC4,"D06C ANTIBIOTICS AND CHEMOTERAPEUTICS, COMBINATIONS",6,1,1
GENTIANA LUTEA&+PRIMULA&+RUMEX CONFERTUS&+SAMBUCUS NIGRA*&+VERBENA OFFICINALIS&,ATC4,R05X OTHER COLD PREPARATIONS,23,1,1
GIDAZEPAMUM*,ATC4,N05B A Benzodiazepine derivatives,3,1,1
GINKGO BILOBA*&,ATC3,N06D ANTI-DEMENTIA DRUGS,6,1,1
GINKGO BILOBA*&+HEPTAMINOL+TROXERUTINUM,ATC4,C05C A Bioflavonoids,10,1,1
GLATIRAMERI ACETAS*,ATC4,L03A X Other immunostimulants,11,1,1
GLAUCINUM*,ATC4,R05D B Other cough suppressants,8,1,1
GLAUCINUM*+EPHEDRINUM*,Excluded,multiple_ATC3,0,2,2
GLIBENCLAMIDUM,ATC4,A10B B Sulfonylureas,4,1,1
GLIBENCLAMIDUM+METFORMINUM,ATC4,A10B D Combinations of oral blood glucose lowering drugs,10,1,1
GLICLAZIDUM,ATC4,A10B B Sulfonylureas,4,1,1
GLICLAZIDUM+METFORMINUM,ATC4,A10B D Combinations of oral blood glucose lowering drugs,10,1,1
GLIMEPIRIDUM,ATC4,A10B B Sulfonylureas,4,1,1
GLIMEPIRIDUM+METFORMINUM,ATC4,A10B D Combinations of oral blood glucose lowering drugs,10,1,1
GLIMEPIRIDUM+METFORMINUM+PIOGLITAZONUM,ATC4,A10B D Combinations of oral blood glucose lowering drugs,10,1,1
GLIPIZIDUM+METFORMINUM,ATC4,A10B D Combinations of oral blood glucose lowering drugs,10,1,1
GLIQUIDONUM,ATC4,A10B B Sulfonylureas,4,1,1
GLUCAGONUM,Excluded,H04A GLYCOGENOLYTIC HORMONES,1,1,1
GLUCOSAMINILMURAMILPENTAPEPTIDUM*,ATC4,L03A X Other immunostimulants,11,1,1
GLUCOSAMINUM,ATC4,"M01A X Other antiinflammatory and antirheumatic agents, non-steroids",7,1,1
GLUTATHIONUM*,ATC4,V03A B Antidotes,8,1,1
GLUTOXIMUM*,ATC4,L03A X Other immunostimulants,11,1,1
GLYCEROLUM,Excluded,multiple_ATC3,0,2,2
GLYCEROLUM+IODUM*+KALII IODIDUM*,ATC4,R02A A Antiseptics,46,1,1
GLYCINUM,ATC4,N07X X Other nervous system drugs,7,1,1
GLYCOPYRRONII BROMIDUM+INDACATEROLUM,ATC4,R03A L Adrenergics in combinations with anticholinergics incl. triple combinations with corticosteroids,5,1,1
GLYCYRRHIZA GLABRA/URALENSIS*&,ATC4,R05C A Expectorants,40,1,1
GOLIMUMABUM,ATC4,L04A B Tumor necrosis factor alpha inhibitors,4,1,1
GONADOTROPINUM CHORIONICUM,ATC4,G03G A Gonadotropins,9,1,1
GOSERELINUM,ATC4,L02A E Gonadotropin releasing hormone analogues,3,1,1
GRISEOFULVINUM,Excluded,D01B ANTIFUNGALS FOR SYSTEMIC USE,2,1,1
GUAIFENESINUM,ATC4,R05C A Expectorants,40,1,1
GUAIFENESINUM+PARACETAMOLUM+PHENYLEPHRINUM,Excluded,multiple_ATC3,0,2,2
GUANFACINUM,ATC4,C02A C Imidazoline receptor agonists,3,1,1
HALOPERIDOLUM,ATC3,N05A ANTIPSYCHOTICS,24,1,1
HARPAGOPHYTUM PROCUMBENS*,ATC4,M09A X Other drugs for disorders of the musculo-skeletal system,5,1,1
HEDERA HELIX*&,ATC4,R05C A Expectorants,40,1,1
HEDERA HELIX*&+THYMUS SERPYLLUM*&,ATC4,R05X OTHER COLD PREPARATIONS,23,1,1
HELICHRYSUM ARENARIUM*&,ATC4,A05A X Other drugs for bile therapy,9,1,1
HEPARIN SODIUM,Excluded,multiple_ATC3,0,2,2
HEPARINUM NATRICUM+POLIDOCANOLUM+PREDNISOLONUM,ATC4,C05A X Other agents for treatment of hemorrhoids and anal fissures for topical use,13,1,1
HERBA MELISSAE,ATC4,N05C M Other hypnotics and sedatives,26,1,1
HERBA MELISSAE+PASSIFLORA INCARNATA*+VALERIANA OFFICINALIS*&,ATC4,N05C M Other hypnotics and sedatives,26,1,1
HEXAMETHONII BROMIDUM,Excluded,"C02B ANTIADRENERGIC AGENTS, GANGLION-BLOCKING",1,1,1
HEXESTROLUM,ATC3,G03C ESTROGENS,7,1,1
HEXETIDINUM,Excluded,multiple_ATC3,0,2,2
HEXOPRENALINUM,ATC3,G02C OTHER GYNECOLOGICALS,13,1,1
HIDROSMIN,ATC4,C05C A Bioflavonoids,10,1,1
HUMULUS LUPULUS*&+MENTHA PIPERITA+MENYANTHES TRIFOLIATA&+VALERIANA OFFICINALIS*&,ATC4,N05C M Other hypnotics and sedatives,26,1,1
HUMULUS LUPULUS*&+VALERIANA OFFICINALIS*&,ATC4,N05C M Other hypnotics and sedatives,26,1,1
HYALURONIC ACID*,Excluded,multiple_ATC3,0,2,2
HYALURONIDASUM,ATC4,B06A A Enzymes,3,1,1
HYALURONIDASUM+PERTUZUMABUM+TRASTUZUMABUM,ATC3,L01X OTHER ANTINEOPLASTIC AGENTS,13,1,1
HYDROCHLOROTHIAZIDUM,Excluded,"C03A LOW-CEILING DIURETICS, THIAZIDES",1,1,1
HYDROCHLOROTHIAZIDUM+IRBESARTANUM,ATC4,C09D A Angiotensin II receptor blockers (ARBs) and diuretics,7,1,1
HYDROCHLOROTHIAZIDUM+LEVAMLODIPINUM,Excluded,C08G CALCIUM CHANNEL BLOCKERS AND DIURETICS,2,1,1
HYDROCHLOROTHIAZIDUM+LISINOPRILUM,ATC4,"C09B A ACE inhibitors, and diuretics",9,1,1
HYDROCHLOROTHIAZIDUM+LOSARTANUM,ATC4,C09D A Angiotensin II receptor blockers (ARBs) and diuretics,7,1,1
HYDROCHLOROTHIAZIDUM+NEBIVOLOLUM,Excluded,C07B BETA BLOCKING AGENTS AND THIAZIDES,2,1,1
HYDROCHLOROTHIAZIDUM+OLMESARTANUM MEDOXOMILUM,ATC4,C09D A Angiotensin II receptor blockers (ARBs) and diuretics,7,1,1
HYDROCHLOROTHIAZIDUM+QUINAPRILUM,ATC4,"C09B A ACE inhibitors, and diuretics",9,1,1
HYDROCHLOROTHIAZIDUM+RAMIPRILUM,ATC4,"C09B A ACE inhibitors, and diuretics",9,1,1
HYDROCHLOROTHIAZIDUM+TELMISARTANUM,ATC4,C09D A Angiotensin II receptor blockers (ARBs) and diuretics,7,1,1
HYDROCHLOROTHIAZIDUM+TRIAMTERENUM,Excluded,C03E DIURETICS AND POTASSIUM-SPARING AGENTS IN COMBINATION,1,1,1
HYDROCHLOROTHIAZIDUM+VALSARTANUM,ATC4,C09D A Angiotensin II receptor blockers (ARBs) and diuretics,7,1,1
HYDROCHLOROTHIAZIDUM+ZOFENOPRILUM,ATC4,"C09B A ACE inhibitors, and diuretics",9,1,1
HYDROCORTISONUM,Excluded,multiple_ATC3,0,4,3
HYDROCORTISONUM+NATAMYCINUM+NEOMYCINUM,ATC3,"D07C CORTICOSTEROIDS, COBBINATION WITH ANTIBIOTICS",9,1,1
HYDROCORTISONUM+OXYTETRACYCLINUM,ATC3,"D07C CORTICOSTEROIDS, COBBINATION WITH ANTIBIOTICS",9,1,1
HYDROCORTISONUM+ZINCI SULFAS*,ATC3,C05A AGENTS FOR TREATMENT OF HEMORRHOIDS AND ANAL FISSURES FOR TOPICAL USE,17,1,1
HYDROGENII PEROXIDUM*,ATC4,D08A X Other antiseptics and disinfectants,16,1,1
HYDROTALCITUM+MAGNESII HYDROXIDE*,ATC4,"A02A D Combinations and complexes of aluminium, calcium and magnesium compounds",5,1,1
HYDROXYCARBAMIDUM,ATC4,L01X X Other antineoplastic agents,4,1,1
HYDROXYCHLOROQUINUM,ATC3,P01B ANTIMALARIAS,3,1,1
HYDROXYETHYLAMYLUM*,ATC4,B05A A Plasma substitutes and plasma protein fractions,10,1,1
HYDROXYETHYLAMYLUM*+NATRII CHLORIDUM*,ATC4,B05A A Plasma substitutes and plasma protein fractions,10,1,1
HYDROXYPROGESTERONI CAPROAS,ATC3,G03D PROGESTOGENS,6,1,1
HYDROXYZINUM,ATC3,N05B ANXIOLYTICS,8,1,1
HYMECROMONUM,ATC4,A05A X Other drugs for bile therapy,9,1,1
HYPERICUM PERFORATUM*&,Excluded,multiple_ATC3,0,3,3
HYPERICUM PERFORATUM*&+VALERIANA OFFICINALIS*&,ATC4,N05C M Other hypnotics and sedatives,26,1,1
HYPERICUM PERFORATUM/QUADRANGULUM*&+ELEUTHEROCOCCUS SENTICOSUS*&+ECHINACEA PURPUREA/ANGUSTIFOLIA*&,ATC4,L03A X Other immunostimulants,11,1,1
HYPERICUM PERFORATUM/QUADRANGULUM*&+MATRICARIA CHAMOMILLA*&+HELICHRYSUM ARENARIUM*&,ATC4,A16A X Various alimentary tract and metabolism products,19,1,1
HYPPOPHAE RHAMNOIDES*&,Excluded,multiple_ATC3,0,3,3
HYPROMELLOSUM,ATC4,S01X A Other ophthalmologicals,16,1,1
IBRUTINIBUM,ATC3,L01E PROTEIN KINASE INHIBITORS,26,1,1
IBUPROFENUM,Excluded,multiple_ATC3,0,2,2
IBUPROFENUM+LEVOMENTHOLUM,ATC3,M02A TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,48,2,1
IBUPROFENUM+PARACETAMOLUM,ATC4,M01A E Propionic acid derivatives,9,1,1
IBUPROFENUM+PHENYLEPHRINUM,ATC4,M01A E Propionic acid derivatives,9,1,1
ICHTHYOLUM*,Excluded,multiple_ATC3,0,2,2
ICHTHYOLUM*+ATROPA BELLADONNA*&,ATC4,C05A X Other agents for treatment of hemorrhoids and anal fissures for topical use,13,1,1
IDARUBICINUM,ATC4,L01D B Anthracyclines and related substances,4,1,1
IDARUCIZUMABUM,ATC4,V03A B Antidotes,8,1,1
IFOSFAMIDUM,ATC4,L01A A Nitrogen mustard analogues,5,1,1
ILOPROSTUM,ATC4,B01A C Platelet aggregation inhibitors excl. heparin,11,1,1
IMATINIBUM,ATC3,L01E PROTEIN KINASE INHIBITORS,26,1,1
IMIPENEMUM+CILASTATINUM,ATC4,J01D H Carbapenems,3,1,1
IMIPRAMINUM,ATC4,N06A A Non-selective monoamine reuptake inhibitors,5,1,1
IMIQUIMODUM,ATC4,D06B B Antivirals,6,1,1
IMMUNOGLOBULINUM HUMANUM*,Excluded,J06B IMMUNOGLOBULINS,1,2,1
INDACATEROLUM,ATC4,R03A C Selective beta-2-adrenoceptor agonists,5,1,1
INDAPAMIDUM,ATC4,"C03B A Sulfonamides, plain",3,1,1
